instrument_type	lat	lon	depth	start_date	end_date	poc	trap_type	doi	days	key
sediment_trap	58	179	3137	1991-07-18	1992-06-12	5.53	moored	10.1594/PANGAEA.855600	329.875	SED_TRAP_6577
sediment_trap	58	179	3137	1991-07-18	1991-08-04	7.32	moored	10.1594/PANGAEA.855600	17.42	SED_TRAP_6576
sediment_trap	58	179	3137	1991-08-22	1991-09-08	2.64	moored	10.1594/PANGAEA.855600	17.253333333333334	SED_TRAP_6578
sediment_trap	58	179	3137	1991-09-08	1991-09-26	2.6	moored	10.1594/PANGAEA.855600	18.17	SED_TRAP_6579
sediment_trap	58	179	3137	1991-09-26	1991-10-13	7.62	moored	10.1594/PANGAEA.855600	17.086666666666666	SED_TRAP_6580
sediment_trap	58	179	3137	1991-10-13	1991-10-31	5.6	moored	10.1594/PANGAEA.855600	18.503333333333334	SED_TRAP_6581
sediment_trap	58	179	3137	1991-10-31	1991-11-17	4.41	moored	10.1594/PANGAEA.855600	17.42	SED_TRAP_6582
sediment_trap	58	179	3137	1991-11-17	1991-12-04	3.74	moored	10.1594/PANGAEA.855600	17.336666666666666	SED_TRAP_6583
sediment_trap	58	179	3137	1991-12-04	1991-12-22	2.63	moored	10.1594/PANGAEA.855600	18.253333333333334	SED_TRAP_6584
sediment_trap	58	179	3137	1991-12-22	1992-01-08	2.03	moored	10.1594/PANGAEA.855600	17.17	SED_TRAP_6585
sediment_trap	58	179	3137	1992-01-08	1992-01-26	2.23	moored	10.1594/PANGAEA.855600	18.086666666666666	SED_TRAP_6586
sediment_trap	58	179	3137	1992-01-26	1992-02-12	2.61	moored	10.1594/PANGAEA.855600	17.503333333333334	SED_TRAP_6587
sediment_trap	58	179	3137	1992-02-12	1992-02-29	1.52	moored	10.1594/PANGAEA.855600	17.42	SED_TRAP_6588
sediment_trap	58	179	3137	1992-02-29	1992-03-18	3.85	moored	10.1594/PANGAEA.855600	18.336666666666666	SED_TRAP_6589
sediment_trap	58	179	3137	1992-03-18	1992-04-04	3.51	moored	10.1594/PANGAEA.855600	17.253333333333334	SED_TRAP_6590
sediment_trap	58	179	3137	1992-04-04	1992-04-22	5.7	moored	10.1594/PANGAEA.855600	18.17	SED_TRAP_6591
sediment_trap	58	179	3137	1992-04-22	1992-05-09	2.42	moored	10.1594/PANGAEA.855600	17.086666666666666	SED_TRAP_6592
sediment_trap	58	179	3137	1992-05-09	1992-05-27	7.22	moored	10.1594/PANGAEA.855600	18.503333333333334	SED_TRAP_6593
sediment_trap	58	179	3137	1992-05-27	1992-06-13	37.1	moored	10.1594/PANGAEA.855600	17.42	SED_TRAP_6594
sediment_trap	58	179	3137	1992-06-13	1992-06-30	0.15	moored	10.1594/PANGAEA.855600	17.336666666666666	SED_TRAP_6595
sediment_trap	53.5	-177	3188	1990-08-07	1990-08-23	3.9	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_6416
sediment_trap	53.5	-177	3198	1990-08-07	1995-07-25	6.9576	moored	10.1594/PANGAEA.855600	1814.3125	SED_TRAP_6417
sediment_trap	53.5	-177	3188	1990-08-23	1990-09-12	3.8	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6418
sediment_trap	53.5	-177	3188	1990-09-12	1990-10-02	6.6	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6419
sediment_trap	53.5	-177	3188	1990-10-02	1990-11-27	9.9	moored	10.1594/PANGAEA.855600	55.9375	SED_TRAP_6420
sediment_trap	53.5	-177	3188	1990-11-27	1991-01-22	2.5	moored	10.1594/PANGAEA.855600	56.9375	SED_TRAP_6421
sediment_trap	53.5	-177	3188	1991-01-22	1991-03-19	1.6	moored	10.1594/PANGAEA.855600	55.9375	SED_TRAP_6422
sediment_trap	53.5	-177	3188	1991-03-19	1991-04-08	2.4	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6423
sediment_trap	53.5	-177	3188	1991-04-08	1991-04-28	1.9	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6424
sediment_trap	53.5	-177	3188	1991-04-28	1991-05-18	2.8	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6425
sediment_trap	53.5	-177	3188	1991-05-18	1991-06-07	3.7	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6426
sediment_trap	53.5	-177	3188	1991-06-07	1991-06-27	3.2	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6427
sediment_trap	53.5	-177	3188	1991-06-27	1991-07-17	15.8	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6428
sediment_trap	53.5	-177	3188	1991-08-07	1991-08-23	15.1	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_6429
sediment_trap	53.5	-177	3188	1991-08-23	1991-09-12	6.5	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6430
sediment_trap	53.5	-177	3188	1991-09-12	1991-10-02	5.1	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6431
sediment_trap	53.5	-177	3188	1991-10-02	1991-11-27	5.9	moored	10.1594/PANGAEA.855600	55.9375	SED_TRAP_6432
sediment_trap	53.5	-177	3188	1991-11-27	1992-01-22	2	moored	10.1594/PANGAEA.855600	56.9375	SED_TRAP_6433
sediment_trap	53.5	-177	3188	1992-01-22	1992-03-19	1.8	moored	10.1594/PANGAEA.855600	56.9375	SED_TRAP_6434
sediment_trap	53.5	-177	3188	1992-03-19	1992-04-08	2.6	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6435
sediment_trap	53.5	-177	3188	1992-04-08	1992-04-28	6.3	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6436
sediment_trap	53.5	-177	3188	1992-04-28	1992-05-18	15.6	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6437
sediment_trap	53.5	-177	3188	1992-05-18	1992-06-07	15	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6438
sediment_trap	53.5	-177	3188	1992-06-07	1992-06-27	6.9	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6439
sediment_trap	53.5	-177	3188	1992-06-27	1992-07-17	4.6	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6440
sediment_trap	53.5	-177	3188	1992-07-17	1992-07-31	4.1	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_6441
sediment_trap	53.5	-177	3188	1992-08-07	1992-08-23	14.6	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_6442
sediment_trap	53.5	-177	3188	1992-08-23	1992-09-12	11	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6443
sediment_trap	53.5	-177	3188	1992-09-12	1992-10-02	4.7	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6444
sediment_trap	53.5	-177	3188	1992-10-02	1992-10-22	13.8	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6445
sediment_trap	53.5	-177	3188	1992-10-22	1992-11-27	9.1	moored	10.1594/PANGAEA.855600	35.9375	SED_TRAP_6446
sediment_trap	53.5	-177	3188	1992-11-27	1993-01-22	3.9	moored	10.1594/PANGAEA.855600	56.9375	SED_TRAP_6447
sediment_trap	53.5	-177	3188	1993-01-22	1993-03-19	3.1	moored	10.1594/PANGAEA.855600	55.9375	SED_TRAP_6448
sediment_trap	53.5	-177	3188	1993-03-19	1993-04-08	2.8	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6449
sediment_trap	53.5	-177	3188	1993-04-08	1993-04-28	2.6	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6450
sediment_trap	53.5	-177	3188	1993-04-28	1993-05-18	5.7	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6451
sediment_trap	53.5	-177	3188	1993-05-18	1993-06-07	15	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6452
sediment_trap	53.5	-177	3188	1993-08-02	1993-08-23	14.1	moored	10.1594/PANGAEA.855600	21.5	SED_TRAP_6453
sediment_trap	53.5	-177	3188	1993-08-23	1993-09-12	16.2	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6454
sediment_trap	53.5	-177	3188	1993-09-12	1993-10-02	8.7	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6455
sediment_trap	53.5	-177	3188	1993-10-02	1993-10-22	7.1	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6456
sediment_trap	53.5	-177	3188	1993-10-22	1993-11-27	5.2	moored	10.1594/PANGAEA.855600	35.9375	SED_TRAP_6457
sediment_trap	53.5	-177	3188	1993-11-27	1994-01-22	3.9	moored	10.1594/PANGAEA.855600	56.9375	SED_TRAP_6458
sediment_trap	53.5	-177	3188	1994-01-22	1994-03-19	4.9	moored	10.1594/PANGAEA.855600	55.9375	SED_TRAP_6459
sediment_trap	53.5	-177	3188	1994-03-19	1994-04-08	6.1	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6460
sediment_trap	53.5	-177	3188	1994-04-08	1994-04-28	11.7	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6461
sediment_trap	53.5	-177	3188	1994-04-28	1994-05-18	22.1	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6462
sediment_trap	53.5	-177	3188	1994-05-18	1994-06-07	14.9	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6463
sediment_trap	53.5	-177	3188	1994-08-04	1994-08-23	7	moored	10.1594/PANGAEA.855600	19.5	SED_TRAP_6464
sediment_trap	53.5	-177	3188	1994-08-23	1994-09-12	6.4	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6465
sediment_trap	53.5	-177	3188	1994-09-12	1994-10-02	7.7	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6466
sediment_trap	53.5	-177	3188	1994-10-02	1994-10-22	5.9	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6467
sediment_trap	53.5	-177	3188	1994-10-22	1994-11-27	6.9	moored	10.1594/PANGAEA.855600	35.9375	SED_TRAP_6468
sediment_trap	53.5	-177	3188	1994-11-22	1995-01-22	3.9	moored	10.1594/PANGAEA.855600	61.375	SED_TRAP_6469
sediment_trap	53.5	-177	3188	1995-01-22	1995-03-19	2.8	moored	10.1594/PANGAEA.855600	55.9375	SED_TRAP_6470
sediment_trap	53.5	-177	3188	1995-03-19	1995-04-08	2.9	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6471
sediment_trap	53.5	-177	3188	1995-04-08	1995-04-28	3.3	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6472
sediment_trap	53.5	-177	3188	1995-04-28	1995-05-18	3.3	moored	10.1594/PANGAEA.855600	20.5	SED_TRAP_6473
sediment_trap	53.5	-177	3188	1995-05-13	1995-06-07	5.2	moored	10.1594/PANGAEA.855600	25.5	SED_TRAP_6474
sediment_trap	53.5	-177	3188	1995-05-28	1995-06-27	10.5	moored	10.1594/PANGAEA.855600	30.5	SED_TRAP_6475
sediment_trap	53.5	-177	3188	1995-06-17	1995-07-25	13.4	moored	10.1594/PANGAEA.855600	38.9375	SED_TRAP_6476
sediment_trap	53	149	258	1990-08-12	1991-08-12	8.58	moored	10.1594/PANGAEA.855600	365.75	SED_TRAP_6395
sediment_trap	53	149	1061	1990-08-12	1991-08-12	4.08	moored	10.1594/PANGAEA.855600	365.75	SED_TRAP_6395
sediment_trap	53	149	258	1990-08-12	1990-08-29	7.5	moored	10.1594/PANGAEA.855600	17.38	SED_TRAP_6394
sediment_trap	53	149	1061	1990-08-12	1990-08-29	4.7	moored	10.1594/PANGAEA.855600	17.38	SED_TRAP_6394
sediment_trap	53	149	258	1990-08-29	1990-09-16	9.7	moored	10.1594/PANGAEA.855600	18.255	SED_TRAP_6396
sediment_trap	53	149	1061	1990-08-29	1990-09-16	4.3	moored	10.1594/PANGAEA.855600	18.255	SED_TRAP_6396
sediment_trap	53	149	258	1990-09-16	1990-10-03	15.4	moored	10.1594/PANGAEA.855600	17.13	SED_TRAP_6397
sediment_trap	53	149	1061	1990-09-16	1990-10-03	8.9	moored	10.1594/PANGAEA.855600	17.13	SED_TRAP_6397
sediment_trap	53	149	258	1990-10-03	1990-10-21	12.7	moored	10.1594/PANGAEA.855600	18.505	SED_TRAP_6398
sediment_trap	53	149	1061	1990-10-03	1990-10-21	6.8	moored	10.1594/PANGAEA.855600	18.505	SED_TRAP_6398
sediment_trap	53	149	258	1990-10-21	1990-11-07	10.8	moored	10.1594/PANGAEA.855600	17.38	SED_TRAP_6399
sediment_trap	53	149	1061	1990-10-21	1990-11-07	11.4	moored	10.1594/PANGAEA.855600	17.38	SED_TRAP_6399
sediment_trap	53	149	258	1990-11-07	1990-11-24	11.6	moored	10.1594/PANGAEA.855600	17.255	SED_TRAP_6400
sediment_trap	53	149	1061	1990-11-07	1990-11-24	8.4	moored	10.1594/PANGAEA.855600	17.255	SED_TRAP_6400
sediment_trap	53	149	258	1990-11-24	1990-12-12	4.3	moored	10.1594/PANGAEA.855600	18.13	SED_TRAP_6401
sediment_trap	53	149	1061	1990-11-24	1990-12-12	4.6	moored	10.1594/PANGAEA.855600	18.13	SED_TRAP_6401
sediment_trap	53	149	258	1990-12-12	1990-12-29	1.8	moored	10.1594/PANGAEA.855600	17.505	SED_TRAP_6402
sediment_trap	53	149	1061	1990-12-12	1990-12-29	3.3	moored	10.1594/PANGAEA.855600	17.505	SED_TRAP_6402
sediment_trap	53	149	1061	1990-12-29	1991-01-15	2.6	moored	10.1594/PANGAEA.855600	17.38	SED_TRAP_6403
sediment_trap	53	149	1061	1991-01-15	1991-02-02	1.7	moored	10.1594/PANGAEA.855600	18.255	SED_TRAP_6404
sediment_trap	53	149	1061	1991-02-02	1991-02-19	2	moored	10.1594/PANGAEA.855600	17.13	SED_TRAP_6405
sediment_trap	53	149	1061	1991-02-19	1991-03-09	1.9	moored	10.1594/PANGAEA.855600	18.505	SED_TRAP_6406
sediment_trap	53	149	1061	1991-03-09	1991-03-26	2.1	moored	10.1594/PANGAEA.855600	17.38	SED_TRAP_6407
sediment_trap	53	149	258	1991-03-26	1991-04-12	8	moored	10.1594/PANGAEA.855600	17.255	SED_TRAP_6408
sediment_trap	53	149	1061	1991-03-26	1991-04-12	2.3	moored	10.1594/PANGAEA.855600	17.255	SED_TRAP_6408
sediment_trap	53	149	258	1991-04-12	1991-04-30	12.9	moored	10.1594/PANGAEA.855600	18.13	SED_TRAP_6409
sediment_trap	53	149	1061	1991-04-12	1991-04-30	2.4	moored	10.1594/PANGAEA.855600	18.13	SED_TRAP_6409
sediment_trap	53	149	258	1991-04-30	1991-05-17	12.1	moored	10.1594/PANGAEA.855600	17.505	SED_TRAP_6410
sediment_trap	53	149	1061	1991-04-30	1991-05-17	4.8	moored	10.1594/PANGAEA.855600	17.505	SED_TRAP_6410
sediment_trap	53	149	258	1991-05-17	1991-06-03	19.6	moored	10.1594/PANGAEA.855600	17.38	SED_TRAP_6411
sediment_trap	53	149	1061	1991-05-17	1991-06-03	9.8	moored	10.1594/PANGAEA.855600	17.38	SED_TRAP_6411
sediment_trap	53	149	258	1991-06-03	1991-06-21	23.2	moored	10.1594/PANGAEA.855600	18.255	SED_TRAP_6412
sediment_trap	53	149	1061	1991-06-03	1991-06-21	3.5	moored	10.1594/PANGAEA.855600	18.255	SED_TRAP_6412
sediment_trap	53	149	258	1991-06-21	1991-07-08	18.5	moored	10.1594/PANGAEA.855600	17.13	SED_TRAP_6413
sediment_trap	53	149	258	1991-07-08	1991-07-26	4.7	moored	10.1594/PANGAEA.855600	18.505	SED_TRAP_6414
sediment_trap	53	149	258	1991-07-26	1991-08-12	7.2	moored	10.1594/PANGAEA.855600	17.38	SED_TRAP_6415
sediment_trap	51.5	165	4500	1991-07-01	1992-06-30	4.3836	moored	10.1594/PANGAEA.855600	364.3125	SED_TRAP_6393
sediment_trap	50	-145	3800	1982-09-23	1994-05-16	3.0959	moored	10.1594/PANGAEA.855600	4254.3125	SED_TRAP_5802
sediment_trap	50	-145	3800	1982-09-23	1982-10-08	2.756	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5801
sediment_trap	50	-145	3800	1982-10-08	1982-10-23	5.4	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5803
sediment_trap	50	-145	3800	1982-10-23	1982-11-07	3.08	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5804
sediment_trap	50	-145	3800	1982-11-07	1982-11-22	2.805	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5805
sediment_trap	50	-145	3800	1982-11-22	1982-12-07	2.73	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5806
sediment_trap	50	-145	3800	1982-12-07	1982-12-22	2.526	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5807
sediment_trap	50	-145	3800	1982-12-22	1983-01-06	2.236	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5808
sediment_trap	50	-145	3800	1983-01-06	1983-01-21	1.316	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5809
sediment_trap	50	-145	3800	1983-01-21	1983-02-05	1.25	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5810
sediment_trap	50	-145	3800	1983-02-05	1983-02-20	0.955	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5811
sediment_trap	50	-145	3800	1983-02-20	1983-03-07	0.905	moored	10.1594/PANGAEA.855600	15.5	SED_TRAP_5812
sediment_trap	50	-145	3800	1983-03-07	1983-03-18	1.1	moored	10.1594/PANGAEA.855600	11.5	SED_TRAP_5813
sediment_trap	50	-145	1000	1983-03-27	1994-05-16	7.4247	moored	10.1594/PANGAEA.855600	4067.6875	SED_TRAP_5814
sediment_trap	50	-145	3800	1983-04-12	1983-04-28	1.652	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5815
sediment_trap	50	-145	1000	1983-04-28	1983-05-14	10.35	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5816
sediment_trap	50	-145	3800	1983-04-28	1983-05-14	2.9764	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5816
sediment_trap	50	-145	1000	1983-05-14	1983-05-30	14.27	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5817
sediment_trap	50	-145	3800	1983-05-14	1983-05-30	5.859	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5817
sediment_trap	50	-145	1000	1983-05-30	1983-06-15	10.02	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5818
sediment_trap	50	-145	3800	1983-05-30	1983-06-15	6.8	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5818
sediment_trap	50	-145	1000	1983-06-15	1983-07-01	5.53	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5819
sediment_trap	50	-145	3800	1983-06-15	1983-07-01	3.178	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5819
sediment_trap	50	-145	1000	1983-07-01	1983-07-17	14.15	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5820
sediment_trap	50	-145	3800	1983-07-01	1983-07-17	2.6243	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5820
sediment_trap	50	-145	1000	1983-07-17	1983-08-02	24.8	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5821
sediment_trap	50	-145	3800	1983-07-17	1983-08-02	11.18	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5821
sediment_trap	50	-145	1000	1983-08-02	1983-08-18	26.99	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5822
sediment_trap	50	-145	3800	1983-08-02	1983-08-18	16.57	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5822
sediment_trap	50	-145	1000	1983-08-18	1983-09-03	23.03	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5823
sediment_trap	50	-145	3800	1983-08-18	1983-09-03	31.17	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5823
sediment_trap	50	-145	1000	1983-09-03	1983-09-19	6.41	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5824
sediment_trap	50	-145	3800	1983-09-03	1983-09-19	8.44	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5824
sediment_trap	50	-145	3800	1983-10-14	1983-10-30	2.047	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5825
sediment_trap	50	-145	3800	1983-10-30	1983-11-15	1.484	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5826
sediment_trap	50	-145	3800	1983-11-15	1983-12-01	0.958	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5827
sediment_trap	50	-145	3800	1983-12-01	1983-12-17	0.74	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5828
sediment_trap	50	-145	3800	1983-12-17	1984-01-02	0.697	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5829
sediment_trap	50	-145	3800	1984-01-02	1984-01-18	0.619	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5830
sediment_trap	50	-145	3800	1984-01-18	1984-02-03	0.694	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5831
sediment_trap	50	-145	3800	1984-02-03	1984-02-19	0.657	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5832
sediment_trap	50	-145	3800	1984-02-19	1984-03-06	0.674	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5833
sediment_trap	50	-145	3800	1984-03-06	1984-03-22	0.44	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5834
sediment_trap	50	-145	3800	1984-03-22	1984-04-07	1.806	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5835
sediment_trap	50	-145	3800	1984-04-07	1984-04-23	1.711	moored	10.1594/PANGAEA.855600	16.5	SED_TRAP_5836
sediment_trap	50	-145	3800	1984-05-13	1984-05-27	2.374	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5837
sediment_trap	50	-145	3800	1984-05-27	1984-06-10	1.945	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5838
sediment_trap	50	-145	3800	1984-06-10	1984-06-24	1.23	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5839
sediment_trap	50	-145	3800	1984-06-24	1984-07-08	1.355	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5840
sediment_trap	50	-145	3800	1984-07-08	1984-07-22	1.577	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5841
sediment_trap	50	-145	3800	1984-07-22	1984-08-05	2.536	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5842
sediment_trap	50	-145	3800	1984-08-05	1984-08-09	2.707	moored	10.1594/PANGAEA.855600	4.5	SED_TRAP_5843
sediment_trap	50	-145	3800	1984-08-09	1984-08-13	2.825	moored	10.1594/PANGAEA.855600	4.5	SED_TRAP_5844
sediment_trap	50	-145	3800	1984-08-13	1984-08-17	2.747	moored	10.1594/PANGAEA.855600	4.5	SED_TRAP_5845
sediment_trap	50	-145	3800	1984-08-17	1984-08-21	1.595	moored	10.1594/PANGAEA.855600	4.5	SED_TRAP_5846
sediment_trap	50	-145	3800	1984-08-21	1984-08-24	2.085	moored	10.1594/PANGAEA.855600	3.5	SED_TRAP_5847
sediment_trap	50	-145	1000	1984-11-20	1984-12-02	1.142	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5848
sediment_trap	50	-145	3800	1984-11-20	1984-12-02	1.587	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5848
sediment_trap	50	-145	1000	1984-12-02	1984-12-14	3.136	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5849
sediment_trap	50	-145	3800	1984-12-02	1984-12-14	1.35	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5849
sediment_trap	50	-145	1000	1984-12-14	1984-12-26	2.622	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5850
sediment_trap	50	-145	3800	1984-12-14	1984-12-26	1.453	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5850
sediment_trap	50	-145	1000	1984-12-26	1985-01-07	1.854	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5851
sediment_trap	50	-145	3800	1984-12-26	1985-01-07	1.466	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5851
sediment_trap	50	-145	1000	1985-01-07	1985-01-19	1.087	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5852
sediment_trap	50	-145	3800	1985-01-19	1985-01-31	0.885	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5853
sediment_trap	50	-145	3800	1985-01-31	1985-02-12	0.829	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5854
sediment_trap	50	-145	3800	1985-02-12	1985-02-24	0.862	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5855
sediment_trap	50	-145	3800	1985-02-24	1985-03-08	0.802	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5856
sediment_trap	50	-145	3800	1985-03-08	1985-03-20	0.593	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5857
sediment_trap	50	-145	3800	1985-03-20	1985-04-01	0.824	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5858
sediment_trap	50	-145	3800	1985-04-01	1985-04-13	1.494	moored	10.1594/PANGAEA.855600	12.5	SED_TRAP_5859
sediment_trap	50	-145	1000	1985-05-10	1985-05-24	7.2596	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5860
sediment_trap	50	-145	3800	1985-05-10	1985-05-24	3.4744	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5860
sediment_trap	50	-145	1000	1985-05-24	1985-06-07	5.0237	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5861
sediment_trap	50	-145	3800	1985-05-24	1985-06-07	3.1834	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5861
sediment_trap	50	-145	1000	1985-06-07	1985-06-21	7.2487	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5862
sediment_trap	50	-145	3800	1985-06-07	1985-06-21	1.8866	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5862
sediment_trap	50	-145	1000	1985-06-21	1985-07-05	6.9597	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5863
sediment_trap	50	-145	3800	1985-06-21	1985-07-05	1.8427	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5863
sediment_trap	50	-145	1000	1985-07-05	1985-07-19	4.1107	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5864
sediment_trap	50	-145	3800	1985-07-05	1985-07-19	2.0053	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5864
sediment_trap	50	-145	1000	1985-07-19	1985-08-02	2.9797	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5865
sediment_trap	50	-145	3800	1985-07-19	1985-08-02	1.4472	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5865
sediment_trap	50	-145	1000	1985-08-02	1985-08-16	2.3933	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5866
sediment_trap	50	-145	3800	1985-08-02	1985-08-16	1.2894	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5866
sediment_trap	50	-145	1000	1985-08-16	1985-08-30	10.0196	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5867
sediment_trap	50	-145	3800	1985-08-16	1985-08-30	0.9267	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5867
sediment_trap	50	-145	1000	1985-08-30	1985-09-13	7.84	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5868
sediment_trap	50	-145	3800	1985-08-30	1985-09-13	3.467	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5868
sediment_trap	50	-145	1000	1985-09-13	1985-09-27	2.1335	moored	10.1594/PANGAEA.855600	14.5	SED_TRAP_5869
