ost_flux	NP_Size_256	NP_Size_323	NP_Size_406	NP_Size_512	NP_Size_645	NP_Size_813	NP_Size_1020	NP_Size_1290
5.6682060730598565	0.5714285714285714	0.07142857142857142	0.21428571428571427	0.2857142857142857	0.21428571428571427	0	0.07142857142857142	0.5714285714285714
5.6682060730598565	0.6428571428571429	0.21428571428571427	0.14285714285714285	0.2857142857142857	0.07142857142857142	0	0	0
5.6682060730598565	0.7857142857142857	0.07142857142857142	0	0	0	0	0.07142857142857142	0.35714285714285715
5.6682060730598565	0.42857142857142855	0.21428571428571427	0.07142857142857142	0	0	0	0	0
32.31031152928206	2.642857142857143	1.5714285714285714	1.1428571428571428	1.2142857142857142	0.35714285714285715	0.21428571428571427	0.21428571428571427	0.07142857142857142
32.31031152928206	3.928571428571429	2	1.3571428571428572	0.35714285714285715	0.42857142857142855	0	0	0
32.31031152928206	3.142857142857143	2.0714285714285716	1.1428571428571428	0.14285714285714285	0.07142857142857142	0.07142857142857142	0.2857142857142857	0
32.31031152928206	4.357142857142857	2.142857142857143	0.8571428571428571	0.14285714285714285	0	0	0.07142857142857142	1.3571428571428572
32.31031152928206	3.4285714285714284	1.5	0.6428571428571429	0.5	0.35714285714285715	0.35714285714285715	0.14285714285714285	0.21428571428571427
32.31031152928206	3.142857142857143	2.142857142857143	1.5	0.7142857142857143	0.21428571428571427	0	0.07142857142857142	0.07142857142857142
32.31031152928206	3.2142857142857144	1.6428571428571428	1.6428571428571428	0.8571428571428571	0.21428571428571427	0	0.07142857142857142	0.21428571428571427
32.31031152928206	3.5714285714285716	3.357142857142857	1.7142857142857142	0.35714285714285715	0.14285714285714285	0	0	0.07142857142857142
32.31031152928206	4.214285714285714	1.7857142857142858	2.142857142857143	0.7142857142857143	0.14285714285714285	0.21428571428571427	0.14285714285714285	0.14285714285714285
32.31031152928206	2.642857142857143	1.7142857142857142	1.4285714285714286	1.1428571428571428	0.35714285714285715	0.07142857142857142	0.07142857142857142	0.07142857142857142
32.31031152928206	3.928571428571429	2.5714285714285716	1.4285714285714286	0.8571428571428571	0.35714285714285715	0.42857142857142855	0.14285714285714285	0.07142857142857142
32.31031152928206	2.7857142857142856	2.642857142857143	1.9285714285714288	0.7142857142857143	0.8571428571428571	0.21428571428571427	0.14285714285714285	0.07142857142857142
32.31031152928206	3.857142857142857	2.4285714285714284	2	1	0.35714285714285715	0.21428571428571427	0	0.07142857142857142
32.31031152928206	4	2.5714285714285716	1.4285714285714286	1.4285714285714286	0.5	0.7857142857142857	0.42857142857142855	0.07142857142857142
32.31031152928206	3.0714285714285716	1.4285714285714286	1	0.5	0.6428571428571429	0.21428571428571427	0	0
32.31031152928206	2.0714285714285716	4.857142857142857	3.642857142857143	0.42857142857142855	0	0	0	0
32.31031152928206	3.2857142857142856	1.9285714285714288	1	0.5714285714285714	0.42857142857142855	0.21428571428571427	0.21428571428571427	0.07142857142857142
32.31031152928206	3.2857142857142856	1.8571428571428572	2.4285714285714284	2	0.5714285714285714	0.5714285714285714	0.14285714285714285	0.07142857142857142
32.31031152928206	3.7142857142857144	2.857142857142857	1.4285714285714286	0.5714285714285714	0	0	0.07142857142857142	0
32.31031152928206	3.5	2.7857142857142856	1.7142857142857142	0.6428571428571429	0.2857142857142857	0.07142857142857142	0.07142857142857142	0.21428571428571427
32.31031152928206	3.928571428571429	2.7142857142857144	1.2142857142857142	0.14285714285714285	0.42857142857142855	0	0	0
32.31031152928206	3.0714285714285716	1.9285714285714288	0.9285714285714286	0.9285714285714286	0.42857142857142855	0.14285714285714285	0.14285714285714285	0
32.31031152928206	3.857142857142857	2.357142857142857	1.6428571428571428	0.6428571428571429	0.14285714285714285	0.2857142857142857	0.21428571428571427	0.14285714285714285
32.31031152928206	2.642857142857143	1.7857142857142858	1.8571428571428572	0.5714285714285714	0.7857142857142857	0.2857142857142857	0.07142857142857142	0
32.31031152928206	3.0714285714285716	2.142857142857143	1.1428571428571428	0.35714285714285715	0.21428571428571427	0.21428571428571427	0.14285714285714285	0
32.31031152928206	4.571428571428571	2	1.2857142857142858	0.7142857142857143	0.5	0.07142857142857142	0.35714285714285715	0.07142857142857142
32.31031152928206	3.2142857142857144	1.8571428571428572	1.4285714285714286	0.21428571428571427	0.2857142857142857	0	0	0
32.31031152928206	2	2.0714285714285716	1.3571428571428572	0.6428571428571429	0.5	0.21428571428571427	0	0
32.31031152928206	4.071428571428571	2.357142857142857	2.2142857142857144	0.5714285714285714	0.21428571428571427	0.07142857142857142	0	0
32.31031152928206	3.5714285714285716	1.4285714285714286	1.2857142857142858	1.2142857142857142	0.42857142857142855	0.2857142857142857	0.07142857142857142	0.21428571428571427
32.31031152928206	4	2.642857142857143	0.8571428571428571	0.21428571428571427	0.35714285714285715	0.2857142857142857	0.21428571428571427	0.07142857142857142
32.31031152928206	3.7857142857142856	2.9285714285714284	2	0.7857142857142857	0.35714285714285715	0.14285714285714285	0	0
32.31031152928206	3.5714285714285716	1.6428571428571428	1.7857142857142858	0.7857142857142857	0.35714285714285715	0.14285714285714285	0	0.07142857142857142
32.31031152928206	3.5	2.642857142857143	1.0714285714285714	0.5	0.21428571428571427	0.14285714285714285	0.07142857142857142	0.07142857142857142
32.31031152928206	3.357142857142857	2.2857142857142856	1.4285714285714286	0.7142857142857143	0.2857142857142857	0.2857142857142857	0.14285714285714285	0
32.31031152928206	2.7142857142857144	2.0714285714285716	0.8571428571428571	0.42857142857142855	0.07142857142857142	0.21428571428571427	0.21428571428571427	0
32.31031152928206	4.357142857142857	2.9285714285714284	1.5714285714285714	0.7142857142857143	0.2857142857142857	0.21428571428571427	0.07142857142857142	0
32.31031152928206	2.5714285714285716	1.7142857142857142	1.7142857142857142	1.2857142857142858	0.2857142857142857	0.2857142857142857	0	0.07142857142857142
32.31031152928206	2.7857142857142856	2.642857142857143	1.4285714285714286	0.9285714285714286	0.42857142857142855	0.14285714285714285	0.07142857142857142	0
32.31031152928206	4.5	2.9285714285714284	1.3571428571428572	0.7857142857142857	0.2857142857142857	0.14285714285714285	0	0.07142857142857142
32.31031152928206	4.571428571428571	3.2142857142857144	1.3571428571428572	0.5714285714285714	0.6428571428571429	0.2857142857142857	0.07142857142857142	0
32.31031152928206	5.785714285714286	2.857142857142857	1.7857142857142858	1	0.42857142857142855	0.07142857142857142	0.07142857142857142	0
