dates	cp	slope	colour	group	diff_jump	park_depth	wmo	cycle	num_date	biovolume
2022-07-12T14:15:58Z	0.22444837867622583	0.10451417498245562	jump	last_group	0.0021773786454678257	1000 m	6904240	8	1657635358	0.20241856005141706
2022-07-18T04:31:23Z	0.05151429351767015	0.6425469872308782	jump	group_16	0.013386395567309965	1000 m	6904240	9	1658118683	0.5373969446324731
2022-07-18T08:31:23Z	0.07452433044901387	0.9184560454634249	jump	group_17	0.019134500947154687	1000 m	6904240	9	1658133083	0.5159812321404267
2022-07-18T09:01:23Z	0.07662273046716106	0.10072320087106522	jump	group_21	0.0020984000181471923	1000 m	6904240	9	1658134883	0.5159812321404267
2022-07-18T11:01:23Z	0.09224540317309655	0.6779107820128897	jump	group_22	0.014123141291935204	1000 m	6904240	9	1658142083	0.2643752459148193
2022-07-18T11:31:23Z	0.09465431622392032	0.11562782643954049	jump	group_26	0.0024089130508237605	1000 m	6904240	9	1658143883	0.2643752459148193
2022-07-18T13:31:23Z	0.09947649884531476	0.17362472923947833	jump	group_27	0.003617181859155799	1000 m	6904240	9	1658151083	0.45654404282939326
2022-07-18T14:01:23Z	0.10249331775293094	0.14480730756557667	jump	group_39	0.003016818907616181	1000 m	6904240	9	1658152883	0.45654404282939326
2022-07-18T20:01:23Z	0.10944064817597568	0.13055797412892575	jump	group_50	0.0027199577943526204	1000 m	6904240	9	1658174483	0.18970655980677298
2022-07-19T01:31:21Z	0.1154916288322034	0.14544005735831456	jump	group_56	0.0030266345269704814	1000 m	6904240	9	1658194281	0.2032202179097148
2022-07-19T04:31:21Z	0.15565933038901045	1.8553692029499531	jump	group_73	0.03865352506145736	1000 m	6904240	9	1658205081	0.9728688474824171
2022-07-19T13:01:21Z	0.20644291559997052	2.1143796905522483	jump	group_77	0.04404957688650518	1000 m	6904240	9	1658235681	0.17848335259930354
2022-07-19T21:01:21Z	0.1980886290589396	0.17795629604849592	jump	group_90	0.0037074228343436655	1000 m	6904240	9	1658264481	0.23402677689305373
2022-07-19T21:31:21Z	0.20737224764674517	0.44561369221466757	jump	group_99	0.009283618587805575	1000 m	6904240	9	1658266281	0.23402677689305373
2022-07-20T02:01:19Z	0.21636693991827585	0.25320976479362306	jump	group_102	0.005275203433200482	1000 m	6904240	9	1658282479	0.29884652572803483
2022-07-20T03:31:19Z	0.2204056183709605	0.13422923605708978	jump	group_103	0.0027964424178560376	1000 m	6904240	9	1658287879	0.5770789992834616
2022-07-20T04:01:19Z	0.29760870533417333	3.705748174234215	jump	group_112	0.07720308696321282	1000 m	6904240	9	1658289679	0.5770789992834616
2022-07-20T08:31:19Z	0.30585613093640796	0.1523567767615521	jump	group_115	0.0031740995158656693	1000 m	6904240	9	1658305879	1.1964168164577615
2022-07-20T10:01:19Z	0.3099862293931648	0.12202097646157294	jump	group_164	0.00254210367628277	1000 m	6904240	9	1658311279	1.1964168164577615
2022-07-21T10:31:18Z	0.32814563296885196	0.09193934732741481	jump	group_179	0.0019154030693211421	1000 m	6904240	9	1658399478	0.3750040049058085
2022-07-21T18:01:18Z	0.3326184768854002	0.0920421877646289	jump	group_180	0.001917545578429769	1000 m	6904240	9	1658426478	0.8219281587302991
2022-07-21T18:31:18Z	0.3912252248634981	2.8131239029486985	jump	group_181	0.058606747978097895	1000 m	6904240	9	1658428278	0.3596007256632093
2022-07-21T19:01:18Z	0.3944703978469469	0.15576830320554166	jump	group_204	0.0032451729834487852	1000 m	6904240	9	1658430078	0.3596007256632093
2022-07-22T16:31:16Z	0.3618145158686265	0.5710385624860573	jump	last_group	0.01189663671845953	1000 m	6904240	9	1658507476	0.713990681435593
2022-07-28T05:18:38Z	0.05747821291681582	0.2004324990014212	jump	group_10	0.004175677062529609	1000 m	6904240	10	1658985518	0.250918849907931
2022-07-28T05:48:38Z	0.1030969546664738	2.1896996039835828	jump	group_37	0.04561874174965798	1000 m	6904240	10	1658987318	0.250918849907931
2022-07-28T19:18:38Z	0.11095253540718894	0.11609977678024251	jump	group_62	0.002418745349588386	1000 m	6904240	10	1659035918	0.14069091980677087
2022-07-29T07:48:37Z	0.1191266158298016	0.08725950763739475	jump	group_64	0.0018179064091123909	1000 m	6904240	10	1659080917	0.6131535940519712
2022-07-29T08:48:37Z	0.15565933038901045	1.7099256689893834	jump	group_65	0.035623451437278825	1000 m	6904240	10	1659084517	0.24691056068894954
2022-07-29T09:18:37Z	0.16086188649520988	0.24972269309757286	jump	group_71	0.005202556106199435	1000 m	6904240	10	1659086317	0.24691056068894954
2022-07-29T12:18:37Z	0.1645383573422619	0.11766508718194711	jump	group_77	0.0024513559829572318	1000 m	6904240	10	1659097117	0.3455144550938577
2022-07-29T15:18:37Z	0.17067332787005668	0.10311888842649618	jump	group_92	0.002148310175552004	1000 m	6904240	10	1659107917	0.2694714970002412
2022-07-29T22:48:37Z	0.1916028923949744	0.650647572755675	jump	group_94	0.013555157765743231	1000 m	6904240	10	1659134917	0.5336177003979378
2022-07-29T23:48:37Z	0.19407240937417017	0.10372371465842488	jump	group_97	0.0021609107220505186	1000 m	6904240	10	1659138517	0.5336177003979378
2022-07-30T01:18:37Z	0.1980886290589396	0.17795629604849592	jump	group_152	0.0037074228343436655	1000 m	6904240	10	1659143917	0.12276814463804288
2022-07-31T04:48:34Z	0.21885179789537523	0.19378131375935578	jump	group_153	0.004037110703319913	1000 m	6904240	10	1659242914	0.29426562552558466
2022-07-31T05:18:34Z	0.2207164549099519	0.0895035366996799	jump	group_173	0.001864657014576665	1000 m	6904240	10	1659244714	0.29426562552558466
2022-07-31T15:18:34Z	0.22787237016968395	0.10460365281891047	jump	group_189	0.002179242767060635	1000 m	6904240	10	1659280714	1.4927438479065698
2022-07-31T23:18:34Z	0.2325461779068914	0.07481005354726643	jump	group_207	0.0015585427822347175	1000 m	6904240	10	1659309514	1.8036152284212628
2022-08-01T08:18:32Z	0.28274291508488064	2.2597357746194353	jump	group_210	0.04707782863790491	1000 m	6904240	10	1659341912	0.25899268736497744
2022-08-01T09:48:32Z	0.29095971500358664	0.31862190725133116	jump	group_213	0.0066379564010694	1000 m	6904240	10	1659347312	0.2663221298729095
2022-08-01T11:18:32Z	0.29412452251103677	0.12153822213087827	jump	group_219	0.0025320462943932975	1000 m	6904240	10	1659352712	0.19325675813578602
2022-08-01T14:18:32Z	0.30903275117960005	0.5787724515946832	jump	group_224	0.012057759408222568	1000 m	6904240	10	1659363512	0.8815371283522825
2022-08-01T16:48:32Z	0.31189386793182494	0.09156664985568773	jump	last_group	0.0019076385386601613	1000 m	6904240	10	1659372512	0.38204713985209227
2022-08-07T12:33:01Z	0.07122906720329479	0.10058751118812025	jump	group_24	0.0020955731497525054	1000 m	6904240	11	1659875581	0.2621420542247302
2022-08-07T13:03:01Z	0.07482403449141217	0.1725584298296343	jump	group_58	0.0035949672881173816	1000 m	6904240	11	1659877381	0.9301519433366123
