group	cycle	wmo	park_depth	mean_date	uvp_points	ost_points	group_total_biovolume	slope	weighted_group_biovolume
group_38	26	4903634	1000 m	2022-12-07T21:16:15Z	3	16	0.11566774821615808	0.0020499680393570863	0.03855591607205269
group_63	26	4903634	1000 m	2022-12-08T08:16:13Z	6	24	0.24742591093698071	0.0011709535369367043	0.04123765182283012
group_91	26	4903634	1000 m	2022-12-08T21:16:13Z	7	27	0.3829633179378014	0.0022224076912231677	0.054709045419685916
last_group	26	4903634	1000 m	2022-12-11T15:16:10Z	3	13	0.1132627747428305	0.0017809111656139909	0.03775425824761017
group_12	27	4903634	1000 m	2022-12-17T05:21:34Z	2	10	0.06298738768739207	0.0017044849404690792	0.03149369384369603
group_132	27	4903634	1000 m	2022-12-19T10:21:31Z	9	37	0.3760347051096773	0.002036064232159215	0.041781633901075255
group_197	27	4903634	1000 m	2022-12-20T11:21:30Z	16	64	0.8404808020903007	0.0018412725239760328	0.052530050130643796
group_214	27	4903634	1000 m	2022-12-21T08:21:29Z	3	16	0.12946771253562264	0.002066682884461657	0.04315590417854088
group_220	27	4903634	1000 m	2022-12-21T14:21:29Z	1	5	0.019125261301288502	0.001939393943615142	0.019125261301288502
group_42	27	4903634	1000 m	2022-12-17T14:21:34Z	7	29	0.2836722896119067	0.002193934984185638	0.04052461280170096
group_56	27	4903634	1000 m	2022-12-18T02:21:33Z	3	13	0.24341762482953666	0.0012813486351278022	0.08113920827651222
group_62	27	4903634	1000 m	2022-12-18T06:21:32Z	1	5	0.04374760352715375	0.002884268731586842	0.04374760352715375
group_94	27	4903634	1000 m	2022-12-18T18:21:32Z	5	24	0.5556060275166467	0.0018408663026830007	0.11112120550332934
last_group	27	4903634	1000 m	2022-12-21T16:21:29Z	1	5	0.036589946417399065	0.0019403347119646142	0.036589946417399065
group_105	28	4903634	1000 m	2022-12-28T16:48:42Z	11	44	0.7057450532675054	0.0013403565654755145	0.06415864120613685
group_132	28	4903634	1000 m	2022-12-29T11:48:42Z	6	26	0.18254890209101454	0.0012314599957154691	0.03042481701516909
group_147	28	4903634	1000 m	2022-12-29T19:48:42Z	2	14	0.06917160412553361	0.0014811928033579833	0.034585802062766804
group_176	28	4903634	1000 m	2022-12-30T08:48:41Z	7	28	0.49072901552969217	0.0015705382345412916	0.07010414507567031
group_219	28	4903634	1000 m	2022-12-31T02:48:40Z	11	42	0.9534000126889921	0.0016007328434765073	0.08667272842627201
group_60	28	4903634	1000 m	2022-12-27T15:48:44Z	14	58	0.9820879060381775	0.001816585638490792	0.07014913614558412
last_group	28	4903634	1000 m	2022-12-31T15:48:40Z	2	10	0.18735884972027197	0.0010736496886912805	0.09367942486013599
group_137	29	4903634	1000 m	2023-01-08T12:06:53Z	8	34	1.1043407029948176	0.0026822653786218275	0.1380425878743522
group_167	29	4903634	1000 m	2023-01-09T05:06:52Z	7	29	0.4993182040320567	0.0017900031456986043	0.07133117200457953
group_25	29	4903634	1000 m	2023-01-06T07:06:56Z	5	23	0.26179848901430286	8.704640777013959e-4	0.05235969780286057
group_97	29	4903634	1000 m	2023-01-07T07:06:54Z	17	68	2.4284501330806814	0.0014889833161470549	0.14285000782827537
last_group	29	4903634	1000 m	2023-01-10T03:06:51Z	15	61	0.7869987819205381	0.0018346949709405387	0.0524665854613692
group_103	30	4903634	1000 m	2023-01-16T23:55:40Z	16	64	1.177692375817601	0.0018884250473189539	0.07360577348860006
group_145	30	4903634	1000 m	2023-01-18T01:55:39Z	10	41	0.33497838100229294	0.0017310469422707362	0.03349783810022929
group_16	30	4903634	1000 m	2023-01-15T16:55:41Z	3	14	0.3495800048296698	0.0011771125284385253	0.1165266682765566
group_176	30	4903634	1000 m	2023-01-18T20:55:38Z	7	30	0.3330887608387741	0.002923864025424037	0.04758410869125344
group_198	30	4903634	1000 m	2023-01-19T08:55:38Z	5	21	0.16033153257671282	0.0017371507466862346	0.03206630651534256
group_229	30	4903634	1000 m	2023-01-19T22:55:37Z	7	29	0.31230292020074274	0.0015192059690855414	0.04461470288582039
group_29	30	4903634	1000 m	2023-01-15T23:55:41Z	2	11	0.17802526337926758	0.0019145626674796912	0.08901263168963379
group_38	30	4903634	1000 m	2023-01-16T04:55:41Z	1	8	0.022503676003638645	0.001094603379631774	0.022503676003638645
last_group	30	4903634	1000 m	2023-01-20T11:35:37Z	3	23	0.10913996507462631	0.0018477887994873023	0.03637998835820877
group_237	31	4903634	1000 m	2023-01-29T00:37:39Z	34	138	1.4551804501560324	0.0014324247824540857	0.042799425004589185
group_98	31	4903634	1000 m	2023-01-26T13:37:41Z	23	96	1.7739538980376235	0.0015326995293648237	0.07712843034946189
last_group	31	4903634	1000 m	2023-01-30T15:37:36Z	3	14	2.073029483948184	4.450671582783732e-4	0.691009827982728
group_146	32	4903634	1000 m	2023-02-07T01:56:08Z	10	44	0.7423922626841443	0.001798130333666567	0.07423922626841442
group_166	32	4903634	1000 m	2023-02-07T17:56:07Z	4	18	0.12127935173856419	0.0011391170573533606	0.030319837934641047
group_196	32	4903634	1000 m	2023-02-08T06:56:07Z	7	29	0.24313131652042141	0.0015230398784129811	0.03473304521720306
group_39	32	4903634	1000 m	2023-02-04T22:56:11Z	9	37	0.33967380557279764	0.002233122506298424	0.037741533952533074
group_73	32	4903634	1000 m	2023-02-05T15:56:09Z	8	33	0.30852367790162105	0.0015571269100422948	0.03856545973770263
group_97	32	4903634	1000 m	2023-02-06T06:56:09Z	5	23	0.7494353987914156	0.0019190022426090773	0.14988707975828314
last_group	32	4903634	1000 m	2023-02-09T03:56:05Z	14	56	0.8462641896238663	0.0014122088905579094	0.06044744211599045
group_170	33	4903634	1000 m	2023-02-13T18:00:14Z	18	73	1.0275533453648111	0.001501416123632841	0.05708629696471173
group_182	33	4903634	1000 m	2023-02-14T16:00:13Z	2	11	0.30892451040669566	0.002708694497291597	0.15446225520334783
group_216	33	4903634	1000 m	2023-02-15T04:00:12Z	8	33	0.45379549994256213	0.002058895217754258	0.056724437492820266
group_236	33	4903634	1000 m	2023-02-15T17:00:12Z	5	19	0.11795819835105056	0.0015089662636721586	0.023591639670210114
group_264	33	4903634	1000 m	2023-02-16T07:00:11Z	5	22	0.3130473192767666	0.0024041659010292254	0.06260946385535332
group_282	33	4903634	1000 m	2023-02-16T16:00:11Z	4	17	0.3375551411714146	9.718960156275061e-4	0.08438878529285365
group_301	33	4903634	1000 m	2023-02-17T02:00:10Z	4	18	0.4591780615638412	0.0016019250588830097	0.1147945153909603
group_314	33	4903634	1000 m	2023-02-17T10:00:10Z	2	12	0.021301189455150835	7.077506079320754e-4	0.010650594727575418
group_362	33	4903634	1000 m	2023-02-18T01:00:09Z	11	47	0.4329524006387065	0.0016097568132948828	0.039359309148973315
group_55	33	4903634	1000 m	2023-02-11T15:00:16Z	13	53	0.9622182465386342	0.001699771991252589	0.07401678819527956
group_86	33	4903634	1000 m	2023-02-12T11:00:16Z	7	30	0.7916942097608378	0.0019917042399200382	0.11309917282297684
group_96	33	4903634	1000 m	2023-02-12T23:00:16Z	1	4	0.022331892012204008	0.0012849857453790525	0.022331892012204008
last_group	33	4903634	1000 m	2023-02-19T04:00:07Z	14	58	0.8280551104855928	0.0011985926924663755	0.059146793606113766
group_204	34	4903634	1000 m	2023-02-23T11:13:20Z	42	178	2.1383645663767363	0.0016130673353752473	0.05091344205658896
group_217	34	4903634	1000 m	2023-02-25T09:44:43Z	3	12	0.1172138019278322	0.001759743687855334	0.0390712673092774
group_25	34	4903634	1000 m	2023-02-21T07:44:48Z	5	23	0.2768582010920248	0.0015722298319453668	0.05537164021840496
group_344	34	4903634	1000 m	2023-02-26T21:44:41Z	31	126	1.9544986574924208	0.001492377207133018	0.06304834379007809
group_378	34	4903634	1000 m	2023-02-28T12:44:39Z	8	33	0.49330577238239665	0.0017063461659699158	0.06166322154779958
last_group	34	4903634	1000 m	2023-03-01T08:44:38Z	10	41	0.8383048773729306	0.0011224013246426212	0.08383048773729306
group_16	3	6904240	200 m	2022-05-23T19:46:32Z	19	14	77.68933222606529	0.024091239355468582	4.088912222424489
group_23	3	6904240	200 m	2022-05-24T01:36:33Z	6	5	21.881188920658285	0.1085605991049664	3.6468648201097142
group_36	3	6904240	200 m	2022-05-24T06:56:32Z	12	9	65.3567451733836	0.01924480436890219	5.4463954311153
last_group	3	6904240	200 m	2022-05-24T12:46:32Z	17	12	74.17658285056412	0.02886286361816212	4.36332840297436
group_17	5	6904240	200 m	2022-06-03T20:31:59Z	21	15	24.119760577275898	0.015251527313513976	1.1485600274893284
group_22	5	6904240	200 m	2022-06-04T01:51:59Z	3	3	4.050661680795397	0.030558368357186005	1.3502205602651323
group_29	5	6904240	200 m	2022-06-04T04:41:59Z	8	6	14.224728236798526	0.030384350910811885	1.7780910295998158
last_group	5	6904240	200 m	2022-06-04T11:31:59Z	27	19	37.11697913635342	0.02064859251088952	1.3747029309760526
group_19	6	6904240	200 m	2022-06-14T06:01:57Z	21	15	17.435309850379316	0.00780910034414488	0.8302528500180626
group_24	6	6904240	200 m	2022-06-14T11:11:57Z	4	4	3.7840532395822484	0.016509435427053475	0.9460133098955621
group_29	6	6904240	200 m	2022-06-14T13:41:57Z	5	4	3.75490724440593	0.01302497759256617	0.750981448881186
group_40	6	6904240	200 m	2022-06-14T17:41:57Z	13	10	9.194154515541136	0.0015832962364557928	0.7072426550416259
last_group	6	6904240	200 m	2022-06-14T22:41:57Z	11	8	9.352367400918054	0.013012913395327903	0.8502152182652776
group_10	7	6904240	200 m	2022-06-23T18:15:32Z	10	8	5.860174804323802	0.0015134396656196231	0.5860174804323802
group_15	7	6904240	200 m	2022-06-23T21:45:32Z	5	4	2.3363167340582156	0.0011804197873213976	0.4672633468116431
group_34	7	6904240	200 m	2022-06-24T03:45:32Z	25	18	14.422336751707514	0.0066799484932125106	0.5768934700683005
group_39	7	6904240	200 m	2022-06-24T10:15:32Z	2	2	1.3444371710426128	0.003561227141155282	0.6722185855213064
last_group	7	6904240	200 m	2022-06-24T14:05:32Z	9	7	5.64464341516517	0.0017843866466916158	0.6271826016850189
group_11	8	6904240	200 m	2022-07-03T18:18:00Z	12	9	17.35096412174851	0.00863410796393256	1.445913676812376
group_21	8	6904240	200 m	2022-07-04T00:28:00Z	5	4	7.495957319497289	0.008318788021168672	1.4991914638994577
group_24	8	6904240	200 m	2022-07-04T02:28:00Z	1	2	1.5866523185592918	0.003569702154619797	1.5866523185592918
group_30	8	6904240	200 m	2022-07-04T04:58:00Z	4	4	13.294061002810764	0.00870816022740084	3.323515250702691
last_group	8	6904240	200 m	2022-07-04T12:18:00Z	18	13	31.56194968813159	0.0046465366004086045	1.753441649340644
group_15	9	6904240	200 m	2022-07-13T20:58:11Z	18	13	41.676407300919045	0.010410088784603568	2.3153559611621692
group_42	9	6904240	200 m	2022-07-14T07:08:11Z	37	26	64.27605316408162	0.007031135244508087	1.73719062605626
last_group	9	6904240	200 m	2022-07-14T15:38:11Z	8	6	19.458006802487624	0.007206125544787711	2.432250850310953
group_15	10	6904240	200 m	2022-07-23T23:30:34Z	5	4	8.633395037866622	0.01630413623347504	1.7266790075733245
group_36	10	6904240	200 m	2022-07-24T07:40:34Z	18	13	25.609526917583032	0.010584016759196457	1.4227514954212797
group_7	10	6904240	200 m	2022-07-23T19:20:34Z	6	5	10.798557874496522	0.02063937693319043	1.7997596457494203
last_group	10	6904240	200 m	2022-07-24T14:30:34Z	17	12	22.771086153862555	0.005971336601219422	1.339475656109562
group_13	11	6904240	200 m	2022-08-02T20:39:31Z	15	11	7.923469850255258	0.006823539363178671	0.5282313233503505
group_31	11	6904240	200 m	2022-08-03T04:09:31Z	24	17	10.597857075960713	0.00495049617287344	0.4415773781650297
group_43	11	6904240	200 m	2022-08-03T12:09:31Z	12	9	4.725771934220051	0.00948402591053895	0.39381432785167086
last_group	11	6904240	200 m	2022-08-03T16:19:31Z	5	4	2.123934723334995	0.006649013946562254	0.42478694466699896
group_28	13	6904240	200 m	2022-08-23T03:02:34Z	19	14	10.475318008896911	0.006211254655654547	0.551332526784048
group_42	13	6904240	200 m	2022-08-23T10:12:34Z	18	13	7.745501848955832	0.004291517002962403	0.43030565827532397
group_9	13	6904240	200 m	2022-08-22T19:32:34Z	8	6	5.019579483685233	0.002190863803202192	0.6274474354606542
last_group	13	6904240	200 m	2022-08-23T15:32:34Z	8	6	3.642331607816332	0.0025792160541535437	0.4552914509770415
group_33	14	6904240	200 m	2022-09-02T03:11:50Z	38	26	21.781382395618333	0.00923677853396433	0.5731942735689035
group_6	14	6904240	200 m	2022-09-01T19:11:50Z	4	4	2.4513546257684173	0.01582049948253239	0.6128386564421043
last_group	14	6904240	200 m	2022-09-02T14:01:50Z	21	15	12.316725660993413	0.0032869691231395587	0.5865107457615911
group_17	15	6904240	200 m	2022-09-11T23:54:40Z	8	6	3.8729799679197097	0.011087585448092763	0.4841224959899637
group_29	15	6904240	200 m	2022-09-12T04:44:40Z	15	11	6.446014764028184	0.0066702705090641795	0.4297343176018789
group_48	15	6904240	200 m	2022-09-12T12:24:40Z	25	18	11.185472142072705	0.011156318988446934	0.44741888568290816
group_8	15	6904240	200 m	2022-09-11T19:24:40Z	7	6	2.8607153756367043	0.002944333714232283	0.4086736250909578
group_14	16	6904240	200 m	2022-09-21T20:44:34Z	16	12	5.91526012646797	0.004338440396169768	0.36970375790424814
group_24	16	6904240	200 m	2022-09-22T02:24:34Z	12	9	3.438195196663751	0.007356322760587036	0.2865162663886459
last_group	16	6904240	200 m	2022-09-22T11:13:58Z	34	24	12.610533165545384	0.008593104251786233	0.3708980342807466
group_22	17	6904240	200 m	2022-10-01T23:01:03Z	28	20	7.851950510719593	0.012023633577064024	0.28042680395427116
last_group	17	6904240	200 m	2022-10-02T11:01:03Z	38	26	10.179105451699451	0.008158915742500543	0.267871196097354
group_18	18	6904240	200 m	2022-10-11T22:28:55Z	22	16	6.308988548515427	0.011808131479852624	0.28677220675070125
group_37	18	6904240	200 m	2022-10-12T07:28:55Z	26	18	6.493484328676247	0.009836187499613496	0.24974939725677872
last_group	18	6904240	200 m	2022-10-12T15:18:55Z	15	11	3.6229772831289466	0.013460063927667841	0.24153181887526312
group_19	19	6904240	200 m	2022-10-21T23:52:18Z	15	11	6.426660456663015	0.0025920926377273165	0.428444030444201
group_32	19	6904240	200 m	2022-10-22T06:02:18Z	16	12	5.982141281319074	0.004384039375466952	0.37388383008244214
group_39	19	6904240	200 m	2022-10-22T11:22:18Z	6	5	2.0216088461622173	0.007434944475760541	0.3369348076937029
group_7	19	6904240	200 m	2022-10-21T19:22:18Z	6	5	2.3798925596588356	0.0036988518440342066	0.39664875994313925
last_group	19	6904240	200 m	2022-10-22T15:22:18Z	12	9	4.376249184081213	0.004434789835155467	0.36468743200676773
group_15	20	6904240	200 m	2022-10-31T21:53:05Z	18	13	41.50410814460252	0.007559452927823451	2.305783785811251
group_25	20	6904240	200 m	2022-11-01T04:03:05Z	11	8	22.14195666041389	0.00770676661499262	2.0129051509467173
group_34	20	6904240	200 m	2022-11-01T09:43:05Z	3	3	3.8407418961607247	0.014047410409817829	1.2802472987202416
group_44	20	6904240	200 m	2022-11-01T13:13:05Z	12	9	18.859912871613723	0.004525076679896434	1.5716594059678102
group_11	21	6904240	200 m	2022-11-10T22:18:44Z	2	2	0.532758780002393	0.007444746040517036	0.2663793900011965
group_18	21	6904240	200 m	2022-11-11T00:38:44Z	6	6	3.052197042743571	0.0022357644785288675	0.5086995071239285
group_26	21	6904240	200 m	2022-11-11T04:48:44Z	7	6	3.0659397516844735	0.0030018761970682425	0.43799139309778196
group_36	21	6904240	200 m	2022-11-11T08:58:44Z	12	9	5.136449714521284	0.006576887598714193	0.42803747621010696
group_6	21	6904240	200 m	2022-11-10T19:18:44Z	4	4	1.689321750453876	0.004938271644140735	0.422330437613469
last_group	21	6904240	200 m	2022-11-11T14:48:44Z	17	12	8.422788060016813	0.003426235656711165	0.49545812117745963
group_14	23	6904240	200 m	2022-11-30T23:22:11Z	12	9	2.481130471098667	0.007440131155641336	0.2067608725915556
group_37	23	6904240	200 m	2022-12-01T07:42:11Z	32	22	6.291981971104966	0.005330492821004665	0.1966244365970302
last_group	23	6904240	200 m	2022-12-01T16:42:11Z	14	10	3.750040042117609	0.002289479665138483	0.2678600030084007
group_13	24	6904240	200 m	2022-12-10T21:21:35Z	15	11	1.854234173676366	0.0024243511681141805	0.12361561157842439
group_29	24	6904240	200 m	2022-12-11T05:01:35Z	17	12	2.0197764801707883	3.397809122708464e-4	0.11881038118651696
group_34	24	6904240	200 m	2022-12-11T09:31:35Z	4	4	0.5331596071904877	0.0037393370637225365	0.13328990179762193
group_45	24	6904240	200 m	2022-12-11T13:31:35Z	14	10	1.5714780616918163	0.0020788670437964507	0.11224843297798688
last_group	24	6904240	200 m	2022-12-11T17:21:35Z	3	3	0.3467741999962081	9.359279340230842e-4	0.11559139999873604
group_41	25	6904240	200 m	2022-12-21T03:29:43Z	57	39	6.510204619498781	0.0035226364305383827	0.11421411613155756
last_group	25	6904240	200 m	2022-12-21T15:29:43Z	9	7	1.0092297361435947	0.0031160172491995763	0.1121366373492883
group_14	26	6904240	200 m	2022-12-31T00:39:27Z	1	2	0.07260727981144893	0.014861831529830893	0.07260727981144893
group_18	26	6904240	200 m	2022-12-31T02:39:27Z	1	2	0.08829686502713888	0.003720786017912814	0.08829686502713888
last_group	26	6904240	200 m	2022-12-31T11:09:27Z	44	30	4.056273249749372	0.0024411629390797686	0.09218802840339482
group_18	27	6904240	200 m	2023-01-09T23:02:10Z	12	9	1.073133307186423	0.002317944784478776	0.0894277755988686
group_30	27	6904240	200 m	2023-01-10T04:32:10Z	15	11	1.0912851242052388	0.0011132155745462446	0.07275234161368259
group_39	27	6904240	200 m	2023-01-10T09:52:10Z	11	8	1.2461768459178788	0.0010610665950988585	0.11328880417435262
group_6	27	6904240	200 m	2023-01-09T18:22:10Z	4	4	0.2530375143163364	0.001235664363282818	0.0632593785790841
last_group	27	6904240	200 m	2023-01-10T14:42:10Z	12	9	0.6839857673657345	0.0013933506274638463	0.05699881394714454
group_120	3	6904240	500 m	2022-05-27T02:54:50Z	3	12	2.695802970370525	0.002603213418674298	0.8986009901235082
group_138	3	6904240	500 m	2022-05-27T12:54:50Z	1	5	0.5305255959823004	0.003601710839675115	0.5305255959823004
group_143	3	6904240	500 m	2022-05-27T16:54:51Z	1	4	0.6713883014519204	0.0012005252303523561	0.6713883014519204
group_44	3	6904240	500 m	2022-05-25T05:54:54Z	10	42	5.382157820616827	0.0035804827811360285	0.5382157820616827
group_49	3	6904240	500 m	2022-05-25T16:54:54Z	1	4	0.08096742348340558	0.0070195964858019155	0.08096742348340558
group_60	3	6904240	500 m	2022-05-25T22:54:53Z	1	6	1.44676305539177	0.0028224917513134562	1.44676305539177
group_76	3	6904240	500 m	2022-05-26T06:54:52Z	1	6	0.10679225310755498	0.002828104306799304	0.10679225310755498
group_84	3	6904240	500 m	2022-05-26T09:54:52Z	2	7	1.4140096104853226	0.001180115063358661	0.7070048052426613
group_89	3	6904240	500 m	2022-05-26T12:54:52Z	1	4	0.6390929485193916	0.007109531332262192	0.6390929485193916
group_106	5	6904240	500 m	2022-06-06T21:35:40Z	1	6	0.22578115554724018	0.00573006060435044	0.22578115554724018
group_116	5	6904240	500 m	2022-06-07T02:35:40Z	2	9	0.43993827278240727	0.004477946323233166	0.21996913639120363
group_132	5	6904240	500 m	2022-06-07T09:35:40Z	3	14	0.5360799319535895	2.777737591910459e-4	0.1786933106511965
group_142	5	6904240	500 m	2022-06-07T14:35:40Z	2	9	0.6928040095617656	0.0018083182777020729	0.3464020047808828
group_27	5	6904240	500 m	2022-06-05T02:35:43Z	6	25	3.13871882590425	0.003945206758738894	0.523119804317375
group_33	5	6904240	500 m	2022-06-05T09:35:43Z	1	5	0.15506349625217844	0.00968700746106498	0.15506349625217844
group_40	5	6904240	500 m	2022-06-05T13:35:43Z	1	6	0.17275722573920754	0.0021195952248018006	0.17275722573920754
group_50	5	6904240	500 m	2022-06-05T16:35:43Z	2	9	0.5258874281381708	8.839779021509401e-4	0.2629437140690854
group_84	5	6904240	500 m	2022-06-06T04:35:41Z	8	31	2.446945512301285	0.003560832330249243	0.3058681890376606
group_99	5	6904240	500 m	2022-06-06T17:35:42Z	3	13	1.119228627252256	0.0038721432054676696	0.37307620908408534
group_131	6	6904240	500 m	2022-06-17T07:05:37Z	14	54	3.466024188650932	0.004665277854249789	0.24757315633220944
group_49	6	6904240	500 m	2022-06-15T16:05:40Z	11	46	2.040905895655908	0.005228957084586383	0.18553689960508254
group_55	6	6904240	500 m	2022-06-16T06:05:39Z	1	5	0.2520640743052322	0.0026386191332902174	0.2520640743052322
group_74	6	6904240	500 m	2022-06-16T11:05:39Z	4	17	1.5297346193199426	0.005965314776207656	0.38243365482998565
last_group	6	6904240	500 m	2022-06-18T00:05:36Z	3	14	0.6498008017840814	0.003513073760713355	0.21660026726136047
group_113	7	6904240	500 m	2022-06-27T00:39:45Z	2	10	0.7857963017704571	0.0036933021904510164	0.39289815088522856
group_123	7	6904240	500 m	2022-06-27T07:39:45Z	1	5	0.5042999358328113	0.006480731554346836	0.5042999358328113
group_138	7	6904240	500 m	2022-06-27T12:39:45Z	2	11	0.4853464532811447	0.0033396468433914083	0.24267322664057234
group_25	7	6904240	500 m	2022-06-25T02:39:48Z	4	16	0.5571520766229674	0.0032791687835118156	0.13928801915574185
group_69	7	6904240	500 m	2022-06-26T03:39:47Z	1	4	0.24370393015928982	0.0035499020224752376	0.24370393015928982
group_8	7	6904240	500 m	2022-06-24T21:39:48Z	1	6	0.1441265957952803	0.0042105263832862535	0.1441265957952803
group_88	7	6904240	500 m	2022-06-26T10:39:47Z	4	18	2.2763069560958478	0.003780388054450714	0.5690767390239619
group_93	7	6904240	500 m	2022-06-26T15:39:47Z	1	4	0.1225390997412896	0.00715350235463183	0.1225390997412896
group_99	7	6904240	500 m	2022-06-26T19:39:47Z	1	4	0.2910017315826101	0.008589833981660114	0.2910017315826101
last_group	7	6904240	500 m	2022-06-27T17:39:45Z	1	7	0.15414731545884972	6.193148757992484e-4	0.15414731545884972
group_12	8	6904240	500 m	2022-07-04T21:51:40Z	2	10	0.7710801557332212	0.0031361020136762715	0.3855400778666106
group_125	8	6904240	500 m	2022-07-06T20:51:37Z	11	46	5.523650402453487	0.0030812173545062063	0.5021500365866807
group_55	8	6904240	500 m	2022-07-05T10:51:39Z	11	42	3.0580949601484946	0.0029318286970530087	0.27800863274077225
group_78	8	6904240	500 m	2022-07-06T02:51:39Z	5	22	3.6379797785874657	0.002870340350226354	0.7275959557174931
last_group	8	6904240	500 m	2022-07-07T13:51:37Z	4	20	2.0417075625729244	0.003002611152341447	0.5104268906432311
group_105	9	6904240	500 m	2022-07-16T18:26:45Z	5	21	9.228568621408783	0.003794286937639013	1.8457137242817567
group_11	9	6904240	500 m	2022-07-14T23:26:48Z	2	9	2.1262824579430846	0.002667259434901247	1.0631412289715423
group_121	9	6904240	500 m	2022-07-17T04:26:45Z	3	14	6.805901872469166	0.003902484712695767	2.268633957489722
group_132	9	6904240	500 m	2022-07-17T11:26:45Z	2	10	1.011921023588053	0.0032328131514661926	0.5059605117940265
group_141	9	6904240	500 m	2022-07-17T15:26:45Z	2	8	1.1277605551977101	0.0036417435702901313	0.5638802775988551
group_47	9	6904240	500 m	2022-07-15T11:26:48Z	8	31	6.740394973978059	0.0027037413300782464	0.8425493717472574
group_64	9	6904240	500 m	2022-07-16T00:26:46Z	3	12	4.2283433985071195	0.0034621045640581953	1.409447799502373
group_67	9	6904240	500 m	2022-07-16T04:26:46Z	1	2	0.24834209192193496	0.011456303009950375	0.24834209192193496
group_82	9	6904240	500 m	2022-07-16T09:26:46Z	2	12	3.066340604588155	0.0027847074101643244	1.5331703022940775
group_103	10	6904240	500 m	2022-07-26T21:44:02Z	2	6	1.4942899012632587	0.0014672066355254508	0.7471449506316293
group_121	10	6904240	500 m	2022-07-27T03:44:01Z	4	17	4.655970503690583	0.002793079571761059	1.1639926259226459
group_141	10	6904240	500 m	2022-07-27T13:44:01Z	4	19	3.2177393776429337	0.0016578593425906989	0.8044348444107334
group_33	10	6904240	500 m	2022-07-25T06:44:05Z	5	23	7.26193056081583	0.003745611532482673	1.452386112163166
group_55	10	6904240	500 m	2022-07-25T18:44:04Z	5	21	5.429455637827127	0.0044988454422986894	1.0858911275654255
group_62	10	6904240	500 m	2022-07-26T00:44:03Z	1	5	0.6179062812558601	9.122353571608399e-4	0.6179062812558601
group_88	10	6904240	500 m	2022-07-26T14:44:03Z	1	3	0.8649886284147943	0.005486341320039501	0.8649886284147943
group_9	10	6904240	500 m	2022-07-24T22:44:05Z	1	7	0.24673877838007122	0.004767225466954794	0.24673877838007122
group_96	10	6904240	500 m	2022-07-26T18:44:03Z	1	6	0.3113867428716517	0.00586259560204625	0.3113867428716517
group_101	11	6904240	500 m	2022-08-05T19:53:24Z	2	10	1.2247038756716244	0.004456980042775634	0.6123519378358122
group_12	11	6904240	500 m	2022-08-03T23:53:25Z	2	10	0.8789603723962484	0.003585166509132154	0.4394801861981242
group_135	11	6904240	500 m	2022-08-06T08:53:22Z	7	29	4.491859708500539	0.004311027501222792	0.6416942440715055
group_15	11	6904240	500 m	2022-08-04T02:53:25Z	1	2	0.6772862081486193	0.010770784292920721	0.6772862081486193
group_31	11	6904240	500 m	2022-08-04T07:53:25Z	4	15	0.8893819210791306	0.003596853083723955	0.22234548026978265
group_42	11	6904240	500 m	2022-08-04T13:53:25Z	2	10	2.2596439355057742	0.0040031025923000785	1.1298219677528871
group_60	11	6904240	500 m	2022-08-04T21:53:24Z	4	16	0.9278614887914483	0.0028960350600107246	0.23196537219786206
group_68	11	6904240	500 m	2022-08-05T04:53:24Z	1	6	0.3482057349372278	0.004351083136259304	0.3482057349372278
group_88	11	6904240	500 m	2022-08-05T10:53:24Z	5	19	2.3586486485660854	0.0024216741485687068	0.4717297297132171
last_group	11	6904240	500 m	2022-08-06T17:53:22Z	2	10	0.5998689796600147	4.0710914361434075e-4	0.29993448983000737
group_112	13	6904240	500 m	2022-08-26T00:26:09Z	3	12	1.0131807754454105	0.0029978038103381462	0.3377269251484702
group_133	13	6904240	500 m	2022-08-26T09:26:09Z	4	17	0.6280987838634635	0.003211746120020516	0.15702469596586588
group_23	13	6904240	500 m	2022-08-24T02:26:13Z	4	21	0.7922095606589068	0.001999621399522969	0.1980523901647267
group_35	13	6904240	500 m	2022-08-24T10:26:13Z	3	11	0.27365157008929963	0.002911517262669716	0.09121719002976654
group_57	13	6904240	500 m	2022-08-24T20:26:12Z	3	14	0.5481620611073273	0.0022437328967031523	0.1827206870357758
group_64	13	6904240	500 m	2022-08-25T02:26:11Z	1	6	0.23820685080577425	7.296218890074036e-4	0.23820685080577425
group_81	13	6904240	500 m	2022-08-25T08:26:11Z	3	15	0.25509891928628403	0.003391138753380199	0.08503297309542801
group_87	13	6904240	500 m	2022-08-25T14:26:11Z	1	5	0.6678381024251082	0.0018275967138574878	0.6678381024251082
group_99	13	6904240	500 m	2022-08-25T18:26:11Z	3	11	1.417617069620593	0.0025629206838548497	0.4725390232068643
last_group	13	6904240	500 m	2022-08-26T17:26:09Z	2	9	0.4898128362632613	6.892238585915478e-4	0.24490641813163064
group_121	14	6904240	500 m	2022-09-04T20:45:07Z	11	47	4.1947310133564555	0.004871755991062498	0.38133918303240505
group_31	14	6904240	500 m	2022-09-03T04:45:09Z	7	29	2.9864611225985493	0.005469051353384405	0.4266373032283642
group_46	14	6904240	500 m	2022-09-03T14:45:09Z	3	14	1.3561184693894959	0.005626803424073496	0.4520394897964986
group_66	14	6904240	500 m	2022-09-04T00:45:08Z	3	16	0.8158011967213308	0.0074453267649250195	0.2719337322404436
