group	min_time	max_time	nb_points	first_cp	last_cp	delta_x	delta_y	slope	min_drifting_time	max_drifting_time	small_flux	big_flux	park_depth	wmo	cycle
group_46	2022-10-28T22:55:42Z	2022-10-28T23:55:42Z	3	0.2847076363285411	0.28503809194440943	0.041666666666666664	8.261390396707702e-5	0.0019827336952098484	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_71	2022-10-29T00:55:42Z	2022-10-29T12:25:40Z	24	0.28636018747784686	0.2909909661311615	0.4791435185185185	0.0011576946633286567	0.0024161751512535856	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_79	2022-10-29T13:55:40Z	2022-10-29T16:25:40Z	6	0.29430195051025887	0.2956271120264376	0.10416666666666667	3.312903790446825e-4	0.0031803876388289518	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_84	2022-10-29T18:25:40Z	2022-10-29T18:55:40Z	2	0.29761567781434856	0.29827875282622746	0.020833333333333332	1.6576875296972493e-4	0.007956900142546797	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_89	2022-10-29T19:55:40Z	2022-10-29T21:25:40Z	4	0.29960523269247086	0.30026863761977307	0.0625	1.658512318255534e-4	0.0026536197092088543	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_145	2022-10-29T23:25:40Z	2022-10-31T01:25:39Z	53	0.3049155554106789	0.3155573974042932	1.0833217592592592	0.0026604604984035857	0.0024558359283974166	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_149	2022-10-31T02:25:38Z	2022-10-31T03:25:38Z	3	0.31855552371579793	0.3188887876193439	0.041666666666666664	8.331597588649708e-5	0.00199958342127593	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_161	2022-10-31T05:25:38Z	2022-10-31T09:25:38Z	9	0.32589375125758047	0.32722942202714944	0.16666666666666666	3.339176923922438e-4	0.0020035061543534627	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_189	2022-10-31T10:55:38Z	2022-10-31T23:25:38Z	26	0.3339144741388566	0.3386006671434691	0.5208333333333334	0.0011715482511531206	0.002249372642213991	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_193	2022-11-01T00:25:38Z	2022-11-01T01:25:38Z	3	0.3396055660308045	0.3402756389027961	0.041666666666666664	1.675182179979029e-4	0.0040204372319496695	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_217	2022-11-01T02:25:37Z	2022-11-01T13:25:37Z	23	0.341951312338554	0.3463113513398138	0.4583333333333333	0.001090009750314938	0.0023782030915962286	2022-10-28T01:55:42Z	2022-11-01T18:25:37Z	6.077471575801524	5.5438312427028835	1000 m	4903634	22
group_7	2022-11-07T02:01:44Z	2022-11-07T04:01:44Z	5	0.24067170028782292	0.24132540187450413	0.08333333333333333	1.6342539667030254e-4	0.0019611047600436304	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_31	2022-11-07T05:01:44Z	2022-11-07T16:01:44Z	23	0.24263312562951111	0.2465588640651746	0.4583333333333333	9.814346089158724e-4	0.002141311873998267	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_63	2022-11-07T17:01:44Z	2022-11-08T08:01:42Z	31	0.24917816513282243	0.2547498813845952	0.6249768518518518	0.0013929290629431934	0.0022287690477108767	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_78	2022-11-08T09:01:42Z	2022-11-08T15:31:42Z	14	0.256390099556592	0.2583592495799504	0.2708333333333333	4.922875058396003e-4	0.0018176769446385246	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_122	2022-11-08T16:31:42Z	2022-11-09T13:31:41Z	43	0.26000094876162483	0.2688777863339759	0.874988425925926	0.0022192093930877704	0.0025362728549687607	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_129	2022-11-09T15:01:41Z	2022-11-09T17:01:41Z	5	0.27184111527553223	0.2724999310556594	0.08333333333333333	1.647039450317911e-4	0.001976447340381493	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_137	2022-11-09T18:01:41Z	2022-11-09T21:01:41Z	7	0.27447702970370397	0.27513627980820404	0.125	1.6481252612501884e-4	0.0013185002090001507	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_146	2022-11-09T22:01:41Z	2022-11-10T01:31:41Z	8	0.27744451119000946	0.2784341611064018	0.14583333333333334	2.4741247909808306e-4	0.0016965427138154266	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_172	2022-11-10T02:31:40Z	2022-11-10T14:31:40Z	25	0.2962898574508681	0.30192763146380236	0.5	0.0014094435032335623	0.0028188870064671245	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_204	2022-11-10T15:31:40Z	2022-11-11T06:31:39Z	31	0.3079057129484874	0.31123073392132916	0.624988425925926	8.312552432104409e-4	0.001330033019377805	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_212	2022-11-11T10:01:39Z	2022-11-11T10:31:39Z	2	0.3202221209650233	0.32055552375746443	0.020833333333333332	8.335069811028772e-5	0.004000833509293811	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_222	2022-11-11T14:31:39Z	2022-11-11T15:31:39Z	3	0.32055552375746443	0.32088895434157805	0.041666666666666664	8.335764602840356e-5	0.0020005835046816856	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_227	2022-11-11T16:31:39Z	2022-11-11T18:01:39Z	4	0.3225565242994441	0.3232237469865624	0.0625	1.668056717795824e-4	0.002668890748473318	2022-11-07T01:31:44Z	2022-11-11T18:31:39Z	5.585334595552798	6.267380864289557	1000 m	4903634	23
group_23	2022-11-17T02:54:57Z	2022-11-17T12:54:57Z	21	0.22143540776351656	0.2240383035768549	0.4166666666666667	6.507239533345838e-4	0.001561737488003001	2022-11-17T02:24:57Z	2022-11-21T18:24:52Z	5.363919867889714	1.8415518803074453	1000 m	4903634	24
group_55	2022-11-17T13:54:57Z	2022-11-18T04:54:55Z	31	0.22338742081567584	0.22827162509381713	0.6249768518518518	0.0012210510695353227	0.0019537540725184615	2022-11-17T02:24:57Z	2022-11-21T18:24:52Z	5.363919867889714	1.8415518803074453	1000 m	4903634	24
group_59	2022-11-18T05:54:55Z	2022-11-18T06:54:55Z	3	0.2295750874271437	0.23055296299734837	0.041666666666666664	2.4446889255116955e-4	0.005867253421228069	2022-11-17T02:24:57Z	2022-11-21T18:24:52Z	5.363919867889714	1.8415518803074453	1000 m	4903634	24
group_117	2022-11-18T07:54:55Z	2022-11-19T11:54:54Z	57	0.23218328704681823	0.24328714786772415	1.1666550925925927	0.00277596520522648	0.002379422352717466	2022-11-17T02:24:57Z	2022-11-21T18:24:52Z	5.363919867889714	1.8415518803074453	1000 m	4903634	24
group_164	2022-11-19T16:24:54Z	2022-11-20T11:24:53Z	39	0.24623157199773327	0.25212693047093554	0.7916550925925926	0.001473839618300568	0.0018617193675517052	2022-11-17T02:24:57Z	2022-11-21T18:24:52Z	5.363919867889714	1.8415518803074453	1000 m	4903634	24
group_180	2022-11-20T12:24:53Z	2022-11-20T19:24:53Z	15	0.25311033551583983	0.2550778712170939	0.2916666666666667	4.918839253135188e-4	0.0016864591725034928	2022-11-17T02:24:57Z	2022-11-21T18:24:52Z	5.363919867889714	1.8415518803074453	1000 m	4903634	24
group_192	2022-11-20T20:24:53Z	2022-11-21T01:24:53Z	11	0.256390099556592	0.2590158483995468	0.20833333333333334	6.564372107387001e-4	0.0031508986115457603	2022-11-17T02:24:57Z	2022-11-21T18:24:52Z	5.363919867889714	1.8415518803074453	1000 m	4903634	24
last_group	2022-11-21T02:24:53Z	2022-11-21T18:24:52Z	33	0.26164332201401486	0.2655877713434311	0.6666550925925926	9.861123323540583e-4	0.0014791941789855836	2022-11-17T02:24:57Z	2022-11-21T18:24:52Z	5.363919867889714	1.8415518803074453	1000 m	4903634	24
group_11	2022-11-27T02:25:04Z	2022-11-27T06:25:04Z	9	0.1842047557533852	0.18581629439167763	0.16666666666666666	4.0288465957310365e-4	0.002417307957438622	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_23	2022-11-27T07:25:04Z	2022-11-27T12:25:04Z	11	0.18678352931357128	0.1893639664645892	0.20833333333333334	6.451092877544778e-4	0.0030965245812214935	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_27	2022-11-27T13:25:04Z	2022-11-27T14:25:04Z	3	0.1903320597289656	0.1916232153244241	0.041666666666666664	3.2278889886462603e-4	0.007746933572751025	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_111	2022-11-27T19:55:04Z	2022-11-29T08:25:01Z	74	0.19485292886282848	0.20585350200181213	1.5207986111111111	0.002750143284745911	0.0018083546793461547	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_119	2022-11-29T09:55:01Z	2022-11-29T12:25:01Z	6	0.21915926251655163	0.2201345947439224	0.10416666666666667	2.4383305684269607e-4	0.002340797345689882	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_127	2022-11-29T13:55:01Z	2022-11-29T16:25:01Z	6	0.22387557626705423	0.22436378467878773	0.10416666666666667	1.220521029333746e-4	0.001171700188160396	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_148	2022-11-29T17:25:01Z	2022-11-30T02:55:00Z	20	0.22534038692168593	0.22859745085866937	0.3958217592592593	8.142659842458599e-4	0.0020571531635089416	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_179	2022-11-30T03:55:00Z	2022-11-30T18:25:00Z	30	0.23022697791098545	0.23707824992568463	0.6041666666666666	0.0017128180036747945	0.0028350091095306943	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_190	2022-11-30T19:25:00Z	2022-11-30T23:55:00Z	10	0.2429601233815839	0.24524985644488576	0.1875	5.72433265825463e-4	0.0030529774177358027	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_199	2022-12-01T00:55:00Z	2022-12-01T04:24:59Z	8	0.24623157199773327	0.24688618291483172	0.14582175925925925	1.6365272927461316e-4	0.0011222792133761868	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_211	2022-12-01T05:24:59Z	2022-12-01T10:24:59Z	11	0.24786830020093728	0.2495056983981029	0.20833333333333334	4.093495492914073e-4	0.001964877836598755	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_223	2022-12-01T11:24:59Z	2022-12-01T16:24:59Z	11	0.2508160997202237	0.25245470528981867	0.20833333333333334	4.0965139239874937e-4	0.0019663266835139967	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
last_group	2022-12-01T17:24:59Z	2022-12-01T18:24:59Z	3	0.25360213207700577	0.25393005468800434	0.041666666666666664	8.198065274964139e-5	0.0019675356659913934	2022-11-27T01:55:04Z	2022-12-01T18:24:59Z	5.7327491182164385	5.2023630213000756	1000 m	4903634	25
group_10	2022-12-07T07:45:19Z	2022-12-07T11:15:19Z	8	0.15242926267680768	0.15338845695821127	0.14583333333333334	0.00023979857035089785	0.0016443330538347281	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_21	2022-12-07T12:45:19Z	2022-12-07T16:45:19Z	9	0.15594743345492432	0.15722753587404217	0.16666666666666666	3.200256047794642e-4	0.001920153628676785	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_38	2022-12-07T17:45:19Z	2022-12-08T01:15:19Z	16	0.15882824020530015	0.1613907002544965	0.3125	6.406150122990895e-4	0.0020499680393570863	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_63	2022-12-08T02:15:19Z	2022-12-08T13:45:17Z	24	0.162672546123502	0.1649167653143402	0.4791435185185185	5.610547977095565e-4	0.0011709535369367043	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_91	2022-12-08T14:45:17Z	2022-12-09T03:45:17Z	27	0.16652055026826595	0.17133576693258282	0.5416666666666666	0.0012038041660792156	0.0022224076912231677	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_139	2022-12-09T04:45:17Z	2022-12-10T03:45:16Z	47	0.17294212814448537	0.17969589859319854	0.9583217592592592	0.0016884426121782925	0.0017618744392106725	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_146	2022-12-10T04:45:16Z	2022-12-10T07:15:16Z	6	0.18066165450308455	0.1816276436404018	0.10416666666666667	2.4149728432931034e-4	0.002318373929561379	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_160	2022-12-10T08:45:15Z	2022-12-10T14:15:15Z	12	0.1842047557533852	0.18613868004569076	0.22916666666666666	4.834810730763861e-4	0.0021097355916060486	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_164	2022-12-10T15:45:15Z	2022-12-10T16:15:15Z	2	0.190009335940013	0.19065480955768005	0.020833333333333332	1.6136840441675904e-4	0.007745683412004434	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_175	2022-12-10T17:15:15Z	2022-12-10T21:45:15Z	10	0.19194606935422143	0.1942067775004671	0.1875	5.651770365614206e-4	0.0030142775283275767	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_190	2022-12-10T22:45:15Z	2022-12-11T05:15:15Z	14	0.19582235165708725	0.19808525227104223	0.2708333333333333	5.657251534887456e-4	0.0020888313359584453	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_203	2022-12-11T06:15:15Z	2022-12-11T11:45:14Z	12	0.19937891334312083	0.20132018977044977	0.2291550925925926	4.8531910683223545e-4	0.002117863065321741	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
last_group	2022-12-11T12:45:14Z	2022-12-11T18:45:14Z	13	0.2026148976632874	0.2043958088289014	0.25	4.452277914034977e-4	0.0017809111656139909	2022-12-07T07:15:19Z	2022-12-11T18:45:14Z	5.254480969646277	2.941590160606909	1000 m	4903634	26
group_12	2022-12-17T02:50:38Z	2022-12-17T07:20:38Z	10	0.15051156387858955	0.15178992758394136	0.1875	3.1959092633795233e-4	0.0017044849404690792	2022-12-17T02:20:38Z	2022-12-21T18:20:33Z	5.145068110319383	2.7635622169790897	1000 m	4903634	27
group_42	2022-12-17T08:20:38Z	2022-12-17T22:20:38Z	29	0.1530686999733496	0.1581878816031161	0.5833333333333334	0.0012797954074416223	0.002193934984185638	2022-12-17T02:20:38Z	2022-12-21T18:20:33Z	5.145068110319383	2.7635622169790897	1000 m	4903634	27
