depth	nb_image	juld	cycle	nb_object	conc_object	PhaseName	wmo	date
384.8999938964844	188	26705.10478009259	1	163	1.2386018237082068	NPAR	1902593	2023-02-12T02:30:53Z
375	196	26705.106111111112	1	165	1.2026239067055395	NPAR	1902593	2023-02-12T02:32:48Z
365.1000061035156	188	26705.10746527778	1	170	1.2917933130699089	NPAR	1902593	2023-02-12T02:34:45Z
355	166	26705.108726851853	1	136	1.17039586919105	NPAR	1902593	2023-02-12T02:36:34Z
344.8999938964844	184	26705.109953703704	1	150	1.1645962732919257	NPAR	1902593	2023-02-12T02:38:20Z
335	196	26705.111261574075	1	161	1.1734693877551021	NPAR	1902593	2023-02-12T02:40:13Z
325.1000061035156	196	26705.112638888888	1	196	1.4285714285714286	NPAR	1902593	2023-02-12T02:42:12Z
315.1000061035156	170	26705.11394675926	1	152	1.277310924369748	NPAR	1902593	2023-02-12T02:44:05Z
304.8999938964844	170	26705.115162037036	1	152	1.277310924369748	NPAR	1902593	2023-02-12T02:45:50Z
294.8999938964844	188	26705.116412037038	1	143	1.0866261398176291	NPAR	1902593	2023-02-12T02:47:38Z
285	188	26705.11769675926	1	136	1.033434650455927	NPAR	1902593	2023-02-12T02:49:29Z
275	186	26705.118993055556	1	140	1.0752688172043012	NPAR	1902593	2023-02-12T02:51:21Z
265	184	26705.120289351853	1	130	1.0093167701863355	NPAR	1902593	2023-02-12T02:53:13Z
254.89999389648438	186	26705.121585648147	1	129	0.9907834101382489	NPAR	1902593	2023-02-12T02:55:05Z
245.10000610351562	188	26705.122881944444	1	139	1.0562310030395137	NPAR	1902593	2023-02-12T02:56:57Z
235	186	26705.12417824074	1	145	1.1136712749615976	NPAR	1902593	2023-02-12T02:58:49Z
225	188	26705.125486111112	1	158	1.2006079027355623	NPAR	1902593	2023-02-12T03:00:42Z
214.89999389648438	188	26705.12681712963	1	158	1.2006079027355623	NPAR	1902593	2023-02-12T03:02:37Z
204.89999389648438	192	26705.128194444445	1	188	1.398809523809524	NPAR	1902593	2023-02-12T03:04:36Z
194.89999389648438	164	26705.12945601852	1	125	1.088850174216028	NPAR	1902593	2023-02-12T03:06:25Z
184.89999389648438	168	26705.130578703705	1	102	0.8673469387755103	NPAR	1902593	2023-02-12T03:08:02Z
175	168	26705.131724537037	1	72	0.6122448979591837	NPAR	1902593	2023-02-12T03:09:41Z
165	176	26705.132881944446	1	82	0.6655844155844156	NPAR	1902593	2023-02-12T03:11:21Z
154.89999389648438	190	26705.13412037037	1	75	0.5639097744360902	NPAR	1902593	2023-02-12T03:13:08Z
144.8000030517578	206	26705.135474537037	1	71	0.49237170596393903	NPAR	1902593	2023-02-12T03:15:05Z
135.1999969482422	232	26705.136921296296	1	21	0.12931034482758622	NPAR	1902593	2023-02-12T03:17:10Z
125.19999694824219	204	26705.13832175926	1	13	0.09103641456582634	NPAR	1902593	2023-02-12T03:19:11Z
115	180	26705.13954861111	1	7	0.05555555555555556	NPAR	1902593	2023-02-12T03:20:57Z
104.9000015258789	186	26705.140717592592	1	10	0.07680491551459294	NPAR	1902593	2023-02-12T03:22:38Z
98	76	26705.141550925928	1	2	0.03759398496240602	NPAR	1902593	2023-02-12T03:23:50Z
93.5999984741211	94	26705.14209490741	1	5	0.07598784194528875	NPAR	1902593	2023-02-12T03:24:37Z
88.5999984741211	102	26705.142719907406	1	4	0.05602240896358544	NPAR	1902593	2023-02-12T03:25:31Z
83.5	100	26705.143368055556	1	7	0.1	NPAR	1902593	2023-02-12T03:26:27Z
78.5	102	26705.144016203703	1	9	0.12605042016806725	NPAR	1902593	2023-02-12T03:27:23Z
73.5	104	26705.1446875	1	6	0.08241758241758242	NPAR	1902593	2023-02-12T03:28:21Z
68.4000015258789	112	26705.14537037037	1	5	0.06377551020408163	NPAR	1902593	2023-02-12T03:29:20Z
63.5	106	26705.146064814813	1	7	0.09433962264150945	NPAR	1902593	2023-02-12T03:30:20Z
58.400001525878906	108	26705.146747685187	1	5	0.06613756613756615	NPAR	1902593	2023-02-12T03:31:19Z
53.29999923706055	110	26705.14744212963	1	3	0.03896103896103896	NPAR	1902593	2023-02-12T03:32:19Z
48.5	106	26705.148125	1	2	0.02695417789757413	NPAR	1902593	2023-02-12T03:33:18Z
43.5	98	26705.148773148147	1	3	0.04373177842565598	NPAR	1902593	2023-02-12T03:34:14Z
38.5	96	26705.149386574074	1	3	0.04464285714285715	NPAR	1902593	2023-02-12T03:35:07Z
33.5	88	26705.14996527778	1	1	0.016233766233766236	NPAR	1902593	2023-02-12T03:35:57Z
28.399999618530273	90	26705.150532407406	1	1	0.015873015873015876	NPAR	1902593	2023-02-12T03:36:46Z
23.5	88	26705.151099537037	1	3	0.048701298701298704	NPAR	1902593	2023-02-12T03:37:35Z
18.5	78	26705.151631944445	1	2	0.03663003663003663	NPAR	1902593	2023-02-12T03:38:21Z
13.399999618530273	78	26705.152141203704	1	2	0.03663003663003663	NPAR	1902593	2023-02-12T03:39:05Z
8.399999618530273	84	26705.152673611112	1	1	0.017006802721088437	NPAR	1902593	2023-02-12T03:39:51Z
3.200000047683716	130	26705.153391203705	1	5	0.054945054945054944	NPAR	1902593	2023-02-12T03:40:53Z
0.699999988079071	10	26705.156747685185	1	0	0	NPAR	1902593	2023-02-12T03:45:43Z
971.9000244140625	20	26705.561747685184	2	7	0.5	PAR	1902593	2023-02-12T13:28:55Z
995.0999755859375	20	26705.64508101852	2	6	0.42857142857142855	PAR	1902593	2023-02-12T15:28:55Z
1006.7999877929688	20	26705.728414351852	2	8	0.5714285714285714	PAR	1902593	2023-02-12T17:28:55Z
1004.7000122070312	20	26705.81173611111	2	1	0.07142857142857142	PAR	1902593	2023-02-12T19:28:54Z
1005	20	26705.89508101852	2	3	0.21428571428571427	PAR	1902593	2023-02-12T21:28:55Z
1002.5	20	26705.978414351852	2	5	0.35714285714285715	PAR	1902593	2023-02-12T23:28:55Z
1003.5999755859375	20	26706.061747685184	2	7	0.5	PAR	1902593	2023-02-13T01:28:55Z
1005.2000122070312	20	26706.145069444443	2	9	0.6428571428571429	PAR	1902593	2023-02-13T03:28:54Z
1007.2000122070312	150	26706.156319444446	2	41	0.3904761904761905	NPAR	1902593	2023-02-13T03:45:06Z
995	60	26706.158668981483	2	31	0.7380952380952381	NPAR	1902593	2023-02-13T03:48:29Z
979.9000244140625	100	26706.160520833335	2	33	0.4714285714285714	NPAR	1902593	2023-02-13T03:51:09Z
960	110	26706.162951388887	2	28	0.36363636363636365	NPAR	1902593	2023-02-13T03:54:39Z
939.70001220703125	115	26706.165555555555	2	39	0.484472049689441	NPAR	1902593	2023-02-13T03:58:24Z
919.9000244140625	115	26706.168217592593	2	32	0.39751552795031053	NPAR	1902593	2023-02-13T04:02:14Z
900.5999755859375	115	26706.17087962963	2	45	0.5590062111801242	NPAR	1902593	2023-02-13T04:06:04Z
879.9000244140625	100	26706.173368055555	2	36	0.5142857142857142	NPAR	1902593	2023-02-13T04:09:39Z
859.79998779296875	110	26706.17579861111	2	39	0.5064935064935064	NPAR	1902593	2023-02-13T04:13:09Z
839.5999755859375	110	26706.178368055556	2	37	0.4805194805194805	NPAR	1902593	2023-02-13T04:16:51Z
819.5999755859375	110	26706.180891203705	2	34	0.44155844155844154	NPAR	1902593	2023-02-13T04:20:29Z
799.79998779296875	115	26706.18349537037	2	32	0.39751552795031053	NPAR	1902593	2023-02-13T04:24:14Z
779.70001220703125	120	26706.18621527778	2	45	0.5357142857142857	NPAR	1902593	2023-02-13T04:28:09Z
760.0999755859375	100	26706.188761574074	2	44	0.6285714285714286	NPAR	1902593	2023-02-13T04:31:49Z
739.79998779296875	105	26706.191134259258	2	46	0.6258503401360545	NPAR	1902593	2023-02-13T04:35:14Z
719.70001220703125	105	26706.193564814814	2	48	0.6530612244897959	NPAR	1902593	2023-02-13T04:38:44Z
699.9000244140625	110	26706.19605324074	2	48	0.6233766233766234	NPAR	1902593	2023-02-13T04:42:19Z
680.0999755859375	110	26706.198599537038	2	35	0.45454545454545453	NPAR	1902593	2023-02-13T04:45:59Z
660.20001220703125	115	26706.201203703702	2	45	0.5590062111801242	NPAR	1902593	2023-02-13T04:49:44Z
640	120	26706.203923611112	2	62	0.7380952380952381	NPAR	1902593	2023-02-13T04:53:39Z
620.29998779296875	110	26706.20658564815	2	47	0.6103896103896104	NPAR	1902593	2023-02-13T04:57:29Z
599.70001220703125	110	26706.209131944444	2	48	0.6233766233766234	NPAR	1902593	2023-02-13T05:01:09Z
579.70001220703125	120	26706.21179398148	2	51	0.6071428571428571	NPAR	1902593	2023-02-13T05:04:59Z
559.5999755859375	100	26706.214351851853	2	50	0.7142857142857143	NPAR	1902593	2023-02-13T05:08:40Z
539.9000244140625	100	26706.21667824074	2	50	0.7142857142857143	NPAR	1902593	2023-02-13T05:12:01Z
519.9000244140625	110	26706.219085648147	2	51	0.6623376623376623	NPAR	1902593	2023-02-13T05:15:29Z
499.5	110	26706.221631944445	2	55	0.7142857142857143	NPAR	1902593	2023-02-13T05:19:09Z
479.79998779296875	115	26706.22423611111	2	48	0.5962732919254659	NPAR	1902593	2023-02-13T05:22:54Z
460.6000061035156	110	26706.226840277777	2	62	0.8051948051948052	NPAR	1902593	2023-02-13T05:26:39Z
444.6000061035156	185	26706.22880787037	2	111	0.8571428571428571	NPAR	1902593	2023-02-13T05:29:29Z
434.79998779296875	196	26706.23008101852	2	108	0.7871720116618076	NPAR	1902593	2023-02-13T05:31:19Z
424.8999938964844	196	26706.231400462962	2	130	0.9475218658892129	NPAR	1902593	2023-02-13T05:33:13Z
414.8999938964844	208	26706.232766203702	2	116	0.7967032967032968	NPAR	1902593	2023-02-13T05:35:11Z
405.20001220703125	172	26706.23408564815	2	141	1.1710963455149503	NPAR	1902593	2023-02-13T05:37:05Z
394.79998779296875	168	26706.235277777778	2	138	1.1734693877551021	NPAR	1902593	2023-02-13T05:38:48Z
385	170	26706.236435185187	2	144	1.2100840336134455	NPAR	1902593	2023-02-13T05:40:28Z
375	174	26706.23761574074	2	126	1.0344827586206897	NPAR	1902593	2023-02-13T05:42:10Z
365	174	26706.23883101852	2	136	1.116584564860427	NPAR	1902593	2023-02-13T05:43:55Z
355	168	26706.240046296298	2	133	1.130952380952381	NPAR	1902593	2023-02-13T05:45:40Z
345	178	26706.241261574072	2	136	1.0914927768860354	NPAR	1902593	2023-02-13T05:47:25Z
335	180	26706.242488425927	2	155	1.2301587301587302	NPAR	1902593	2023-02-13T05:49:11Z
325	176	26706.243738425925	2	172	1.3961038961038963	NPAR	1902593	2023-02-13T05:50:59Z
315	180	26706.245	2	143	1.134920634920635	NPAR	1902593	2023-02-13T05:52:48Z
305	186	26706.246284722223	2	150	1.1520737327188941	NPAR	1902593	2023-02-13T05:54:39Z
294.8999938964844	202	26706.247627314813	2	129	0.9123055162659125	NPAR	1902593	2023-02-13T05:56:35Z
285.20001220703125	204	26706.248993055557	2	127	0.8893557422969188	NPAR	1902593	2023-02-13T05:58:33Z
275	176	26706.250277777777	2	115	0.9334415584415585	NPAR	1902593	2023-02-13T06:00:24Z
264.8999938964844	188	26706.25152777778	2	131	0.9954407294832828	NPAR	1902593	2023-02-13T06:02:12Z
255	202	26706.252881944445	2	134	0.9476661951909479	NPAR	1902593	2023-02-13T06:04:09Z
245.10000610351562	206	26706.254305555554	2	170	1.1789181692094315	NPAR	1902593	2023-02-13T06:06:12Z
235	184	26706.255648148148	2	134	1.0403726708074537	NPAR	1902593	2023-02-13T06:08:08Z
225.10000610351562	180	26706.25689814815	2	115	0.9126984126984128	NPAR	1902593	2023-02-13T06:09:56Z
214.89999389648438	176	26706.258159722223	2	146	1.1850649350649352	NPAR	1902593	2023-02-13T06:11:45Z
204.89999389648438	178	26706.259444444444	2	151	1.2118780096308186	NPAR	1902593	2023-02-13T06:13:36Z
194.8000030517578	196	26706.260763888888	2	134	0.9766763848396502	NPAR	1902593	2023-02-13T06:15:30Z
184.89999389648438	196	26706.26210648148	2	140	1.0204081632653061	NPAR	1902593	2023-02-13T06:17:26Z
174.89999389648438	214	26706.26349537037	2	114	0.7610146862483312	NPAR	1902593	2023-02-13T06:19:26Z
165	178	26706.264826388888	2	100	0.8025682182985554	NPAR	1902593	2023-02-13T06:21:21Z
155	184	26706.26607638889	2	96	0.7453416149068324	NPAR	1902593	2023-02-13T06:23:09Z
145	206	26706.267418981482	2	85	0.5894590846047157	NPAR	1902593	2023-02-13T06:25:05Z
135.10000610351562	194	26706.268761574072	2	57	0.4197349042709868	NPAR	1902593	2023-02-13T06:27:01Z
124.9000015258789	200	26706.270046296297	2	29	0.20714285714285716	NPAR	1902593	2023-02-13T06:28:52Z
115.0999984741211	218	26706.27138888889	2	23	0.15072083879423329	NPAR	1902593	2023-02-13T06:30:48Z
104.9000015258789	206	26706.272766203703	2	24	0.1664355062413315	NPAR	1902593	2023-02-13T06:32:47Z
97.9000015258789	86	26706.273703703704	2	14	0.23255813953488375	NPAR	1902593	2023-02-13T06:34:08Z
93.5	98	26706.274317129628	2	10	0.1457725947521866	NPAR	1902593	2023-02-13T06:35:01Z
88.5	98	26706.274953703705	2	5	0.0728862973760933	NPAR	1902593	2023-02-13T06:35:56Z
83.5	88	26706.275543981483	2	1	0.016233766233766236	NPAR	1902593	2023-02-13T06:36:47Z
78.4000015258789	98	26706.27613425926	2	2	0.02915451895043732	NPAR	1902593	2023-02-13T06:37:38Z
73.4000015258789	112	26706.276782407407	2	2	0.025510204081632657	NPAR	1902593	2023-02-13T06:38:34Z
68.4000015258789	104	26706.27747685185	2	4	0.054945054945054944	NPAR	1902593	2023-02-13T06:39:34Z
63.5	102	26706.278125	2	2	0.02801120448179272	NPAR	1902593	2023-02-13T06:40:30Z
58.5	92	26706.278738425925	2	3	0.04658385093167702	NPAR	1902593	2023-02-13T06:41:23Z
53.400001525878906	100	26706.279351851852	2	3	0.04285714285714286	NPAR	1902593	2023-02-13T06:42:16Z
48.5	108	26706.280011574076	2	1	0.013227513227513229	NPAR	1902593	2023-02-13T06:43:13Z
43.400001525878906	94	26706.280659722222	2	1	0.015197568389057751	NPAR	1902593	2023-02-13T06:44:09Z
38.5	102	26706.28127314815	2	1	0.01400560224089636	NPAR	1902593	2023-02-13T06:45:02Z
33.599998474121094	84	26706.281875	2	2	0.034013605442176874	NPAR	1902593	2023-02-13T06:45:54Z
28.5	98	26706.282465277778	2	1	0.01457725947521866	NPAR	1902593	2023-02-13T06:46:45Z
23.399999618530273	100	26706.283101851852	2	1	0.014285714285714285	NPAR	1902593	2023-02-13T06:47:40Z
18.399999618530273	106	26706.28377314815	2	2	0.02695417789757413	NPAR	1902593	2023-02-13T06:48:38Z
13.5	106	26706.28447916667	2	2	0.02695417789757413	NPAR	1902593	2023-02-13T06:49:39Z
8.399999618530273	106	26706.285185185185	2	5	0.06738544474393532	NPAR	1902593	2023-02-13T06:50:40Z
3.299999952316284	116	26706.285925925928	2	2	0.024630541871921187	NPAR	1902593	2023-02-13T06:51:44Z
0.8999999761581421	10	26706.286354166667	2	0	0	NPAR	1902593	2023-02-13T06:52:21Z
3.9000000953674316	702	26706.29056712963	2	4	0.008140008140008141	NPAR	1902593	2023-02-13T06:58:25Z
0.699999988079071	6	26706.292939814815	2	0	0	NPAR	1902593	2023-02-13T07:01:50Z
975.79998779296875	20	26706.708796296298	3	6	0.42857142857142855	PAR	1902593	2023-02-13T17:00:40Z
986	20	26706.79212962963	3	1	0.07142857142857142	PAR	1902593	2023-02-13T19:00:40Z
988.9000244140625	20	26706.875462962962	3	1	0.07142857142857142	PAR	1902593	2023-02-13T21:00:40Z
989.5999755859375	20	26706.958796296298	3	7	0.5	PAR	1902593	2023-02-13T23:00:40Z
986.70001220703125	20	26707.04212962963	3	8	0.5714285714285714	PAR	1902593	2023-02-14T01:00:40Z
988.29998779296875	20	26707.125462962962	3	8	0.5714285714285714	PAR	1902593	2023-02-14T03:00:40Z
990.5	80	26707.15548611111	3	49	0.875	NPAR	1902593	2023-02-14T03:43:54Z
981.20001220703125	140	26707.15798611111	3	48	0.4897959183673469	NPAR	1902593	2023-02-14T03:47:30Z
959.9000244140625	105	26707.16082175926	3	36	0.4897959183673469	NPAR	1902593	2023-02-14T03:51:35Z
940.0999755859375	110	26707.163310185184	3	32	0.4155844155844156	NPAR	1902593	2023-02-14T03:55:10Z
919.9000244140625	120	26707.16597222222	3	31	0.36904761904761907	NPAR	1902593	2023-02-14T03:59:00Z
900.5	105	26707.16857638889	3	29	0.3945578231292517	NPAR	1902593	2023-02-14T04:02:45Z
880	105	26707.171006944445	3	24	0.32653061224489793	NPAR	1902593	2023-02-14T04:06:15Z
859.9000244140625	105	26707.1734375	3	40	0.54421768707483	NPAR	1902593	2023-02-14T04:09:45Z
839.79998779296875	105	26707.175868055554	3	30	0.40816326530612246	NPAR	1902593	2023-02-14T04:13:15Z
820	100	26707.178252314814	3	32	0.45714285714285713	NPAR	1902593	2023-02-14T04:16:41Z
799.9000244140625	105	26707.180613425928	3	36	0.4897959183673469	NPAR	1902593	2023-02-14T04:20:05Z
779.9000244140625	100	26707.18298611111	3	34	0.4857142857142857	NPAR	1902593	2023-02-14T04:23:30Z
759.70001220703125	105	26707.185358796298	3	38	0.5170068027210885	NPAR	1902593	2023-02-14T04:26:55Z
739.9000244140625	105	26707.187800925927	3	61	0.8299319727891157	NPAR	1902593	2023-02-14T04:30:26Z
719.9000244140625	120	26707.19040509259	3	44	0.5238095238095238	NPAR	1902593	2023-02-14T04:34:11Z
700.20001220703125	115	26707.193113425925	3	52	0.6459627329192547	NPAR	1902593	2023-02-14T04:38:05Z
679.5999755859375	105	26707.195659722223	3	47	0.6394557823129252	NPAR	1902593	2023-02-14T04:41:45Z
659.70001220703125	110	26707.19814814815	3	39	0.5064935064935064	NPAR	1902593	2023-02-14T04:45:20Z
640.29998779296875	110	26707.200694444444	3	46	0.5974025974025974	NPAR	1902593	2023-02-14T04:49:00Z
619.70001220703125	95	26707.20306712963	3	30	0.45112781954887216	NPAR	1902593	2023-02-14T04:52:25Z
599.70001220703125	105	26707.205393518518	3	44	0.5986394557823129	NPAR	1902593	2023-02-14T04:55:46Z
579.70001220703125	105	26707.2078125	3	37	0.5034013605442177	NPAR	1902593	2023-02-14T04:59:15Z
559.70001220703125	120	26707.210416666665	3	52	0.6190476190476191	NPAR	1902593	2023-02-14T05:03:00Z
540.20001220703125	110	26707.213078703702	3	43	0.5584415584415584	NPAR	1902593	2023-02-14T05:06:50Z
519.9000244140625	105	26707.21556712963	3	45	0.6122448979591837	NPAR	1902593	2023-02-14T05:10:25Z
500.20001220703125	110	26707.218055555557	3	58	0.7532467532467533	NPAR	1902593	2023-02-14T05:14:00Z
480.1000061035156	115	26707.22065972222	3	55	0.6832298136645962	NPAR	1902593	2023-02-14T05:17:45Z
460.5	115	26707.22332175926	3	67	0.8322981366459627	NPAR	1902593	2023-02-14T05:21:35Z
444.70001220703125	157	26707.225231481483	3	106	0.964513193812557	NPAR	1902593	2023-02-14T05:24:20Z
435	176	26707.22638888889	3	134	1.0876623376623378	NPAR	1902593	2023-02-14T05:26:00Z
425	176	26707.227604166666	3	145	1.176948051948052	NPAR	1902593	2023-02-14T05:27:45Z
415	172	26707.228796296295	3	122	1.0132890365448506	NPAR	1902593	2023-02-14T05:29:28Z
405.1000061035156	166	26707.23	3	184	1.5834767641996559	NPAR	1902593	2023-02-14T05:31:12Z
395	174	26707.23122685185	3	164	1.3464696223316914	NPAR	1902593	2023-02-14T05:32:58Z
385	180	26707.232453703702	3	145	1.150793650793651	NPAR	1902593	2023-02-14T05:34:44Z
374.8999938964844	178	26707.23369212963	3	164	1.3162118780096308	NPAR	1902593	2023-02-14T05:36:31Z
364.8999938964844	182	26707.234965277778	3	155	1.2166405023547882	NPAR	1902593	2023-02-14T05:38:21Z
355	182	26707.236261574075	3	153	1.2009419152276295	NPAR	1902593	2023-02-14T05:40:13Z
344.8999938964844	192	26707.237569444445	3	142	1.0565476190476193	NPAR	1902593	2023-02-14T05:42:06Z
335	200	26707.238912037035	3	141	1.0071428571428571	NPAR	1902593	2023-02-14T05:44:02Z
325.20001220703125	204	26707.240300925925	3	163	1.1414565826330534	NPAR	1902593	2023-02-14T05:46:02Z
314.8999938964844	174	26707.24162037037	3	127	1.0426929392446633	NPAR	1902593	2023-02-14T05:47:56Z
304.8999938964844	174	26707.242858796297	3	152	1.2479474548440066	NPAR	1902593	2023-02-14T05:49:43Z
294.8999938964844	208	26707.24417824074	3	135	0.9271978021978022	NPAR	1902593	2023-02-14T05:51:37Z
285	226	26707.245636574073	3	141	0.8912768647281922	NPAR	1902593	2023-02-14T05:53:43Z
274.8999938964844	190	26707.247060185186	3	113	0.849624060150376	NPAR	1902593	2023-02-14T05:55:46Z
264.79998779296875	196	26707.248368055556	3	123	0.8965014577259476	NPAR	1902593	2023-02-14T05:57:39Z
255	180	26707.2496875	3	133	1.0555555555555556	NPAR	1902593	2023-02-14T05:59:33Z
244.89999389648438	204	26707.25101851852	3	150	1.050420168067227	NPAR	1902593	2023-02-14T06:01:28Z
234.8000030517578	212	26707.252430555556	3	153	1.0309973045822105	NPAR	1902593	2023-02-14T06:03:30Z
225	174	26707.25377314815	3	139	1.1412151067323482	NPAR	1902593	2023-02-14T06:05:26Z
214.89999389648438	178	26707.255	3	92	0.738362760834671	NPAR	1902593	2023-02-14T06:07:12Z
205	190	26707.25627314815	3	116	0.8721804511278195	NPAR	1902593	2023-02-14T06:09:02Z
195	196	26707.257592592592	3	126	0.9183673469387756	NPAR	1902593	2023-02-14T06:10:56Z
184.89999389648438	210	26707.25894675926	3	103	0.7006802721088435	NPAR	1902593	2023-02-14T06:12:53Z
175.1999969482422	188	26707.260266203702	3	65	0.4939209726443769	NPAR	1902593	2023-02-14T06:14:47Z
165	172	26707.261458333334	3	59	0.49003322259136217	NPAR	1902593	2023-02-14T06:16:30Z
155	164	26707.262569444443	3	46	0.40069686411149824	NPAR	1902593	2023-02-14T06:18:06Z
144.89999389648438	174	26707.263680555556	3	47	0.3858784893267652	NPAR	1902593	2023-02-14T06:19:42Z
134.8000030517578	180	26707.264849537038	3	36	0.28571428571428575	NPAR	1902593	2023-02-14T06:21:23Z
124.80000305175781	196	26707.26607638889	3	21	0.15306122448979592	NPAR	1902593	2023-02-14T06:23:09Z
114.9000015258789	212	26707.267395833333	3	24	0.16172506738544476	NPAR	1902593	2023-02-14T06:25:03Z
105	210	26707.268761574072	3	17	0.11564625850340136	NPAR	1902593	2023-02-14T06:27:01Z
97.80000305175781	82	26707.269699074073	3	7	0.12195121951219512	NPAR	1902593	2023-02-14T06:28:22Z
93.4000015258789	96	26707.27028935185	3	6	0.0892857142857143	NPAR	1902593	2023-02-14T06:29:13Z
88.4000015258789	108	26707.270960648148	3	7	0.0925925925925926	NPAR	1902593	2023-02-14T06:30:11Z
83.4000015258789	112	26707.271666666667	3	11	0.1403061224489796	NPAR	1902593	2023-02-14T06:31:12Z
78.5	104	26707.27236111111	3	10	0.13736263736263737	NPAR	1902593	2023-02-14T06:32:12Z
73.4000015258789	90	26707.272997685184	3	13	0.20634920634920637	NPAR	1902593	2023-02-14T06:33:07Z
68.5	84	26707.273564814815	3	6	0.10204081632653061	NPAR	1902593	2023-02-14T06:33:56Z
63.5	90	26707.27412037037	3	11	0.17460317460317462	NPAR	1902593	2023-02-14T06:34:44Z
58.400001525878906	86	26707.274699074074	3	13	0.21594684385382062	NPAR	1902593	2023-02-14T06:35:34Z
53.5	82	26707.275231481482	3	5	0.08710801393728224	NPAR	1902593	2023-02-14T06:36:20Z
48.5	86	26707.275775462964	3	9	0.14950166112956811	NPAR	1902593	2023-02-14T06:37:07Z
