wmo	size_class	max_abundance	standard_dev	time_max_abundance	depth	r2	date	xmax	xmin	DOY
6904240	NP_Size_2050	0.20947071873513692	9.660929592826664	187.4883616006033	150	0.9999990612604743	2022-07-07	193	183	188
6904240	NP_Size_2050	0.12712688849185802	9.795209444804454	189.26888748189108	170	0.9810458274590467	2022-07-09	195	185	190
6904240	NP_Size_2050	0.19525332120677935	6.403776495935467	187.4230661396285	190	0.9598073503905913	2022-07-07	191	185	188
6904241	NP_Size_102	0.6688850856053025	10.819978237943733	177.5566847120747	30	0.913561993814167	2022-06-27	183	173	178
6904241	NP_Size_102	0.45038771446986486	16.472283233967342	192.90634306024336	50	0.8521781248711784	2022-07-12	202	185	193
6904241	NP_Size_102	0.2395148602342026	20.238327923134623	196.91924616456356	70	0.6735642030512812	2022-07-16	208	187	197
6904241	NP_Size_102	0.09760160651501171	52.238691130428336	206.0480671856516	90	0.244619976556117	2022-07-26	233	180	207
6904241	NP_Size_102	0.07474694810517338	76.45838068390124	213.8242570045053	110	0.13172060064303792	2022-08-02	253	176	214
6904241	NP_Size_102	0.06429559960941629	83.1019733406207	217.7594482907194	130	0.15007507458431724	2022-08-06	260	177	218
6904241	NP_Size_102	0.056580790640860336	93.67180288316473	226.65227924180522	150	0.37269268767473385	2022-08-15	274	180	227
6904241	NP_Size_128	0.6749701857293677	10.620379023578453	177.84853803849967	30	0.9183789845218917	2022-06-27	184	173	178
6904241	NP_Size_128	0.4875190700820821	14.318488189547116	192.43102441353	50	0.8684968418028798	2022-07-12	200	186	193
6904241	NP_Size_128	0.26341670923776683	16.374247261793226	195.9898355424556	70	0.7446049855588269	2022-07-15	205	188	196
6904241	NP_Size_128	0.09561282874645188	44.86694453087227	203.3993907831491	90	0.2662200187097745	2022-07-23	226	181	204
6904241	NP_Size_128	0.07028691249494641	64.08744467809257	208.35513576874598	110	0.11556461847727506	2022-07-28	241	177	209
6904241	NP_Size_128	0.05741777177492516	67.28185302725844	210.36462562752945	130	0.11842746657812708	2022-07-30	245	177	211
6904241	NP_Size_128	0.04907657779269674	75.30266534705999	217.51741750163492	150	0.2922901102776967	2022-08-06	256	180	218
6904241	NP_Size_128	0.045163579659179706	89.16230144665556	233.40613810964476	170	0.5996577630549191	2022-08-22	278	189	234
6904241	NP_Size_128	0.041077340536548955	87.35241393805023	231.72496169817916	190	0.7506020315559042	2022-08-20	276	189	232
6904241	NP_Size_161	0.6739707059227898	10.771210833422227	178.22107947904084	30	0.8665955418460959	2022-06-28	184	173	179
6904241	NP_Size_161	0.5045142109570447	14.555360407588632	192.2186097558259	50	0.8284906776726029	2022-07-12	200	185	193
6904241	NP_Size_161	0.29174621865385963	15.54284202297596	195.71398974281718	70	0.7251717233073554	2022-07-15	204	188	196
6904241	NP_Size_161	0.10272446202903342	40.93515206733848	201.86283086983545	90	0.28879398291808256	2022-07-21	223	182	202
6904241	NP_Size_161	0.07411920089338542	55.43314250616882	204.7582608691579	110	0.11512239324925566	2022-07-24	233	178	205
6904241	NP_Size_161	0.05821592083613317	62.57332567235262	208.84725976626993	130	0.08517905120730873	2022-07-28	241	178	209
6904241	NP_Size_161	0.04725911975858546	71.15346861858244	215.3084755107127	150	0.1947517995571566	2022-08-04	251	180	216
6904241	NP_Size_161	0.041930236057349045	88.91488682518445	232.7878693153195	170	0.46794891192048016	2022-08-21	278	189	233
6904241	NP_Size_161	0.03837107575422616	86.30577818727664	231.9190210953833	190	0.5686162324816574	2022-08-20	276	189	232
6904241	NP_Size_203	0.7024188086895713	11.221284567871226	178.34462492057185	30	0.7635716572044325	2022-06-28	184	173	179
6904241	NP_Size_203	0.5085309435209028	17.262466834469446	192.2699647015887	50	0.7686888403123364	2022-07-12	201	184	193
6904241	NP_Size_203	0.3050216751663685	18.431620001921527	196.4344482935251	70	0.6896401908624825	2022-07-16	206	188	197
6904241	NP_Size_203	0.11857974061611147	39.310494137935564	201.42366968322688	90	0.34461493503488017	2022-07-21	222	182	202
6904241	NP_Size_203	0.08319435384960049	50.6267098127022	202.59203809044473	110	0.13776693066646417	2022-07-22	228	178	203
6904241	NP_Size_203	0.06398368021419273	54.56103894640462	206.2584818710391	130	0.07858865797897963	2022-07-26	234	179	207
6904241	NP_Size_203	0.04998890000597448	63.9138508344487	210.8348836556286	150	0.11101683728545542	2022-07-30	243	179	211
6904241	NP_Size_203	0.03948037056405864	80.05430628309382	223.89014298109086	170	0.24816462338061906	2022-08-12	264	184	224
6904241	NP_Size_203	0.035394822735051394	90.315764992336	230.3873730172628	190	0.2957749331799705	2022-08-19	276	186	231
6904241	NP_Size_256	0.7672543961880466	11.47911422665523	178.16068521193088	30	0.7011995846383191	2022-06-28	184	173	179
6904241	NP_Size_256	0.4934620769339357	21.335948792812953	192.5809771426098	50	0.7879507566907249	2022-07-12	204	182	193
6904241	NP_Size_256	0.3050141730518113	22.9696192939935	197.6773084447151	70	0.7466482412319569	2022-07-17	210	187	198
