dates	cp	slope	colour	group	diff_jump	park_depth	wmo	cycle
2022-10-19T00:29:34Z	0.28371643325073986	0.11096891693123555	jump	group_50	0.0023118524360674075	1000 m	4903634	21
2022-10-19T03:59:33Z	0.28636018747784686	0.04762386322589679	jump	group_58	9.916126150855131e-4	1000 m	4903634	21
2022-10-19T07:59:33Z	0.2979472015806486	0.47682143711914987	jump	group_60	0.00993377993998229	1000 m	4903634	21
2022-10-19T08:59:33Z	0.2992735714842052	0.047751295582931334	jump	group_73	9.948186579777363e-4	1000 m	4903634	21
2022-10-19T15:29:33Z	0.30259142170760905	0.06371857687286563	jump	group_84	0.0013274703515180342	1000 m	4903634	21
2022-10-19T20:59:33Z	0.3232237469865624	0.8469074528140011	jump	group_88	0.01764390526695836	1000 m	4903634	21
2022-10-20T03:29:33Z	0.36009345665901843	1.9778241139043764	jump	group_102	0.04120466903967451	1000 m	4903634	21
2022-10-20T05:59:32Z	0.3621143391540078	0.04850730582877993	jump	group_108	0.0010105688714329153	1000 m	4903634	21
2022-10-20T08:59:32Z	0.3641362431566203	0.04853182820631385	jump	group_109	0.0010110797542982053	1000 m	4903634	21
2022-10-20T09:29:32Z	0.36514757854610463	0.04854409869524811	jump	group_113	0.0010113353894843358	1000 m	4903634	21
2022-10-20T11:29:32Z	0.3725718614502909	0.30780920401041983	jump	group_124	0.006412691750217081	1000 m	4903634	21
2022-10-21T13:59:30Z	0.3810253072611144	0.06498011738137598	jump	group_176	0.0013537524454453331	1000 m	4903634	21
2022-10-21T18:59:30Z	0.3833954770515448	0.04876603336550022	jump	last_group	0.0010159590284479214	1000 m	4903634	21
2022-10-28T13:55:42Z	0.27348835822596196	0.047444504174523054	jump	group_26	9.884271703025638e-4	1000 m	4903634	22
2022-10-28T14:25:42Z	0.27447702970370397	0.04745623093161643	jump	group_35	9.886714777420091e-4	1000 m	4903634	22
2022-10-28T18:55:42Z	0.2817347636536066	0.2692514361651534	jump	group_37	0.005609404920107364	1000 m	4903634	22
2022-10-28T19:55:42Z	0.2830557676286252	0.0634081908008932	jump	group_42	0.0013210039750186087	1000 m	4903634	22
2022-10-28T22:25:42Z	0.2847076363285411	0.047577747734460545	jump	group_46	9.912030778012615e-4	1000 m	4903634	22
2022-10-29T00:25:42Z	0.28602962262496695	0.04759347266676083	jump	group_71	9.915306805575175e-4	1000 m	4903634	22
2022-10-29T12:55:40Z	0.2926461157389215	0.07944718117248149	jump	group_72	0.0016551496077600314	1000 m	4903634	22
2022-10-29T13:25:40Z	0.2939707287156758	0.06358142288420597	jump	group_79	0.0013246129767542913	1000 m	4903634	22
2022-10-29T16:55:40Z	0.29662127134558497	0.04771964731907374	jump	group_81	9.941593191473697e-4	1000 m	4903634	22
2022-10-29T17:55:40Z	0.29761567781434856	0.047731510500652156	jump	group_84	9.944064687635867e-4	1000 m	4903634	22
2022-10-29T19:25:40Z	0.2992735714842052	0.047751295582931334	jump	group_89	9.948186579777363e-4	1000 m	4903634	22
2022-10-29T21:55:40Z	0.301263951356091	0.04777505934326153	jump	group_91	9.953137363179487e-4	1000 m	4903634	22
2022-10-29T22:55:40Z	0.3042513794025112	0.11153990105802335	jump	group_145	0.00232374793870882	1000 m	4903634	22
2022-10-31T01:55:39Z	0.3178890791957625	0.11192072599052415	jump	group_149	0.0023316817914692534	1000 m	4903634	22
2022-10-31T03:55:38Z	0.3245585263432379	0.272147458746911	jump	group_151	0.00566973872389398	1000 m	4903634	22
2022-10-31T04:55:38Z	0.32589375125758047	0.06409079588844334	jump	group_161	0.0013352249143425698	1000 m	4903634	22
2022-10-31T09:55:38Z	0.33023631296014266	0.14433076478367465	jump	group_162	0.0030068909329932225	1000 m	4903634	22
2022-10-31T10:25:38Z	0.33357995605377794	0.1604948684944931	jump	group_189	0.0033436430936352735	1000 m	4903634	22
2022-10-31T23:55:38Z	0.3396055660308045	0.04823514659209937	jump	group_193	0.0010048988873354037	1000 m	4903634	22
2022-11-01T01:55:38Z	0.34128095872545505	0.048255351487629376	jump	group_217	0.0010053198226589455	1000 m	4903634	22
2022-11-01T13:55:37Z	0.3483252810626456	0.09666862669592734	jump	last_group	0.00201392972283182	1000 m	4903634	22
2022-11-07T04:31:44Z	0.24230615460713617	0.0470761311663379	jump	group_31	9.807527326320398e-4	1000 m	4903634	23
2022-11-07T16:31:44Z	0.24917816513282243	0.12572645124709544	jump	group_63	0.0026193010676478223	1000 m	4903634	23
2022-11-08T08:31:42Z	0.2560620021114667	0.06298179488983101	jump	group_78	0.0013121207268714796	1000 m	4903634	23
2022-11-08T16:01:42Z	0.259672555017341	0.0630386609947493	jump	group_122	0.0013133054373906106	1000 m	4903634	23
2022-11-09T14:01:41Z	0.2701945503982083	0.06320467508315362	jump	group_123	0.0013167640642323675	1000 m	4903634	23
2022-11-09T14:31:41Z	0.27118240798709436	0.04741716426653219	jump	group_129	9.878575888860874e-4	1000 m	4903634	23
2022-11-09T17:31:41Z	0.274147445391731	0.0790806881314383	jump	group_137	0.0016475143360716316	1000 m	4903634	23
2022-11-09T21:31:41Z	0.27744451119000946	0.11079510632665988	jump	group_146	0.0023082313818054145	1000 m	4903634	23
2022-11-10T02:01:40Z	0.2962898574508681	0.8575498411127793	jump	group_172	0.01785569634446632	1000 m	4903634	23
2022-11-10T15:01:40Z	0.3079057129484874	0.2869479112648818	jump	group_204	0.005978081484685038	1000 m	4903634	23
2022-11-11T07:01:39Z	0.31222877942074717	0.04790618397206447	jump	group_208	9.9804549941801e-4	1000 m	4903634	23
2022-11-11T09:01:39Z	0.3182222875761457	0.2557442935566456	jump	group_209	0.005328006115763451	1000 m	4903634	23
2022-11-11T09:31:39Z	0.3202221209650233	0.09599200266612494	jump	group_212	0.001999833388877603	1000 m	4903634	23
2022-11-11T11:01:39Z	0.32155589890335656	0.04801800700282221	jump	group_218	0.0010003751458921295	1000 m	4903634	23
2022-11-11T16:01:39Z	0.3222229546874422	0.06403201660148027	jump	group_227	0.0013340003458641725	1000 m	4903634	23
2022-11-18T05:24:55Z	0.2295750874271437	0.06256619199967516	jump	group_59	0.001303462333326566	1000 m	4903634	24
2022-11-18T07:24:55Z	0.2318571690734606	0.06260189165338702	jump	group_117	0.0013042060761122298	1000 m	4903634	24
2022-11-19T12:24:54Z	0.24492267146249383	0.07850513254894452	jump	group_124	0.0016355235947696778	1000 m	4903634	24
2022-11-19T15:54:54Z	0.24623157199773327	0.062827225691493	jump	group_164	0.0013089005352394378	1000 m	4903634	24
2022-11-20T11:54:53Z	0.25311033551583983	0.047203442155406165	jump	group_180	9.834050449042953e-4	1000 m	4903634	24
2022-11-20T19:54:53Z	0.2560620021114667	0.047238282929892954	jump	group_192	9.8413089437277e-4	1000 m	4903634	24
2022-11-21T01:54:53Z	0.2609862917891469	0.09458128270080567	jump	last_group	0.0019704433896001183	1000 m	4903634	24
2022-11-27T06:55:04Z	0.18678352931357128	0.04642727625089548	jump	group_23	9.67234921893656e-4	1000 m	4903634	25
2022-11-27T12:55:04Z	0.1903320597289656	0.04646847669006781	jump	group_27	9.680932643764129e-4	1000 m	4903634	25
2022-11-27T14:55:04Z	0.19776190236585048	0.2946569779884655	jump	group_35	0.006138687041426366	1000 m	4903634	25
2022-11-29T08:55:01Z	0.2181841680494471	0.5918719702864784	jump	group_112	0.01233066604763497	1000 m	4903634	25
2022-11-29T09:25:01Z	0.21915926251655163	0.0468045344210175	jump	group_119	9.750944671045314e-4	1000 m	4903634	25
2022-11-29T12:55:01Z	0.221923721850588	0.08587810111994852	jump	group_120	0.0017891271066655945	1000 m	4903634	25
2022-11-29T13:25:01Z	0.2237128489572536	0.08587810111994852	jump	group_127	0.0017891271066655945	1000 m	4903634	25
2022-11-29T16:55:01Z	0.22534038692168593	0.046876907659113336	jump	group_148	9.766022428981946e-4	1000 m	4903634	25
2022-11-30T03:25:00Z	0.2299010193890272	0.06257128945717659	jump	group_179	0.001303568530357846	1000 m	4903634	25
2022-11-30T18:55:00Z	0.24263312562951111	0.2666340337836712	jump	group_190	0.005554875703826484	1000 m	4903634	25
2022-12-01T00:25:00Z	0.24623157199773327	0.047122346536680564	jump	group_199	9.817155528475119e-4	1000 m	4903634	25
2022-12-01T04:54:59Z	0.24786830020093728	0.047141629733066896	jump	group_211	9.821172861055605e-4	1000 m	4903634	25
2022-12-01T10:54:59Z	0.25048845914175516	0.047172515695308	jump	group_223	9.8276074365225e-4	1000 m	4903634	25
2022-12-01T16:54:59Z	0.2534381909317852	0.04720731081439399	jump	last_group	9.834856419665416e-4	1000 m	4903634	25
2022-12-07T11:45:19Z	0.1543478813082039	0.04605236879964635	jump	group_11	9.594243499926325e-4	1000 m	4903634	26
2022-12-07T12:15:19Z	0.15530753583717832	0.04606341739077235	jump	group_21	9.59654528974424e-4	1000 m	4903634	26
2022-12-07T17:15:19Z	0.1585080480898598	0.061464586359246	jump	group_38	0.0012805122158176252	1000 m	4903634	26
2022-12-08T01:45:19Z	0.16235204614336202	0.046144602665544536	jump	group_63	9.613458888655113e-4	1000 m	4903634	26
2022-12-08T14:15:17Z	0.16587895912084827	0.046185302712386626	jump	group_91	9.621938065080549e-4	1000 m	4903634	26
2022-12-09T04:15:17Z	0.17229950624576207	0.04625948703260407	jump	group_139	9.637393131792515e-4	1000 m	4903634	26
2022-12-10T04:15:16Z	0.18066165450308455	0.04635628367452859	jump	group_146	9.657559098860125e-4	1000 m	4903634	26
2022-12-10T07:45:15Z	0.18291599214980825	0.061875103509014893	jump	group_147	0.0012883485094064562	1000 m	4903634	26
2022-12-10T08:15:15Z	0.18388252592278467	0.04639362110286837	jump	group_160	9.665337729764245e-4	1000 m	4903634	26
2022-12-10T14:45:15Z	0.188396107444664	0.10835651515071597	jump	group_161	0.0022574273989732496	1000 m	4903634	26
2022-12-10T15:15:15Z	0.1893639664645892	0.046457232956409016	jump	group_164	9.67859019925188e-4	1000 m	4903634	26
2022-12-10T16:45:15Z	0.19194606935422143	0.06198047023398611	jump	group_175	0.0012912597965413775	1000 m	4903634	26
2022-12-10T22:15:15Z	0.19517604368993555	0.046524777094484986	jump	group_190	9.692661894684373e-4	1000 m	4903634	26
2022-12-11T05:45:15Z	0.1990554588489485	0.046569915739501415	jump	group_203	9.702065779062796e-4	1000 m	4903634	26
2022-12-11T12:15:14Z	0.20229118140041524	0.0466075982383427	jump	last_group	9.709916299654731e-4	1000 m	4903634	26
2022-12-17T07:50:38Z	0.1530686999733496	0.061381074691595476	jump	group_42	0.0012787723894082392	1000 m	4903634	27
2022-12-17T22:50:38Z	0.15914845795353957	0.04610766482032735	jump	group_56	9.605763504234865e-4	1000 m	4903634	27
2022-12-18T05:50:36Z	0.16171112321297304	0.046137210362589436	jump	group_62	9.611918825539467e-4	1000 m	4903634	27
2022-12-18T08:50:36Z	0.16363420017309133	0.04615939438028826	jump	group_63	9.616540495893389e-4	1000 m	4903634	27
2022-12-18T09:20:36Z	0.1649167653143402	0.06156312677994657	jump	group_69	0.001282565141248887	1000 m	4903634	27
2022-12-19T00:50:36Z	0.17101457208758775	0.16950922085010542	jump	group_132	0.0035314421010438635	1000 m	4903634	27
2022-12-19T19:50:35Z	0.17905219083513094	0.0617810318258205	jump	group_197	0.001287104829704594	1000 m	4903634	27
2022-12-21T04:20:33Z	0.19097758543035845	0.10842644796240018	jump	group_214	0.002258884332550004	1000 m	4903634	27
2022-12-21T12:50:33Z	0.19614554480556856	0.10856658474173829	jump	group_220	0.0022618038487862147	1000 m	4903634	27
2022-12-21T15:50:33Z	0.19808525227104223	0.062075655244893994	jump	last_group	0.0012932428176019584	1000 m	4903634	27
2022-12-28T06:17:47Z	0.1562674206556067	0.046074471284561984	jump	group_105	9.598848184283748e-4	1000 m	4903634	28
2022-12-29T04:47:46Z	0.1633136231342499	0.10767936828323109	jump	group_132	0.0022433201725673146	1000 m	4903634	28
2022-12-29T18:17:46Z	0.16716224434199312	0.04620012053573896	jump	group_147	9.625025111612284e-4	1000 m	4903634	28
2022-12-30T01:47:45Z	0.16940898462172385	0.046226074618390005	jump	group_176	9.630432212164586e-4	1000 m	4903634	28
2022-12-30T16:17:45Z	0.17487061351731625	0.06171649040603321	jump	group_219	0.0012857602167923587	1000 m	4903634	28
2022-12-31T13:47:44Z	0.1816276436404018	0.0618208167620553	jump	last_group	0.001287933682542819	1000 m	4903634	28
2023-01-06T13:06:00Z	0.1479560614757442	0.06130268251311354	jump	group_28	0.001277139219023199	1000 m	4903634	29
2023-01-06T14:36:00Z	0.1489141835610467	0.045989860094519656	jump	group_97	9.58122085302493e-4	1000 m	4903634	29
2023-01-08T01:05:58Z	0.1581878816031161	0.04609659499554785	jump	group_101	9.603457290739137e-4	1000 m	4903634	29
2023-01-08T03:05:57Z	0.16010926503610484	0.046118739963132864	jump	group_102	9.608070825652681e-4	1000 m	4903634	29
2023-01-08T03:35:57Z	0.1610703029616826	0.04612982042773205	jump	group_137	9.610379255777513e-4	1000 m	4903634	29
2023-01-08T21:05:57Z	0.170051142272806	0.061642186900773936	jump	group_167	0.0012842122270994571	1000 m	4903634	29
2023-01-09T12:05:56Z	0.1750313658382645	0.03857435660853347	jump	last_group	8.036324293444475e-4	1000 m	4903634	29
2023-01-15T20:24:45Z	0.14284994940531226	0.045920197930860766	jump	group_17	9.566707902262661e-4	1000 m	4903634	30
2023-01-15T20:54:45Z	0.14412586648152137	0.06124401965803727	jump	group_29	0.0012759170762091099	1000 m	4903634	30
2023-01-16T02:54:45Z	0.146678922256721	0.04596417051039436	jump	group_38	9.575868856332159e-4	1000 m	4903634	30
2023-01-16T07:24:45Z	0.1482754100049144	0.0459825172835937	jump	group_103	9.579691100748688e-4	1000 m	4903634	30
2023-01-17T15:54:43Z	0.1604295853565961	0.07686456726220568	jump	group_145	0.001601345151295952	1000 m	4903634	30
2023-01-18T12:54:43Z	0.16716224434199312	0.04620012053573896	jump	group_176	9.625025111612284e-4	1000 m	4903634	30
2023-01-19T04:24:42Z	0.17583520497731817	0.061731372607977335	jump	group_198	0.0012860702626661946	1000 m	4903634	30
2023-01-19T15:24:41Z	0.18001779132262	0.06179594517458175	jump	group_199	0.0012874155244704533	1000 m	4903634	30
2023-01-19T15:54:41Z	0.18227176602504644	0.10819078571646921	jump	group_229	0.0022539747024264423	1000 m	4903634	30
2023-01-20T06:54:41Z	0.18710599293581828	0.0464310187261212	jump	last_group	9.673128901275252e-4	1000 m	4903634	30
2023-01-27T14:06:44Z	0.1562674206556067	0.12290897793467755	jump	group_237	0.0025591811493574645	1000 m	4903634	31
2023-01-30T11:36:42Z	0.1735848533005239	0.04627435250355293	jump	last_group	9.640490104906863e-4	1000 m	4903634	31
2023-02-06T00:55:13Z	0.152109582356957	0.06136636088995972	jump	group_97	0.001278465851874161	1000 m	4903634	32
2023-02-06T12:55:13Z	0.15690747186106865	0.04608184349492816	jump	group_98	9.600384061443368e-4	1000 m	4903634	32
2023-02-06T13:25:12Z	0.1607499313304191	0.18454057707163868	jump	group_100	0.00384245946935044	1000 m	4903634	32
2023-02-06T14:25:12Z	0.16235204614336202	0.046144602665544536	jump	group_101	9.613458888655113e-4	1000 m	4903634	32
2023-02-06T14:55:12Z	0.18001779132262	0.8479557686043829	jump	group_146	0.01766574517925798	1000 m	4903634	32
2023-02-07T13:25:11Z	0.188396107444664	0.0929323855705577	jump	group_147	0.0019350157597388118	1000 m	4903634	32
2023-02-07T13:55:11Z	0.1893639664645892	0.046457232956409016	jump	group_166	9.67859019925188e-4	1000 m	4903634	32
2023-02-07T23:25:11Z	0.19226894944480297	0.046490980492689175	jump	group_196	9.685620935976913e-4	1000 m	4903634	32
2023-02-08T14:25:10Z	0.19776190236585048	0.077585162893532	jump	last_group	0.001616357560281917	1000 m	4903634	32
2023-02-12T03:59:20Z	0.1649167653143402	0.09233728937187412	jump	group_86	0.001923693528580711	1000 m	4903634	33
2023-02-12T19:29:20Z	0.1706934030320535	0.046240918619512954	jump	group_91	9.633524712398533e-4	1000 m	4903634	33
2023-02-12T21:59:20Z	0.17165698757118167	0.046252057878152446	jump	group_96	9.635845391281761e-4	1000 m	4903634	33
2023-02-13T00:29:20Z	0.17326347781326656	0.061691702675526365	jump	group_170	0.0012852438057401327	1000 m	4903634	33
2023-02-14T13:29:17Z	0.18581629439167763	0.17013736159829704	jump	group_182	0.003544528366631189	1000 m	4903634	33
2023-02-14T19:29:17Z	0.1903320597289656	0.10840895629815915	jump	group_216	0.002258519922878316	1000 m	4903634	33
2023-02-15T12:29:16Z	0.19679200945344028	0.04654357422494514	jump	group_236	9.69657796353024e-4	1000 m	4903634	33
2023-02-15T22:29:16Z	0.2000259008091492	0.04658121408963289	jump	group_241	9.704419602006853e-4	1000 m	4903634	33
2023-02-16T12:29:15Z	0.20455774559268353	0.04663401229255459	jump	group_282	9.71541922761554e-4	1000 m	4903634	33
2023-02-16T21:29:15Z	0.20714967829312816	0.04666423646740813	jump	group_301	9.721715930710029e-4	1000 m	4903634	33
2023-02-17T06:59:14Z	0.21039195779301265	0.04670207182387464	jump	group_314	9.729598296640551e-4	1000 m	4903634	33
2023-02-17T13:29:14Z	0.21201408361109889	0.046721012519128184	jump	group_362	9.733544274818373e-4	1000 m	4903634	33
2023-02-18T13:29:12Z	0.2194843468354759	0.04680833796700367	jump	last_group	9.751737076459099e-4	1000 m	4903634	33
2023-02-21T13:43:52Z	0.1629930717857595	0.09229290355569163	jump	group_204	0.0019227688240769092	1000 m	4903634	34
2023-02-25T07:13:47Z	0.1880735398060873	0.04644224977291244	jump	group_217	9.675468702690093e-4	1000 m	4903634	34
2023-02-25T13:43:47Z	0.19614554480556856	0.3100275177094662	jump	group_344	0.006458906618947213	1000 m	4903634	34
2023-02-28T05:13:43Z	0.21590987159862368	0.18699782340119017	jump	group_378	0.003895787987524796	1000 m	4903634	34
2022-05-23T23:35:37Z	0.5540942266990749	26.56828135763911	jump	group_17	0.5535058616174815	200 m	6904240	3
2022-05-24T00:05:37Z	0.601677420155214	2.2839932858946734	jump	group_23	0.04758319345613904	200 m	6904240	3
2022-05-24T03:05:37Z	0.7358808646397524	4.047204559630855	jump	group_24	0.08431676165897617	200 m	6904240	3
2022-05-24T03:35:37Z	0.8850067247883733	7.158041287133799	jump	group_25	0.14912586014862084	200 m	6904240	3
2022-05-24T04:05:37Z	0.9909953547942584	5.087454240282484	jump	group_26	0.1059886300058851	200 m	6904240	3
2022-05-24T04:35:37Z	1.1091740350473822	5.672576652149943	jump	group_36	0.11817868025312384	200 m	6904240	3
2022-05-24T09:35:37Z	1.1517089463615953	1.4258420032773562	jump	last_group	0.029705041734944926	200 m	6904240	3
2022-06-04T00:31:03Z	0.05002470202091866	0.41417801608089583	jump	group_18	0.008628708668351998	200 m	6904240	5
2022-06-04T01:01:03Z	0.06554363516327427	0.7449087908330693	jump	group_22	0.015518933142355612	200 m	6904240	5
2022-06-04T03:01:03Z	0.090740568875223	0.7208297999657148	jump	group_29	0.015017287499285728	200 m	6904240	5
2022-06-04T06:31:03Z	0.11155745034217934	0.3626337345145085	jump	last_group	0.007554869469052261	200 m	6904240	5
2022-06-14T02:01:01Z	-0.013211904492244346	0.25331686618006244	jump	group_19	0.005277434712084635	200 m	6904240	6
2022-06-14T10:01:01Z	0.00677142913707504	0.2826647547715047	jump	group_24	0.005888849057739683	200 m	6904240	6
2022-06-14T12:31:01Z	0.02182735303451338	0.5245711219523985	jump	group_29	0.01092856504067497	200 m	6904240	6
2022-06-14T15:01:01Z	0.03545598632097062	0.4126738664835431	jump	group_40	0.008597372218407149	200 m	6904240	6
2022-06-14T20:31:01Z	0.0431797169049789	0.2852474154139713	jump	last_group	0.00594265448779107	200 m	6904240	6
2022-06-23T20:34:36Z	0.01148875849638295	0.4525968946633104	jump	group_15	0.0094291019721523	200 m	6904240	7
2022-06-23T23:04:36Z	0.01562099026883797	0.1275323859576648	jump	group_34	0.0026569247074513507	200 m	6904240	7
2022-06-24T08:34:36Z	0.0283396019383564	0.11372723566631703	jump	group_36	0.0023693174097149383	200 m	6904240	7
2022-06-24T09:34:36Z	0.03515921739254101	0.3131208996434751	jump	group_39	0.006523352075905733	200 m	6904240	7
2022-06-24T11:04:36Z	0.03812789795036019	0.1282517582106992	jump	group_41	0.0026719116293895673	200 m	6904240	7
2022-06-24T12:04:36Z	0.04199047949470241	0.18540391412842658	jump	last_group	0.003862581544342221	200 m	6904240	7
2022-07-03T20:47:04Z	0.09224540317309655	3.6212635564211086	jump	group_16	0.0754429907587731	200 m	6904240	8
2022-07-04T01:47:04Z	0.04436930799181383	0.17125019717132103	jump	group_24	0.0035677124410691888	200 m	6904240	8
2022-07-04T03:17:04Z	0.05897058319118787	0.6723046541518194	jump	group_25	0.01400634696149624	200 m	6904240	8
2022-07-04T03:47:04Z	0.2216491094822415	7.808569261970574	jump	group_30	0.16267852629105364	200 m	6904240	8
2022-07-04T06:17:04Z	0.23129929510377711	0.35871098710489896	jump	group_35	0.007473145564685396	200 m	6904240	8
2022-07-14T00:27:15Z	0.05717980566538094	0.37203767789098313	jump	group_42	0.00775078495606215	200 m	6904240	9
2022-07-14T13:57:15Z	0.07962235565460253	0.3741288750318276	jump	last_group	0.007794351563163077	200 m	6904240	9
2022-07-23T20:49:38Z	0.1498527052336241	3.8170500116918515	jump	group_9	0.07952187524358025	200 m	6904240	10
2022-07-23T21:49:38Z	0.17558808812590224	1.0886551272189948	jump	group_10	0.02268031515039573	200 m	6904240	10
2022-07-23T22:19:38Z	0.2519227295872597	3.6640627901451577	jump	group_15	0.07633464146135746	200 m	6904240	10
2022-07-24T04:19:38Z	0.10490841216592058	0.8100057214927902	jump	group_36	0.016875119197766464	200 m	6904240	10
2022-07-24T11:19:38Z	0.12883609492024486	0.6260004787252257	jump	last_group	0.01304167664010887	200 m	6904240	10
2022-08-02T23:38:35Z	0.07482403449141217	0.14380945919869045	jump	group_31	0.0029960303999727184	200 m	6904240	11
2022-08-03T08:38:35Z	0.08442643970302414	0.10091984463626978	jump	group_33	0.0021024967632556207	200 m	6904240	11
2022-08-03T09:38:35Z	0.08923630049601869	0.1587552238379217	jump	group_43	0.0033074004966233694	200 m	6904240	11
2022-08-03T14:38:35Z	0.09857189667795256	0.11574109309877566	jump	group_44	0.00241127277289116	200 m	6904240	11
2022-08-03T15:08:35Z	0.10702281659499208	0.40564415601789666	jump	last_group	0.008450919917039515	200 m	6904240	11
2022-08-22T17:51:38Z	0.1349165095592027	0.1678003239093568	jump	group_9	0.003495840081444934	200 m	6904240	13
2022-08-22T21:21:38Z	0.13887374134194794	0.14612984950772742	jump	group_10	0.003044371864744322	200 m	6904240	13
2022-08-22T21:51:38Z	0.14192043202165075	0.14624115262573498	jump	group_12	0.0030466906797028126	200 m	6904240	13
2022-08-22T22:51:38Z	0.1464948235543829	0.16104312965198805	jump	group_13	0.003355065201083085	200 m	6904240	13
2022-08-22T23:21:38Z	0.15199100762522366	0.26381683540035666	jump	group_28	0.005496184070840765	200 m	6904240	13
2022-08-23T06:51:38Z	0.16178068746399066	0.11758401959786545	jump	group_42	0.0024496670749555305	200 m	6904240	13
2022-08-23T13:51:38Z	0.17067332787005668	0.17674134417731088	jump	last_group	0.0036821113370273106	200 m	6904240	13
2022-09-01T20:30:54Z	0.14039679660917828	0.17540922422932234	jump	group_33	0.0036543588381108827	200 m	6904240	14
2022-09-02T10:00:54Z	0.16392537749277472	0.17644357192122626	jump	last_group	0.003675907748358881	200 m	6904240	14
2022-09-11T21:13:44Z	0.17620285797265156	0.4127131943811601	jump	group_10	0.008598191549607503	200 m	6904240	15
2022-09-11T22:13:44Z	0.18050889452844288	0.19193357744289094	jump	group_17	0.003998616196726895	200 m	6904240	15
2022-09-12T01:43:44Z	0.18975175468357167	0.17758595377324668	jump	group_29	0.003699707370275973	200 m	6904240	15
2022-09-12T07:43:44Z	0.20025288031946728	0.14838860001309048	jump	group_48	0.0030914291669393856	200 m	6904240	15
2022-09-12T17:13:44Z	0.22430068034191128	0.38081954033450044	jump	last_group	0.007933740423635427	200 m	6904240	15
2022-09-22T00:03:38Z	0.16239333871346534	0.1763760362874742	jump	group_24	0.0036745007559890464	200 m	6904240	16
2022-09-22T05:03:38Z	0.17098032353389342	0.1914771360414744	jump	last_group	0.003989107000864051	200 m	6904240	16
2022-10-02T04:20:07Z	0.1872849029248432	0.29570312328898346	jump	last_group	0.006160481735187157	200 m	6904240	17
2022-10-12T02:47:59Z	0.196543451923798	0.5627462570825602	jump	group_37	0.011723880355886673	200 m	6904240	18
2022-10-12T12:17:59Z	0.22320401717917815	0.5218407405762603	jump	last_group	0.010871682095338758	200 m	6904240	18
2022-10-21T20:51:22Z	0.190368705405856	0.13322540143650616	jump	group_19	0.002775529196593879	200 m	6904240	19
2022-10-22T02:51:22Z	0.19530773983488453	0.1333899470842774	jump	group_32	0.0027789572309224464	200 m	6904240	19
2022-10-22T09:21:22Z	0.20303721083910037	0.11880269541396825	jump	group_33	0.002475056154457672	200 m	6904240	19
2022-10-22T09:51:22Z	0.2058234808329563	0.13374095970508423	jump	group_39	0.002786269993855922	200 m	6904240	19
2022-10-22T12:51:22Z	0.22196004267062952	0.6555958565961463	jump	last_group	0.013658247012419716	200 m	6904240	19
2022-11-01T01:22:09Z	0.1999445981033922	0.2744024426113962	jump	group_16	0.005716717554404088	200 m	6904240	20
2022-11-01T01:52:09Z	0.20504999635050086	0.24505911586121518	jump	group_25	0.00510539824710865	200 m	6904240	20
2022-11-01T06:22:09Z	0.48011412722091423	12.838635953162695	jump	group_27	0.2674715823575562	200 m	6904240	20
2022-11-01T07:22:09Z	0.490741831911941	0.4464376699990468	jump	group_28	0.00930078479164681	200 m	6904240	20
2022-11-01T07:52:09Z	0.49540034670519306	0.2236087100760997	jump	group_30	0.004658514793252078	200 m	6904240	20
2022-11-01T08:52:09Z	0.5117480069757252	0.7846876929855425	jump	group_34	0.01634766027053214	200 m	6904240	20
2022-11-01T10:52:09Z	0.519109561671912	0.2088790531971014	jump	group_44	0.00435164694160628	200 m	6904240	20
2022-11-10T20:37:48Z	0.196543451923798	0.17788759765384296	jump	group_7	0.0037059916177883956	200 m	6904240	21
2022-11-10T21:07:48Z	0.20861169300486904	0.5792755718914101	jump	group_8	0.012068241081071046	200 m	6904240	21
2022-11-10T21:37:48Z	0.2120221493599816	0.1637019050454027	jump	group_11	0.0034104563551125566	200 m	6904240	21
2022-11-10T23:07:48Z	0.2157459665412621	0.14896424053939625	jump	group_18	0.003103421677904089	200 m	6904240	21
2022-11-11T02:37:48Z	0.2412852575378251	1.1662678956280284	jump	group_19	0.02429724782558393	200 m	6904240	21
2022-11-11T03:07:48Z	0.24378564830528807	0.1200187568382227	jump	group_26	0.0025003907674629733	200 m	6904240	21
2022-11-11T06:37:48Z	0.2475391675047116	0.12013139763096524	jump	group_36	0.0025027374506451094	200 m	6904240	21
2022-11-11T11:37:48Z	0.2603903324200965	0.3613268532870561	jump	last_group	0.00752764277681367	200 m	6904240	21
2022-11-20T22:22:58Z	0.2481650966195164	0.11975102158365761	jump	group_14	0.0025031289928250655	200 m	6904240	22
2022-11-21T00:23:22Z	0.2522360250642167	0.11987291989879383	jump	group_15	0.0025056770062178435	200 m	6904240	22
2022-11-21T01:23:34Z	0.2522360250642167	0.08991172894266605	jump	group_21	0.0018794048897043392	200 m	6904240	22
2022-11-21T03:54:04Z	0.2566247402380205	0.17997850021336334	jump	group_23	0.003762050594737665	200 m	6904240	22
2022-11-21T16:26:31Z	0.24644417705852567	0.05238492500025623	jump	group_47	0.0010949904461859117	200 m	6904240	22
2022-11-21T16:56:37Z	0.2475391675047116	0.052384925000257564	jump	last_group	0.0010949904461859394	200 m	6904240	22
2022-11-30T20:31:15Z	0.20241975138142662	0.16337901367342408	jump	group_4	0.003403729451529669	200 m	6904240	23
