Date_of_analysis,Cruise,Latitude,Longitude,Sampling_date_(UTC),Station,Sample_code,Phytofloat_sample,CTD,Bottle,Depth_(m),Filtered_Vol_(L),Chlorophyllide_b,Chldb-QA,Chlorophyll_c3,Chlc3-QA,Chlorophyll_c1+c2+MgDVP,Chlc2-QA,Chlorophyllid_a,Chlda-QA,Peridinin,Peri-QA,Phaeophorbid_a,Phda-QA,19'-Butanoyloxyfucoxanthin,But-QA,Fucoxanthin,Fuco-QA,Neoxanthin,Neo-QA,19'-Hex-4-ketofucoxanthin,Hex4k-QA,Prasinoxanthin,Pras-QA,Violaxanthin,Viola-QA,19'-Hexanoyloxyfucoxanthin,Hex-QA,Diadinoxanthin,Diadino-QA,Antheraxanthin,Anthera-QA,Alloxanthin,Allo-QA,Monadoxanthin,Monado-QA,Diatoxanthin,Diato-QA,Zeaxanthin,Zea-QA,Lutein,Lut-QA,Bacteriochlorophyll_a,Bchla-QA,TChlb,TChlb-QA,Chlc2-MGDG,Chlc2MGDV-QA,Divinyl_Chlorophyll_a,DVChla-QA,Chlorophyll_a,Chla-QA,Total_Chlorophyll_a,Tchla-QA,Phaeophytin_a,Phytna-QA,Sum_Carotenes,Tcar-QA,Observations,fuco,HF+BF,HF+BF/fuco
04/08/2022,CE22009,58.4833,-49.3604,31/05/2022,13,CE22009_043_21,0,43,21,88,2.25,,1,0.0197,1,0.0225,1,,1,,1,0.1121,1,0.0088,1,0.0735,1,0.0024,1,0.0080,2,,1,0.0024,1,0.0200,1,0.0097,1,,1,0.0056,1,,1,0.0026,1,0.0120,1,,1,,1,0.0066,1,0.0037,1,,1,0.1622,1,0.1622,1,0.0637,1,0.0079,1,0,0.0735,0.0288,0.391836734693878
04/08/2022,CE22009,58.4833,-49.3604,31/05/2022,13,CE22009_043_22,0,43,22,77,2.25,,1,0.0214,1,0.0277,1,,1,,1,0.0934,1,0.0094,1,0.0864,1,0.0019,1,0.0081,2,,1,0.0025,1,0.0206,1,0.0108,1,,1,0.0104,1,,1,0.0028,1,0.0134,1,,1,,1,0.0069,1,0.0037,1,,1,0.1978,1,0.1978,1,0.0459,1,0.0085,1,0,0.0864,0.0300,0.347222222222222
04/08/2022,CE22009,58.4833,-49.3604,31/05/2022,13,CE22009_043_23,0,43,23,30,2.25,,1,0.0334,1,0.0934,1,0.0116,1,0.0952,1,0.0411,1,0.0196,1,0.1348,1,0.0033,1,0.0120,2,,1,0.0032,1,0.0360,1,0.0274,1,,1,0.0521,1,,1,0.0041,1,0.0149,1,,1,,1,0.0158,1,0.0112,1,,1,0.5757,1,0.5874,1,0.0134,1,0.0173,1,0,0.1348,0.0556,0.412462908011869
04/08/2022,CE22009,58.4833,-49.3604,31/05/2022,13,CE22009_043_24,0,43,24,6,2.25,,1,0.0395,1,0.1030,1,0.0168,1,0.0863,1,0.0106,1,0.0224,1,0.1262,1,0.0019,1,0.0101,2,,1,0.0027,1,0.0491,1,0.0598,1,,1,0.0830,1,,1,0.0086,1,0.0137,1,,1,,1,0.0156,1,0.0114,1,,1,0.6521,1,0.6689,1,,1,0.0209,1,0,0.1262,0.0715,0.566561014263074
22/08/2022,CE22009,59.5070,-49.6740,01/06/2022,30,CE22009_045_03,PF,45,3,92,0.50,,1,0.0208,1,0.0129,1,,1,,1,0.0870,1,,1,0.0623,1,,1,0.0095,1,,1,,1,,1,0.0063,1,,1,,1,,1,,1,0.0047,1,,1,,1,,1,0.0103,1,,1,0.1035,1,0.1035,1,0.0688,1,0.0067,1,0,0.0623,0.0000,0
22/08/2022,CE22009,59.5070,-49.6740,01/06/2022,30,CE22009_045_17,PF,45,17,26,0.50,,1,0.3863,1,0.2655,1,,1,,1,0.1852,1,0.0117,1,0.8943,1,,1,0.0729,1,,1,,1,0.0295,1,0.0715,1,,1,0.0133,1,,1,0.0076,1,0.0265,1,,1,,1,,1,0.1324,1,,1,1.9217,1,1.9217,1,0.0562,1,0.0331,1,0,0.8943,0.0412,0.046069551604607
22/08/2022,CE22009,59.5070,-49.6739,01/06/2022,30,CE22009_045_22,PF,45,22,5,0.50,,1,0.2114,1,0.1704,1,,1,,1,0.0495,1,0.0098,1,0.5153,1,,1,0.0362,1,,1,,1,0.0364,1,0.0718,1,,1,0.0194,1,,1,0.0084,1,0.0181,1,,1,,1,,1,0.0779,1,,1,1.3296,1,1.3296,1,0.0212,1,0.0193,1,0,0.5153,0.0462,0.089656510770425
04/08/2022,CE22009,58.8174,-49.6106,02/06/2022,7,CE22009_051_09,0,51,9,203,2.25,,1,0.0033,1,0.0019,1,,1,,1,0.0088,1,0.0013,1,0.0092,1,,1,,1,,1,,1,,1,0.0010,1,,1,,1,,1,,1,,1,,1,,1,,1,0.0013,1,,1,0.0185,1,0.0185,1,0.0064,1,0.0009,1,0,0.0092,0.0013,0.141304347826087
04/08/2022,CE22009,58.8174,-49.6107,02/06/2022,7,CE22009_051_10,0,51,10,152,2.25,,1,0.0114,1,0.0058,1,,1,,1,0.0158,1,0.0043,1,0.0283,1,,1,,1,,1,,1,,1,0.0032,1,,1,,1,,1,,1,0.0015,1,,1,,1,,1,0.0049,1,,1,0.0496,1,0.0496,1,0.0260,1,0.0029,1,0,0.0283,0.0043,0.151943462897527
04/08/2022,CE22009,58.8174,-49.6106,02/06/2022,7,CE22009_051_12,0,51,12,82,2.25,,1,0.0079,1,0.0083,1,,1,,1,0.0780,1,0.0026,1,0.0322,1,,1,,1,,1,,1,,1,0.0045,1,,1,,1,,1,,1,0.0054,1,,1,,1,0.0036,1,0.0031,1,,1,0.0575,1,0.0575,1,0.0662,1,0.0042,1,0,0.0322,0.0026,0.080745341614907
04/08/2022,CE22009,58.8174,-49.6105,02/06/2022,7,CE22009_051_13,0,51,13,72,2.25,,1,0.0190,1,0.0218,1,,1,,1,0.0419,1,0.0067,1,0.0742,1,0.0018,1,0.0047,2,,1,0.0019,1,0.0096,1,0.0064,1,,1,0.0054,1,,1,,1,0.0136,1,,1,,1,0.0086,1,0.0034,1,,1,0.1599,1,0.1599,1,0.0154,1,0.0045,1,0,0.0742,0.0163,0.219676549865229
04/08/2022,CE22009,58.8174,-49.6106,02/06/2022,7,CE22009_051_14,0,51,14,62,2.25,,1,0.0240,1,0.0316,1,0.0085,1,0.0056,1,0.0095,1,0.0074,1,0.0934,1,0.0016,1,0.0052,2,,1,0.0013,1,0.0117,1,0.0077,1,,1,0.0109,1,,1,,1,0.0129,1,,1,,1,0.0109,1,0.0046,1,,1,0.2180,1,0.2265,1,0.0098,1,0.0067,1,0,0.0934,0.0191,0.204496788008565
04/08/2022,CE22009,58.8174,-49.6105,02/06/2022,7,CE22009_051_16,0,51,16,52,2.25,,1,0.0540,1,0.0992,1,0.0150,1,0.0834,1,0.0125,1,0.0239,1,0.1606,1,0.0030,1,0.0142,1,,1,0.0026,1,0.0676,1,0.0244,1,,1,0.0507,1,,1,,1,0.0128,1,,1,,1,0.0148,1,0.0118,1,,1,0.6057,1,0.6207,1,0.0097,1,0.0176,1,0,0.1606,0.0915,0.569738480697385
04/08/2022,CE22009,58.8173,-49.6105,02/06/2022,7,CE22009_051_19,0,51,19,41,2.25,,1,0.0436,1,0.1088,1,0.0321,1,0.1250,1,0.0118,1,0.0197,1,0.1311,1,0.0018,1,0.0096,2,,1,0.0022,1,0.0386,1,0.0269,1,,1,0.0596,1,,1,,1,0.0114,1,,1,,1,0.0148,1,0.0135,1,,1,0.6042,1,0.6363,1,0.0088,1,0.0190,1,0,0.1311,0.0583,0.444698703279939
04/08/2022,CE22009,58.8173,-49.6106,02/06/2022,7,CE22009_051_21,0,51,21,29,2.25,,1,0.0479,1,0.1440,1,0.0223,1,0.1380,1,0.0085,1,0.0252,1,0.1280,1,0.0039,1,0.0150,2,,1,0.0064,1,0.0639,1,0.0571,1,,1,0.1158,1,,1,,1,0.0122,1,,1,,1,0.0298,1,0.0148,1,,1,0.8885,1,0.9108,1,0.0094,1,0.0310,1,0,0.1280,0.0891,0.69609375
04/08/2022,CE22009,58.8173,-49.6105,02/06/2022,7,CE22009_051_22,0,51,22,16,2.25,,1,0.0417,1,0.1254,1,0.0294,1,0.1294,1,0.0092,1,0.0222,1,0.1150,1,0.0052,1,0.0166,2,,1,0.0067,1,0.0624,1,0.0615,1,,1,0.1051,1,,1,0.0128,1,0.0129,1,,1,,1,0.0284,1,0.0119,1,,1,0.7721,1,0.8015,1,,1,0.0268,1,0,0.1150,0.0846,0.735652173913043
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,#DIV/0!
