depth	nb_image	juld	cycle	nb_calanoid	conc_calanoid	PhaseName
590.4000244140625	110	26448.525081018517	2	3	0.03896103896103896	NPAR
570	100	26448.527511574073	2	0	0	NPAR
550	110	26448.52994212963	2	0	0	NPAR
529.79998779296875	110	26448.532488425924	2	0	0	NPAR
509.8999938964844	120	26448.53516203704	2	3	0.03571428571428571	NPAR
494.8999938964844	196	26448.537210648148	2	2	0.01457725947521866	NPAR
484.8999938964844	182	26448.538391203703	2	0	0	NPAR
475	180	26448.53953703704	2	1	0.007936507936507938	NPAR
465	182	26448.540694444444	2	2	0.015698587127158558	NPAR
454.8999938964844	182	26448.541863425926	2	1	0.007849293563579279	NPAR
445	182	26448.54304398148	2	1	0.007849293563579279	NPAR
435	188	26448.544236111113	2	1	0.007598784194528876	NPAR
424.8999938964844	190	26448.545451388887	2	0	0	NPAR
414.8999938964844	188	26448.546689814815	2	2	0.015197568389057751	NPAR
404.8999938964844	196	26448.547939814816	2	2	0.01457725947521866	NPAR
394.79998779296875	204	26448.54925925926	2	1	0.00700280112044818	NPAR
384.8999938964844	210	26448.550601851854	2	1	0.006802721088435374	NPAR
375	210	26448.55195601852	2	4	0.027210884353741496	NPAR
365	224	26448.553356481483	2	0	0	NPAR
355	176	26448.55466435185	2	2	0.016233766233766236	NPAR
345	180	26448.55582175926	2	2	0.015873015873015876	NPAR
334.8999938964844	180	26448.557002314814	2	2	0.015873015873015876	NPAR
324.8999938964844	182	26448.558194444446	2	2	0.015698587127158558	NPAR
315	184	26448.559409722224	2	4	0.031055900621118016	NPAR
304.8999938964844	190	26448.560648148148	2	4	0.03007518796992481	NPAR
295	196	26448.561909722222	2	1	0.00728862973760933	NPAR
285	198	26448.563194444443	2	2	0.01443001443001443	NPAR
274.8999938964844	198	26448.564502314814	2	6	0.043290043290043295	NPAR
264.8999938964844	194	26448.565833333334	2	2	0.014727540500736378	NPAR
254.89999389648438	204	26448.56716435185	2	2	0.01400560224089636	NPAR
244.89999389648438	198	26448.568541666667	2	7	0.050505050505050504	NPAR
234.89999389648438	202	26448.56994212963	2	4	0.028288543140028294	NPAR
225.10000610351562	166	26448.571203703705	2	3	0.02581755593803787	NPAR
215	166	26448.572372685187	2	5	0.04302925989672978	NPAR
205	158	26448.57355324074	2	6	0.054249547920434	NPAR
195	162	26448.57474537037	2	7	0.0617283950617284	NPAR
184.89999389648438	170	26448.575960648148	2	3	0.02521008403361345	NPAR
175.10000610351562	172	26448.577199074072	2	6	0.04983388704318937	NPAR
165	170	26448.578460648147	2	5	0.04201680672268908	NPAR
154.8000030517578	164	26448.579768518517	2	6	0.05226480836236934	NPAR
144.6999969482422	176	26448.58111111111	2	6	0.048701298701298704	NPAR
134.89999389648438	176	26448.58247685185	2	2	0.016233766233766236	NPAR
125	146	26448.583761574075	2	4	0.039138943248532294	NPAR
114.9000015258789	148	26448.584930555557	2	1	0.009652509652509652	NPAR
104.80000305175781	154	26448.58611111111	2	4	0.03710575139146568	NPAR
98	64	26448.586921296297	2	1	0.022321428571428572	NPAR
93.4000015258789	88	26448.587453703705	2	0	0	NPAR
88.4000015258789	84	26448.588055555556	2	2	0.034013605442176874	NPAR
83.4000015258789	80	26448.588645833333	2	1	0.017857142857142856	NPAR
78.5	86	26448.589247685184	2	0	0	NPAR
73.5	84	26448.589872685185	2	0	0	NPAR
68.5999984741211	74	26448.590486111112	2	2	0.03861003861003861	NPAR
63.5	74	26448.591111111113	2	2	0.03861003861003861	NPAR
58.400001525878906	74	26448.591782407406	2	4	0.07722007722007722	NPAR
53.400001525878906	74	26448.59244212963	2	1	0.019305019305019305	NPAR
48.5	80	26448.593113425926	2	27	0.48214285714285715	NPAR
43.5	78	26448.59380787037	2	25	0.4578754578754579	NPAR
38.70000076293945	72	26448.59445601852	2	14	0.2777777777777778	NPAR
33.5	70	26448.595046296297	2	1	0.02040816326530612	NPAR
28.399999618530273	68	26448.595625	2	5	0.1050420168067227	NPAR
23.5	68	26448.596203703702	2	6	0.12605042016806725	NPAR
18.399999618530273	74	26448.596805555557	2	5	0.09652509652509653	NPAR
13.600000381469727	70	26448.597384259258	2	3	0.061224489795918366	NPAR
8.5	76	26448.59797453704	2	14	0.26315789473684215	NPAR
3.4000000953674316	104	26448.598715277778	2	15	0.20604395604395606	NPAR
0.8999999761581421	6	26448.602060185185	2	0	0	NPAR
180.60000610351562	20	26448.686331018518	3	0	0	PAR
180.60000610351562	20	26448.70021990741	3	0	0	PAR
249.6999969482422	20	26448.714108796295	3	0	0	PAR
249.6999969482422	20	26448.727997685186	3	2	0.14285714285714285	PAR
249.6999969482422	20	26448.741886574073	3	0	0	PAR
185.89999389648438	20	26448.755775462963	3	1	0.07142857142857142	PAR
185.89999389648438	20	26448.76966435185	3	0	0	PAR
185.89999389648438	20	26448.78355324074	3	2	0.14285714285714285	PAR
185	20	26448.79744212963	3	0	0	PAR
185	20	26448.811331018518	3	0	0	PAR
185	20	26448.82521990741	3	0	0	PAR
185.8000030517578	20	26448.839108796295	3	0	0	PAR
185.8000030517578	20	26448.852997685186	3	0	0	PAR
185.8000030517578	20	26448.866886574073	3	0	0	PAR
184.8000030517578	20	26448.880775462963	3	0	0	PAR
184.8000030517578	20	26448.89466435185	3	0	0	PAR
184.8000030517578	20	26448.90855324074	3	1	0.07142857142857142	PAR
184.39999389648438	20	26448.92244212963	3	0	0	PAR
184.39999389648438	20	26448.936331018518	3	0	0	PAR
184.39999389648438	20	26448.95021990741	3	0	0	PAR
184.3000030517578	20	26448.964108796295	3	0	0	PAR
184.3000030517578	20	26448.977997685186	3	1	0.07142857142857142	PAR
184.3000030517578	20	26448.991886574073	3	0	0	PAR
183.10000610351562	20	26449.005775462963	3	1	0.07142857142857142	PAR
183.10000610351562	20	26449.01966435185	3	0	0	PAR
183.10000610351562	20	26449.03355324074	3	0	0	PAR
185.1999969482422	20	26449.04744212963	3	0	0	PAR
185.1999969482422	20	26449.061331018518	3	0	0	PAR
185.1999969482422	20	26449.07521990741	3	2	0.14285714285714285	PAR
187.6999969482422	20	26449.089108796295	3	0	0	PAR
187.6999969482422	20	26449.102997685186	3	2	0.14285714285714285	PAR
187.6999969482422	20	26449.116886574073	3	0	0	PAR
186.6999969482422	20	26449.130775462963	3	0	0	PAR
186.6999969482422	20	26449.14466435185	3	0	0	PAR
186.6999969482422	20	26449.15855324074	3	0	0	PAR
183.89999389648438	20	26449.17244212963	3	0	0	PAR
183.89999389648438	20	26449.186331018518	3	1	0.07142857142857142	PAR
183.89999389648438	20	26449.20021990741	3	0	0	PAR
185.60000610351562	20	26449.214108796295	3	1	0.07142857142857142	PAR
185.60000610351562	20	26449.227997685186	3	0	0	PAR
185.60000610351562	20	26449.241886574073	3	0	0	PAR
185.60000610351562	20	26449.255775462963	3	0	0	PAR
471.20001220703125	20	26449.404305555556	3	0	0	PAR
470.5	20	26449.487638888888	3	0	0	PAR
473.29998779296875	20	26449.570972222224	3	0	0	PAR
474.1000061035156	20	26449.654305555556	3	0	0	PAR
476.5	20	26449.737627314815	3	0	0	PAR
480.29998779296875	20	26449.820972222224	3	0	0	PAR
478.6000061035156	20	26449.904305555556	3	0	0	PAR
973.29998779296875	20	26450.178912037038	3	0	0	PAR
987.9000244140625	20	26450.26224537037	3	0	0	PAR
988.70001220703125	20	26450.345578703702	3	0	0	PAR
990.4000244140625	20	26450.428912037038	3	0	0	PAR
990.4000244140625	20	26450.51224537037	3	0	0	PAR
992.0999755859375	95	26450.515289351853	3	1	0.015037593984962405	NPAR
981	115	26450.51767361111	3	0	0	NPAR
959.9000244140625	95	26450.520104166666	3	1	0.015037593984962405	NPAR
939.5999755859375	100	26450.52236111111	3	0	0	NPAR
919.5999755859375	100	26450.524675925924	3	0	0	NPAR
899.79998779296875	105	26450.52704861111	3	0	0	NPAR
879.79998779296875	110	26450.529537037037	3	0	0	NPAR
859.70001220703125	115	26450.532141203705	3	1	0.012422360248447204	NPAR
839.9000244140625	115	26450.534803240742	3	0	0	NPAR
820.5999755859375	100	26450.537291666667	3	0	0	NPAR
800.4000244140625	100	26450.53960648148	3	0	0	NPAR
780.0999755859375	105	26450.541979166668	3	0	0	NPAR
759.70001220703125	110	26450.544467592594	3	1	0.012987012987012988	NPAR
739.70001220703125	110	26450.54702546296	3	1	0.012987012987012988	NPAR
719.79998779296875	120	26450.549675925926	3	0	0	NPAR
700	115	26450.552395833332	3	0	0	NPAR
679.5999755859375	100	26450.554884259258	3	1	0.014285714285714285	NPAR
659.9000244140625	105	26450.557256944445	3	1	0.013605442176870748	NPAR
640.20001220703125	110	26450.55974537037	3	0	0	NPAR
620.29998779296875	115	26450.56234953704	3	0	0	NPAR
599.9000244140625	120	26450.565069444445	3	0	0	NPAR
579.9000244140625	115	26450.56778935185	3	1	0.012422360248447204	NPAR
559.5	100	26450.570277777777	3	0	0	NPAR
539.5	105	26450.572650462964	3	0	0	NPAR
519.70001220703125	105	26450.57508101852	3	0	0	NPAR
499.79998779296875	110	26450.577569444446	3	1	0.012987012987012988	NPAR
480	115	26450.58017361111	3	0	0	NPAR
459.8999938964844	115	26450.582835648147	3	0	0	NPAR
444.70001220703125	206	26450.584895833334	3	1	0.006934812760055479	NPAR
435.20001220703125	208	26450.58619212963	3	1	0.006868131868131868	NPAR
425	180	26450.587418981482	3	0	0	NPAR
414.8999938964844	184	26450.588564814814	3	5	0.03881987577639752	NPAR
405	180	26450.589722222223	3	2	0.015873015873015876	NPAR
395	190	26450.590902777778	3	1	0.007518796992481203	NPAR
385	194	26450.59212962963	3	2	0.014727540500736378	NPAR
375	198	26450.593391203704	3	1	0.007215007215007215	NPAR
365	196	26450.59466435185	3	1	0.00728862973760933	NPAR
354.8999938964844	206	26450.59596064815	3	1	0.006934812760055479	NPAR
344.8999938964844	202	26450.597280092592	3	0	0	NPAR
335	208	26450.598622685186	3	0	0	NPAR
325	218	26450.6	3	1	0.006553079947575361	NPAR
315.20001220703125	214	26450.601377314815	3	1	0.006675567423230976	NPAR
304.8999938964844	180	26450.60263888889	3	2	0.015873015873015876	NPAR
295	182	26450.603819444445	3	1	0.007849293563579279	NPAR
284.8999938964844	186	26450.605	3	1	0.007680491551459294	NPAR
275	188	26450.606215277778	3	0	0	NPAR
264.8999938964844	192	26450.60746527778	3	5	0.03720238095238096	NPAR
254.89999389648438	194	26450.60875	3	5	0.03681885125184095	NPAR
244.8000030517578	206	26450.61008101852	3	3	0.020804438280166437	NPAR
234.8000030517578	220	26450.611481481483	3	2	0.012987012987012988	NPAR
225.3000030517578	202	26450.612858796296	3	2	0.014144271570014147	NPAR
215	190	26450.61414351852	3	1	0.007518796992481203	NPAR
204.89999389648438	188	26450.615405092594	3	2	0.015197568389057751	NPAR
194.89999389648438	184	26450.61667824074	3	2	0.015527950310559008	NPAR
185	194	26450.617986111112	3	2	0.014727540500736378	NPAR
174.89999389648438	194	26450.619351851852	3	4	0.029455081001472757	NPAR
165	194	26450.620729166665	3	5	0.03681885125184095	NPAR
155	192	26450.62210648148	3	6	0.04464285714285715	NPAR
145.1999969482422	180	26450.62349537037	3	5	0.03968253968253969	NPAR
135	158	26450.624780092592	3	2	0.018083182640144666	NPAR
124.9000015258789	168	26450.625972222224	3	2	0.017006802721088437	NPAR
115	166	26450.627175925925	3	0	0	NPAR
105	168	26450.628402777777	3	4	0.034013605442176874	NPAR
98	66	26450.629270833335	3	0	0	NPAR
93.4000015258789	84	26450.62982638889	3	1	0.017006802721088437	NPAR
88.30000305175781	76	26450.63045138889	3	2	0.03759398496240602	NPAR
83.4000015258789	82	26450.631087962964	3	3	0.05226480836236934	NPAR
78.5	76	26450.63173611111	3	1	0.01879699248120301	NPAR
73.4000015258789	78	26450.63236111111	3	3	0.05494505494505495	NPAR
68.4000015258789	68	26450.63298611111	3	1	0.02100840336134454	NPAR
63.400001525878906	74	26450.633599537035	3	3	0.05791505791505792	NPAR
58.400001525878906	68	26450.63420138889	3	2	0.04201680672268908	NPAR
53.400001525878906	82	26450.63482638889	3	7	0.12195121951219512	NPAR
48.29999923706055	86	26450.63550925926	3	2	0.03322259136212625	NPAR
43.5	98	26450.63619212963	3	8	0.11661807580174928	NPAR
38.400001525878906	86	26450.636875	3	6	0.09966777408637874	NPAR
33.29999923706055	92	26450.637511574074	3	9	0.13975155279503107	NPAR
28.5	90	26450.638194444444	3	28	0.4444444444444445	NPAR
23.399999618530273	82	26450.638854166667	3	31	0.5400696864111498	NPAR
18.399999618530273	82	26450.63949074074	3	30	0.5226480836236934	NPAR
13.5	72	26450.640104166665	3	15	0.2976190476190476	NPAR
8.399999618530273	82	26450.640694444446	3	7	0.12195121951219512	NPAR
3.299999952316284	104	26450.641423611112	3	5	0.06868131868131869	NPAR
0.8999999761581421	8	26450.64185185185	3	1	0.17857142857142858	NPAR
3.200000047683716	430	26450.64699074074	3	9	0.029900332225913623	NPAR
6.300000190734863	32	26450.648657407408	3	1	0.044642857142857144	NPAR
971.5	20	26451.06193287037	4	0	0	PAR
971.9000244140625	20	26451.145266203705	4	0	0	PAR
974.0999755859375	20	26451.228599537037	4	0	0	PAR
974.9000244140625	20	26451.31193287037	4	0	0	PAR
977.9000244140625	20	26451.395266203705	4	0	0	PAR
979.70001220703125	20	26451.478599537037	4	0	0	PAR
976.70001220703125	135	26451.51579861111	4	0	0	NPAR
959.9000244140625	105	26451.51853009259	4	0	0	NPAR
940	110	26451.521018518517	4	0	0	NPAR
920.0999755859375	115	26451.523622685185	4	0	0	NPAR
900.0999755859375	120	26451.526354166668	4	0	0	NPAR
880.5	105	26451.528958333332	4	0	0	NPAR
859.9000244140625	105	26451.531377314815	4	0	0	NPAR
839.5999755859375	110	26451.53386574074	4	0	0	NPAR
819.70001220703125	110	26451.536412037036	4	0	0	NPAR
799.9000244140625	120	26451.539074074073	4	0	0	NPAR
780	100	26451.54162037037	4	0	0	NPAR
759.79998779296875	100	26451.543935185186	4	2	0.02857142857142857	NPAR
739.9000244140625	105	26451.54630787037	4	0	0	NPAR
719.79998779296875	110	26451.548796296298	4	0	0	NPAR
699.70001220703125	110	26451.551342592593	4	0	0	NPAR
679.5999755859375	115	26451.55394675926	4	2	0.024844720496894408	NPAR
660	115	26451.556608796298	4	0	0	NPAR
639.9000244140625	95	26451.55903935185	4	0	0	NPAR
620.20001220703125	105	26451.561354166668	4	0	0	NPAR
600.0999755859375	105	26451.56378472222	4	0	0	NPAR
580	115	26451.56633101852	4	0	0	NPAR
559.70001220703125	120	26451.569050925926	4	1	0.011904761904761904	NPAR
540.29998779296875	105	26451.571655092594	4	0	0	NPAR
519.9000244140625	100	26451.574039351854	4	0	0	NPAR
499.79998779296875	105	26451.576400462964	4	1	0.013605442176870748	NPAR
479.79998779296875	110	26451.57888888889	4	0	0	NPAR
459.8999938964844	115	26451.581493055557	4	0	0	NPAR
444.8999938964844	201	26451.583518518517	4	1	0.007107320540156362	NPAR
434.8999938964844	178	26451.584722222222	4	0	0	NPAR
425	186	26451.58585648148	4	0	0	NPAR
415	188	26451.587025462963	4	2	0.015197568389057751	NPAR
405.1000061035156	188	26451.58821759259	4	0	0	NPAR
395	194	26451.58943287037	4	1	0.007363770250368189	NPAR
384.8999938964844	204	26451.590694444443	4	0	0	NPAR
374.8999938964844	202	26451.592002314814	4	1	0.0070721357850070735	NPAR
364.8999938964844	202	26451.593287037038	4	1	0.0070721357850070735	NPAR
355	214	26451.594618055555	4	1	0.006675567423230976	NPAR
344.8999938964844	222	26451.596006944445	4	0	0	NPAR
335.20001220703125	204	26451.597372685184	4	0	0	NPAR
325	180	26451.598611111112	4	0	0	NPAR
314.8999938964844	190	26451.59980324074	4	0	0	NPAR
304.8999938964844	194	26451.601041666665	4	3	0.022091310751104567	NPAR
294.8999938964844	196	26451.602280092593	4	1	0.00728862973760933	NPAR
284.8999938964844	204	26451.603541666667	4	2	0.01400560224089636	NPAR
274.8999938964844	206	26451.604849537038	4	1	0.006934812760055479	NPAR
264.8999938964844	200	26451.60614583333	4	2	0.014285714285714285	NPAR
254.89999389648438	196	26451.60744212963	4	0	0	NPAR
244.89999389648438	196	26451.608738425926	4	1	0.00728862973760933	NPAR
235	206	26451.61008101852	4	1	0.006934812760055479	NPAR
225.1999969482422	186	26451.611400462964	4	2	0.015360983102918589	NPAR
215	182	26451.612627314815	4	0	0	NPAR
204.89999389648438	176	26451.613819444443	4	1	0.008116883116883118	NPAR
194.89999389648438	186	26451.615023148148	4	2	0.015360983102918589	NPAR
184.89999389648438	188	26451.616284722222	4	2	0.015197568389057751	NPAR
174.89999389648438	188	26451.61755787037	4	3	0.022796352583586626	NPAR
164.89999389648438	198	26451.61886574074	4	1	0.007215007215007215	NPAR
154.89999389648438	180	26451.62017361111	4	3	0.02380952380952381	NPAR
145	190	26451.62148148148	4	5	0.03759398496240601	NPAR
135	190	26451.622800925925	4	2	0.015037593984962405	NPAR
125	186	26451.624120370372	4	4	0.030721966205837177	NPAR
115	190	26451.62547453704	4	2	0.015037593984962405	NPAR
104.80000305175781	184	26451.626828703702	4	3	0.02329192546583851	NPAR
98	78	26451.62777777778	4	0	0	NPAR
93.5	94	26451.628391203703	4	2	0.030395136778115502	NPAR
88.5	98	26451.629074074073	4	2	0.02915451895043732	NPAR
83.5	94	26451.62976851852	4	2	0.030395136778115502	NPAR
78.4000015258789	92	26451.630462962963	4	2	0.031055900621118016	NPAR
73.4000015258789	94	26451.631157407406	4	0	0	NPAR
68.5	90	26451.631863425926	4	2	0.03174603174603175	NPAR
63.599998474121094	82	26451.632534722223	4	1	0.017421602787456445	NPAR
58.5	84	26451.633159722223	4	2	0.034013605442176874	NPAR
53.5	86	26451.633796296297	4	6	0.09966777408637874	NPAR
48.400001525878906	92	26451.634479166667	4	1	0.015527950310559008	NPAR
43.400001525878906	92	26451.63517361111	4	13	0.2018633540372671	NPAR
38.400001525878906	94	26451.635891203703	4	26	0.3951367781155015	NPAR
33.5	82	26451.636574074073	4	22	0.3832752613240418	NPAR
28.399999618530273	76	26451.637199074074	4	21	0.39473684210526316	NPAR
23.399999618530273	76	26451.63778935185	4	7	0.13157894736842107	NPAR
18.299999237060547	82	26451.63840277778	4	4	0.06968641114982578	NPAR
13.399999618530273	84	26451.63902777778	4	3	0.05102040816326531	NPAR
8.300000190734863	100	26451.639699074072	4	3	0.04285714285714286	NPAR
3.200000047683716	156	26451.64064814815	4	2	0.018315018315018316	NPAR
0.800000011920929	8	26451.64414351852	4	0	0	NPAR
174.10000610351562	20	26451.752291666668	5	1	0.07142857142857142	PAR
174.10000610351562	20	26451.766180555554	5	0	0	PAR
195.10000610351562	20	26451.780069444445	5	0	0	PAR
195.10000610351562	20	26451.793958333332	5	0	0	PAR
195.10000610351562	20	26451.807847222222	5	0	0	PAR
199.3000030517578	20	26451.821736111113	5	0	0	PAR
199.3000030517578	20	26451.835625	5	0	0	PAR
199.3000030517578	20	26451.84951388889	5	0	0	PAR
200	20	26451.863402777777	5	0	0	PAR
200	20	26451.877291666668	5	0	0	PAR
200	20	26451.891180555554	5	0	0	PAR
201.39999389648438	20	26451.905069444445	5	0	0	PAR
201.39999389648438	20	26451.918958333332	5	0	0	PAR
201.39999389648438	20	26451.93283564815	5	0	0	PAR
196.1999969482422	20	26451.946736111113	5	0	0	PAR
196.1999969482422	20	26451.960625	5	0	0	PAR
196.1999969482422	20	26451.97451388889	5	0	0	PAR
197.1999969482422	20	26451.988402777777	5	0	0	PAR
197.1999969482422	20	26452.002291666668	5	0	0	PAR
197.1999969482422	20	26452.016180555554	5	0	0	PAR
202.89999389648438	20	26452.030069444445	5	0	0	PAR
202.89999389648438	20	26452.043958333332	5	0	0	PAR
202.89999389648438	20	26452.057847222222	5	0	0	PAR
197.89999389648438	20	26452.071736111113	5	1	0.07142857142857142	PAR
197.89999389648438	20	26452.085625	5	0	0	PAR
197.89999389648438	20	26452.09951388889	5	0	0	PAR
203	20	26452.113402777777	5	0	0	PAR
