depth	nb_image	juld	cycle	nb_object	conc_object	PhaseName	wmo	date
1.5	20	26699.747060185186	1	1	0.07142857142857142	PAR	4903657	2023-02-06T17:55:46Z
1.5	20	26699.7609375	1	0	0	PAR	4903657	2023-02-06T18:15:45Z
3	20	26699.77482638889	1	0	0	PAR	4903657	2023-02-06T18:35:45Z
3	20	26699.788715277777	1	1	0.07142857142857142	PAR	4903657	2023-02-06T18:55:45Z
3	20	26699.802604166667	1	0	0	PAR	4903657	2023-02-06T19:15:45Z
0.30000001192092896	20	26699.816493055554	1	0	0	PAR	4903657	2023-02-06T19:35:45Z
0.30000001192092896	20	26699.830381944445	1	0	0	PAR	4903657	2023-02-06T19:55:45Z
0.30000001192092896	20	26699.844270833335	1	0	0	PAR	4903657	2023-02-06T20:15:45Z
3.5	20	26699.858159722222	1	0	0	PAR	4903657	2023-02-06T20:35:45Z
3.5	20	26699.872048611112	1	0	0	PAR	4903657	2023-02-06T20:55:45Z
3.5	20	26699.8859375	1	1	0.07142857142857142	PAR	4903657	2023-02-06T21:15:45Z
1.7000000476837158	20	26699.89982638889	1	0	0	PAR	4903657	2023-02-06T21:35:45Z
1.7000000476837158	20	26699.913715277777	1	1	0.07142857142857142	PAR	4903657	2023-02-06T21:55:45Z
1.7000000476837158	20	26699.927604166667	1	0	0	PAR	4903657	2023-02-06T22:15:45Z
0.30000001192092896	20	26699.941493055554	1	1	0.07142857142857142	PAR	4903657	2023-02-06T22:35:45Z
0.30000001192092896	20	26699.955381944445	1	0	0	PAR	4903657	2023-02-06T22:55:45Z
0.30000001192092896	20	26699.969270833335	1	0	0	PAR	4903657	2023-02-06T23:15:45Z
2.299999952316284	20	26699.983159722222	1	0	0	PAR	4903657	2023-02-06T23:35:45Z
2.299999952316284	20	26699.997048611112	1	0	0	PAR	4903657	2023-02-06T23:55:45Z
2.299999952316284	20	26700.0109375	1	0	0	PAR	4903657	2023-02-07T00:15:45Z
0.20000000298023224	20	26700.02482638889	1	0	0	PAR	4903657	2023-02-07T00:35:45Z
0.20000000298023224	20	26700.038715277777	1	0	0	PAR	4903657	2023-02-07T00:55:45Z
0.20000000298023224	20	26700.052604166667	1	0	0	PAR	4903657	2023-02-07T01:15:45Z
0.4000000059604645	20	26700.066493055554	1	0	0	PAR	4903657	2023-02-07T01:35:45Z
0.4000000059604645	20	26700.080381944445	1	0	0	PAR	4903657	2023-02-07T01:55:45Z
0.4000000059604645	20	26700.094270833335	1	1	0.07142857142857142	PAR	4903657	2023-02-07T02:15:45Z
0.20000000298023224	20	26700.108159722222	1	0	0	PAR	4903657	2023-02-07T02:35:45Z
0.20000000298023224	20	26700.122048611112	1	0	0	PAR	4903657	2023-02-07T02:55:45Z
0.20000000298023224	20	26700.1359375	1	0	0	PAR	4903657	2023-02-07T03:15:45Z
1.2000000476837158	20	26700.14982638889	1	0	0	PAR	4903657	2023-02-07T03:35:45Z
1.2000000476837158	20	26700.163715277777	1	0	0	PAR	4903657	2023-02-07T03:55:45Z
1.2000000476837158	20	26700.177592592594	1	0	0	PAR	4903657	2023-02-07T04:15:44Z
7	20	26700.191493055554	1	0	0	PAR	4903657	2023-02-07T04:35:45Z
7	20	26700.205381944445	1	0	0	PAR	4903657	2023-02-07T04:55:45Z
7	20	26700.219270833335	1	0	0	PAR	4903657	2023-02-07T05:15:45Z
2.5	20	26700.233159722222	1	0	0	PAR	4903657	2023-02-07T05:35:45Z
2.5	20	26700.247048611112	1	0	0	PAR	4903657	2023-02-07T05:55:45Z
2.5	20	26700.2609375	1	0	0	PAR	4903657	2023-02-07T06:15:45Z
5.5	20	26700.27482638889	1	0	0	PAR	4903657	2023-02-07T06:35:45Z
5.5	20	26700.288715277777	1	0	0	PAR	4903657	2023-02-07T06:55:45Z
5.5	20	26700.302604166667	1	1	0.07142857142857142	PAR	4903657	2023-02-07T07:15:45Z
