,accuracy,precision_macro,recall_macro,living_precision_w,living_recall_w,learning_rate,max_depth,n_detritus,loading_time,folder_name,n_class,n_trees,n_nodes
0,0.2609261062494251,0.35284908518639063,0.30546341255178205,0.5484539686739267,0.5356497567755386,5,7,10,246.022461,5_7_10_1000,20,100,395677
0,0.4351411615817202,0.5161789071152136,0.4857687758232965,0.6043362067315668,0.5913481584433634,1,7,5,482.644043,1_7_5_250,15,250,777901
0,0.26298778534431627,0.36700316402904243,0.308598916265461,0.5738477054628071,0.5476719944405838,2,7,10,799.641073,2_7_10_500,20,332,1284721
0,0.5151057641375679,0.5495041111860448,0.5644641929791276,0.5990910091676557,0.6091730368311328,4,7,3,231.954325,4_7_3_1000,13,138,373931
0,0.43205498656736774,0.5019545925018555,0.47901220249129917,0.5848397894967485,0.5694579569145239,2,3,5,108.983633,2_3_5_500,15,500,111781
0,0.2609261062494251,0.35284908518639063,0.30546341255178205,0.5484539686739267,0.5356497567755386,5,7,10,246.022461,5_7_10_250,20,100,395677
0,0.43608636215137797,0.5096087614792526,0.497064488020096,0.6013098572689024,0.6163307852675469,5,3,5,217.832655,5_3_5_1000,15,1000,223335
0,0.42277108701237326,0.4836999742585299,0.43347369978712913,0.558119011795085,0.4816886726893676,1,3,5,54.64392099999999,1_3_5_250,15,250,56147
0,0.514157391753918,0.5438857686161346,0.5626517527544388,0.5908107655208714,0.6040305767894371,5,7,3,171.786791,5_7_3_500,13,102,276961
0,0.8036298239326053,0.6081771354530612,0.6525294102896854,0.5714648081090024,0.580958999305073,1,5,1,115.234089,1_5_1_250,11,250,167923
0,0.8055995204217243,0.6192794754250237,0.6691052661276667,0.5790965215064665,0.6237665045170258,5,7,1,140.558887,5_7_1_500,11,98,226681
0,0.5156671752141767,0.5463797254149452,0.5716372521705361,0.59863313354611,0.6109798471160528,4,5,3,133.570935,4_5_3_250,13,250,194045
0,0.2618713068190829,0.3527953891332899,0.30742339652402045,0.5530155395767744,0.5426685198054204,5,5,10,212.869669,5_5_10_1000,20,263,308473
0,0.8074137980252286,0.6193203452998666,0.6795306313663685,0.5838044967563454,0.6353717859624739,5,5,1,111.887667,5_5_1_250,11,248,162491
0,0.4343291771997323,0.5061566566481522,0.4913989333742761,0.5932115798272488,0.5945795691452398,4,3,5,108.86147499999998,4_3_5_500,15,500,111575
0,0.8089394405554481,0.6274311726690149,0.6829409955571042,0.5902795450667516,0.6410006949270327,4,5,1,159.617875,4_5_1_500,11,353,231892
0,0.43205815838135986,0.4986031424938062,0.4790957123659613,0.5816388842456813,0.5751216122307158,5,3,5,54.509902999999994,5_3_5_250,15,250,55921
0,0.5181855955239361,0.5674682318862753,0.5709352527102879,0.6188725277884751,0.6198054204308547,1,7,3,1221.408639,1_7_3_1000,13,736,1967855
0,0.8069285104844311,0.6125942717233948,0.6773147992728855,0.5791612210025406,0.6264419735927728,5,3,1,79.87760700000001,5_3_1_500,11,500,81899
0,0.8045242754783889,0.6040262041274728,0.6634379478506328,0.5693418883476528,0.6041348158443364,5,3,1,39.975273,5_3_1_250,11,250,41011
0,0.510379761289279,0.5336426071739385,0.5467476650064811,0.5835673712543882,0.5582001389854065,1,5,3,136.09948699999998,1_5_3_250,13,250,198309
0,0.8106173301572902,0.6398701491128294,0.6767994180127676,0.5987480275360103,0.6361709520500347,2,7,1,435.593453,2_7_1_1000,11,308,702033
0,0.8055995204217243,0.6192794754250237,0.6691052661276667,0.5790965215064665,0.6237665045170258,5,7,1,140.558887,5_7_1_250,11,98,226681
0,0.8058881554950091,0.6116547295469149,0.6708818277250359,0.5756018793887409,0.6133078526754691,3,3,1,79.874049,3_3_1_500,11,500,81893
0,0.26186179137710647,0.35785772586126213,0.3080930491769857,0.5631502106880361,0.5302293259207783,1,7,10,600.7022910000001,1_7_10_250,20,250,964987
0,0.26297826990233986,0.36004601083627386,0.31338832427260227,0.5643621002355645,0.5470118137595552,2,5,10,401.37701500000003,2_5_10_500,20,500,580855
0,0.8100971526625792,0.6313895151114908,0.6826884463868822,0.5951365400761798,0.6430854760250174,3,5,1,222.368257,3_5_1_500,11,493,322926
0,0.8116735442166729,0.6469351857984175,0.679507188218754,0.6050770451016817,0.6392633773453787,1,7,1,901.3438530000001,1_7_1_1000,11,639,1452492
0,0.2582205489141295,0.3439142566696224,0.29852668435856067,0.5385353284290928,0.4987143849895761,3,3,10,72.507703,3_3_10_250,20,250,74271
0,0.2629275208784656,0.3580376573020161,0.30984532479596627,0.5615822678113179,0.5471507991660876,4,5,10,303.52914699999997,4_5_10_500,20,376,439659
0,0.43378045337909205,0.507977148307494,0.48295179061484456,0.5917056827427505,0.5959694232105629,5,7,5,192.992153,5_7_5_500,15,101,310906
0,0.4352585186994294,0.509547441765201,0.49095761531604154,0.5970398751316638,0.6058026407227242,4,5,5,153.363003,4_5_5_250,15,250,222621
0,0.5152580112091907,0.541661695631775,0.5688957494646124,0.5945090932668556,0.6027449617790132,2,3,3,188.796603,2_3_3_1000,13,1000,193571
0,0.43155066814261744,0.4977057593481185,0.47758502932033525,0.5811978783216794,0.5652536483669215,4,3,5,54.494485,4_3_5_250,15,250,55895
0,0.8102018225243199,0.6322825391235225,0.6872095279860764,0.5952056147235784,0.6386031966643503,1,5,1,451.434717,1_5_1_1000,11,1000,655669
0,0.8075533578408828,0.6279060764230517,0.6717955394634885,0.5869358728246167,0.6287004864489228,4,7,1,191.763093,4_7_1_1000,11,134,309227
0,0.26186813500509076,0.35243186226970286,0.3077775965318977,0.5525827532938771,0.5423210562890897,5,5,10,201.52908100000002,5_5_10_250,20,249,292037
0,0.8094088690262848,0.6221553398399817,0.6856215474439101,0.5894559086885527,0.6450312717164698,5,3,1,159.774783,5_3_1_1000,11,1000,163831
0,0.4361275957332758,0.5219101895425161,0.48936499674318346,0.6110547933713478,0.6084433634468381,3,7,5,390.63521699999995,3_7_5_1000,15,206,629079
0,0.26235659435988035,0.3616426831199877,0.3064490600862961,0.5660321854361725,0.5429812369701181,3,7,10,488.625095,3_7_10_250,20,201,785395
0,0.25620961884311255,0.3441101351154223,0.29172992171714884,0.5358287486502212,0.48068102849200833,1,3,10,145.018371,1_3_10_500,20,500,148547
0,0.809186842046835,0.6273730606117414,0.6862460775462651,0.5919384359456802,0.637595552466991,2,5,1,225.655983,2_5_1_500,11,500,327731
0,0.8055995204217243,0.6192794754250237,0.6691052661276667,0.5790965215064665,0.6237665045170258,5,7,1,140.558887,5_7_1_1000,11,98,226681
0,0.8077087767264977,0.6258519932536515,0.6729688212805477,0.5880758357736482,0.6184850590687978,1,7,1,367.573379,1_7_1_250,11,250,593453
0,0.4280870472632003,0.49420320430256215,0.46102385813014546,0.572698362338999,0.5325225851285615,2,3,5,54.582249000000004,2_3_5_250,15,250,56043
0,0.5172403949542783,0.5614307673824218,0.5700610613707552,0.613581468286952,0.6168867268936762,2,7,3,542.2210689999999,2_7_3_500,13,325,873808
0,0.4361275957332758,0.5219101895425161,0.48936499674318346,0.6110547933713478,0.6084433634468381,3,7,5,390.63521699999995,3_7_5_250,15,206,629079
0,0.5010514563383945,0.515022928776841,0.5013468370927536,0.5549623861423304,0.4846768589298124,1,3,3,47.392617,1_3_3_250,13,250,48719
0,0.26355236823491723,0.3610255250743445,0.3121952052138829,0.5666048567469285,0.5526059763724809,3,5,10,418.22658900000005,3_5_10_1000,20,518,605813
0,0.5098500683525915,0.5310514656014971,0.5458153058037662,0.5768479575546077,0.559728978457262,3,3,3,47.317899,3_3_3_250,13,250,48593
0,0.5152453239532221,0.5453016788060716,0.5700176038168702,0.5978050346460272,0.6058026407227242,3,5,3,134.023987,3_5_3_250,13,250,194809
0,0.436289358246875,0.522088738125704,0.49050031709427866,0.6088694209115821,0.606601806810285,2,7,5,474.34085699999997,2_7_5_250,15,250,763899
0,0.5164918468521332,0.5516296585103467,0.5732312452932299,0.6029814634647341,0.6190062543432939,4,5,3,201.02062700000002,4_5_3_500,13,377,291938
0,0.5158162504718073,0.5431982969066314,0.5725073526180304,0.5945722832786366,0.6144892286309938,5,5,3,133.319503,5_5_3_250,13,250,193621
0,0.42830590242865796,0.4954521484051785,0.4598845162944197,0.5742219963572557,0.5324530924252954,1,3,5,109.14255700000001,1_3_5_500,15,500,112049
0,0.5145697275728962,0.5367199904532183,0.5688051858995631,0.5886136540433606,0.6049339819318972,5,3,3,94.42172500000001,5_3_3_500,13,500,96825
0,0.43454486055119784,0.5040080045219603,0.49102473863192847,0.5921991951090363,0.5998610145934676,5,3,5,108.90535700000001,5_3_5_500,15,500,111649
0,0.2510966546877825,0.3360404248966617,0.2767240528902385,0.5229872886442157,0.4411744266851981,1,3,10,72.565817,1_3_10_250,20,250,74369
0,0.5071794009712094,0.5251353206868272,0.5320604055507548,0.5695181786790886,0.5352328005559416,2,3,3,47.355851,2_3_3_250,13,250,48657
0,0.5172403949542783,0.5614307673824218,0.5700610613707552,0.613581468286952,0.6168867268936762,2,7,3,542.2210689999999,2_7_3_1000,13,325,873808
0,0.43430380268779517,0.5096838433755699,0.4866494339703738,0.5965352219288793,0.5877345378735233,2,5,5,153.727105,2_5_5_250,15,250,223235
0,0.43020581900995,0.49735010579682715,0.46993211511747573,0.5770110086085749,0.5524322446143155,3,3,5,54.531251,3_3_5_250,15,250,55957
0,0.514157391753918,0.5438857686161346,0.5626517527544388,0.5908107655208714,0.6040305767894371,5,7,3,171.786791,5_7_3_250,13,102,276961
0,0.51691686992708,0.5598912701082767,0.5706055075392751,0.6107032761160801,0.613273106323836,1,7,3,837.226571,1_7_3_500,13,500,1349447
0,0.5117658440038443,0.530514200397498,0.5553807248359626,0.5790808295819679,0.5802293259207784,5,3,3,47.251483,5_3_3_250,13,250,48481
0,0.26189033770303577,0.3527372647940857,0.310939240387634,0.5541075545377759,0.5391591382904795,5,3,10,144.925863,5_3_10_500,20,500,148391
0,0.5160414492652493,0.5446095938053156,0.5717811804706142,0.594990212643449,0.6155316191799861,5,5,3,149.865351,5_5_3_500,13,281,217654
0,0.43488741646234896,0.5075578443837665,0.48804689117495026,0.5962828505206594,0.6056984016678248,5,5,5,153.673735,5_5_5_250,15,250,223145
0,0.2604408187086277,0.34691346859703875,0.3052864728929879,0.5446267750211393,0.5195621959694232,5,3,10,72.500587,5_3_10_250,20,250,74259
0,0.4353441576772172,0.5108239893893111,0.49025840665364295,0.5979349324685361,0.5979499652536484,3,5,5,153.306075,3_5_5_250,15,250,222525
0,0.8052537926965811,0.6120226941750438,0.663179019110219,0.5763161891489587,0.598227936066713,1,3,1,159.987077,1_3_1_1000,11,1000,164189
0,0.26330496674353027,0.3609183516323731,0.3135514665789401,0.5661674973937777,0.5472897845726199,1,5,10,800.140679,1_5_10_1000,20,1000,1157303
0,0.4361275957332758,0.5219101895425161,0.48936499674318346,0.6110547933713478,0.6084433634468381,3,7,5,390.63521699999995,3_7_5_500,15,206,629079
0,0.5070652156674924,0.5256813625182543,0.5310325694421392,0.5702169676284878,0.5337387074357193,1,3,3,94.693319,1_3_3_500,13,500,97283
0,0.2599174693999245,0.3483025483687026,0.3033975746649891,0.5459486963995821,0.513273106323836,2,3,10,144.841657,2_3_10_500,20,500,148249
0,0.5161302600570292,0.5583084161718663,0.568447857211809,0.6085393778641272,0.614141765114663,3,7,3,327.857161,3_7_3_1000,13,195,528542
0,0.8014603031619814,0.6003149058831291,0.6364811004970071,0.5635535941811245,0.5587560806115358,1,3,1,80.144457,1_3_1_500,11,500,82349
0,0.4353314704212486,0.509122711084514,0.487372526281799,0.5984565478384921,0.6079916608756081,5,5,5,179.504941,5_5_5_1000,15,292,260657
0,0.5180840974761876,0.5606963354848449,0.5765372197289405,0.6147002384366527,0.6258165392633773,2,5,3,466.967125,2_5_3_1000,13,876,678137
0,0.2588105063166676,0.3493658615922131,0.30052277814716233,0.5465750967923642,0.4995135510771369,1,5,10,202.071087,1_5_10_250,20,250,292759
0,0.2634476983731766,0.3600823615838493,0.3124389051195052,0.5660206239290048,0.5523280055594163,3,5,10,403.527233,3_5_10_500,20,500,584481
0,0.5143254978955014,0.5387667969200908,0.5683606237289303,0.5909526827537892,0.601320361362057,4,3,3,94.413423,4_3_3_500,13,500,96811
0,0.5135864652353327,0.5376026101954241,0.5629392740810574,0.5873480660505849,0.589819318971508,3,3,3,94.467979,3_3_3_500,13,500,96903
0,0.8075533578408828,0.6279060764230517,0.6717955394634885,0.5869358728246167,0.6287004864489228,4,7,1,191.763093,4_7_1_250,11,134,309227
0,0.8070141494622189,0.6148508485232409,0.6786282114966207,0.5808195677705426,0.6240444753300903,4,3,1,79.88472300000001,4_3_1_500,11,500,81911
0,0.8105190039235339,0.6341560724302041,0.683295024263273,0.5971264264659701,0.6443363446838082,3,5,1,236.404991,3_5_1_1000,11,524,343323
0,0.8068682460185805,0.6166100790135904,0.675989737986078,0.5824880446755405,0.6173036831132731,2,5,1,113.808517,2_5_1_250,11,250,165519
0,0.26270232208502364,0.3555631414663949,0.3135537847454981,0.5585837713987637,0.5461084086170952,3,3,10,289.527355,3_3_10_1000,20,1000,296235
0,0.5148012699943224,0.5493312288272247,0.5650116354929907,0.601377539338606,0.5969423210562891,1,7,3,429.423379,1_7_3_250,13,250,692953
0,0.8106173301572902,0.6398701491128294,0.6767994180127676,0.5987480275360103,0.6361709520500347,2,7,1,435.593453,2_7_1_500,11,308,702033
0,0.5117341258639229,0.5361715704803596,0.5525650844349903,0.5840760450755936,0.5733495482974288,1,3,3,189.084801,1_3_3_1000,13,1000,194057
0,0.5161302600570292,0.5583084161718663,0.568447857211809,0.6085393778641272,0.614141765114663,3,7,3,327.857161,3_7_3_250,13,195,528542
0,0.4309099617162051,0.5031382020790471,0.4713002518312663,0.5859303405680842,0.5528839471855456,1,5,5,155.188257,1_5_5_250,15,250,225699
0,0.2611195869029457,0.3507154961418162,0.30782410077756833,0.5507032652223643,0.5270674079221682,3,3,10,144.781171,3_3_10_500,20,500,148147
0,0.5139163338905153,0.5416241685590008,0.5644536230884748,0.5945131686774531,0.5928422515635858,2,5,3,134.460435,2_5_3_250,13,250,195545
0,0.2618713068190829,0.3527953891332899,0.30742339652402045,0.5530155395767744,0.5426685198054204,5,5,10,212.869669,5_5_10_500,20,263,308473
0,0.43635913815470206,0.5114707213532961,0.49825415235542986,0.6032055366046197,0.6143502432244614,4,3,5,217.70338099999998,4_3_5_1000,15,1000,223117
0,0.5164537850842276,0.5451234872646996,0.5772625027038492,0.5990504471330246,0.6197011813759555,4,3,3,188.810835,4_3_3_1000,13,1000,193595
0,0.2594226664171506,0.34553318361534535,0.302492763099114,0.5411037099907645,0.5109798471160528,4,3,10,72.487541,4_3_10_250,20,250,74237
0,0.4350967561858302,0.5134111011146063,0.48499915178340697,0.5997611694063655,0.6018763029881863,4,7,5,270.41376299999996,4_7_5_250,15,142,435561
0,0.5161302600570292,0.5583084161718663,0.568447857211809,0.6085393778641272,0.614141765114663,3,7,3,327.857161,3_7_3_500,13,195,528542
0,0.4359594895916924,0.5134373826890507,0.49360619857972227,0.6012760178791201,0.6117790132036136,4,5,5,214.817079,4_5_5_500,15,350,311853
0,0.5144809167811163,0.5449634881803347,0.5654268409612306,0.5979150485520381,0.5945100764419736,1,5,3,268.78981699999997,1_5_3_500,13,500,390869
0,0.25997773386577516,0.34997422048712323,0.304250231886337,0.5486172342089175,0.5144544822793606,1,3,10,289.533285,1_3_10_1000,20,1000,296245
0,0.2629275208784656,0.3580376573020161,0.30984532479596627,0.5615822678113179,0.5471507991660876,4,5,10,303.52914699999997,4_5_10_1000,20,376,439659
0,0.4374724448659433,0.5233109025875983,0.4942850616570607,0.6145198555430034,0.6181723419041001,2,5,5,532.379627,2_5_5_1000,15,870,772489
0,0.26152557909393964,0.3567117838434758,0.30579802332628037,0.5548903406775167,0.5389159138290479,4,7,10,349.76442499999996,4_7_10_500,20,143,562365
0,0.2609261062494251,0.35284908518639063,0.30546341255178205,0.5484539686739267,0.5356497567755386,5,7,10,246.022461,5_7_10_500,20,100,395677
0,0.26391712684401336,0.3706339143614562,0.31069748230651556,0.5783328148005348,0.5525712300208478,1,7,10,1744.194393,1_7_10_1000,20,725,2802101
0,0.4351062716278067,0.5094139584046963,0.4921596225559176,0.5979593080688705,0.5972202918693538,2,3,5,217.635779,2_3_5_1000,15,1000,223003
0,0.4360260976855273,0.5108119865075493,0.4953740022846933,0.6005441259432407,0.6080958999305073,3,3,5,217.62984899999998,3_3_5_1000,15,1000,222993
0,0.5112012611132433,0.5316612311025921,0.5526382585116386,0.5789884187086944,0.5732453092425296,4,3,3,47.270459,4_3_3_250,13,250,48513
0,0.26261351129324373,0.3634305688440068,0.30958003402213125,0.5690284686686328,0.5435024322446144,2,7,10,600.841053,2_7_10_250,20,250,965221
0,0.26235659435988035,0.3616426831199877,0.3064490600862961,0.5660321854361725,0.5429812369701181,3,7,10,488.625095,3_7_10_1000,20,201,785395
0,0.8075438423989063,0.6192459252384213,0.6800500292790983,0.5844017637444269,0.6361709520500347,5,5,1,116.430069,5_5_1_500,11,258,169095
0,0.26177298058532655,0.35024817978869255,0.309837400293791,0.5519715913918234,0.5360667129951355,4,3,10,144.814379,4_3_10_500,20,500,148203
0,0.26152557909393964,0.3567117838434758,0.30579802332628037,0.5548903406775167,0.5389159138290479,4,7,10,349.76442499999996,4_7_10_1000,20,143,562365
0,0.43702204727905936,0.5265157985744195,0.4921245151375991,0.6148817889804463,0.6090340514246004,1,7,5,945.8596269999999,1_7_5_500,15,500,1523039
0,0.2631812659978368,0.35443933008646744,0.3127525064501976,0.559395322533259,0.5538220986796386,5,3,10,282.869051,5_3_10_1000,20,975,289807
0,0.2562349933550497,0.3423707695729331,0.291378563947191,0.5364108452493593,0.4809242529534399,2,3,10,72.520749,2_3_10_250,20,250,74293
0,0.43700618820909864,0.5261037770551716,0.4897537761920837,0.6150847251037665,0.6114662960389159,2,7,5,628.532963,2_7_5_500,15,332,1012111
